"Year","AgeGroup","Occupation","Employment","Sex","Count"
2001,"15-24","AS","LF","M",8.2
2001,"15-24","AS","FT","M",6.6
2001,"15-24","CA","LF","M",4.1
2001,"15-24","CA","FT","M",2.8
2001,"15-24","EL","LF","M",5.6
2001,"15-24","EL","FT","M",5.1
2001,"15-24","EI","LF","M",10.2
2001,"15-24","EI","LF","F",1.9
2001,"15-24","EI","FT","M",7.2
2001,"15-24","EI","FT","F",1.6
2001,"15-24","EI","UN","M",1.7
2001,"15-24","EI","UR","M",16.7
2001,"15-24","EF","LF","M",2.6
2001,"15-24","EF","FT","M",2
2001,"15-24","FS","LF","M",26.8
2001,"15-24","FS","LF","F",13
2001,"15-24","FS","FT","M",11.1
2001,"15-24","FS","FT","F",4.3
2001,"15-24","FS","PT","M",13.4
2001,"15-24","FS","PT","F",7.7
2001,"15-24","FS","UN","M",2.3
2001,"15-24","FS","UR","M",8.6
2001,"15-24","HE","LF","F",6.8
2001,"15-24","HE","FT","F",5.1
2001,"15-24","HE","PT","F",1.6
2001,"15-24","TH","LF","M",3.8
2001,"15-24","TH","FT","M",3.4
2001,"15-24","HE","LF","M",1.5
2001,"15-24","IF","LF","M",5.7
2001,"15-24","IF","FT","M",4.4
2001,"15-24","LH","LF","M",8.7
2001,"15-24","LH","FT","M",4.7
2001,"15-24","LH","PT","M",1.9
2001,"15-24","LH","UN","M",2.1
2001,"15-24","LH","UR","M",24.1
2001,"15-24","MA","LF","M",4.9
2001,"15-24","MA","FT","M",4.5
2001,"15-24","PP","LF","M",4.8
2001,"15-24","PP","FT","M",4
2001,"15-24","LH","LF","M",5
2001,"15-24","LH","FT","M",4.2
2001,"15-24","PP","LF","M",2.3
2001,"15-24","PP","FT","M",2.2
2001,"15-24","TH","LF","M",43.4
2001,"15-24","TH","LF","F",5.4
2001,"15-24","TH","FT","M",25.3
2001,"15-24","TH","FT","F",2.4
2001,"15-24","TH","PT","M",12
2001,"15-24","TH","PT","F",2.5
2001,"15-24","TH","UN","M",6
2001,"15-24","TH","UR","M",13.8
2001,"15-24","WE","LF","M",4.7
2001,"15-24","WE","FT","M",4
2001,"15-24","OG","LF","M",9.6
2001,"15-24","OG","LF","F",3.3
2001,"15-24","OG","FT","M",7.4
2001,"15-24","OG","FT","F",2.7
2001,"15-24","TH","LF","M",375.2
2001,"15-24","TH","LF","F",464.4
2001,"15-24","TH","FT","M",167.6
2001,"15-24","TH","FT","F",186.2
2001,"15-24","TH","PT","M",151.5
2001,"15-24","TH","PT","F",226.6
2001,"15-24","TH","UN","M",56.1
2001,"15-24","TH","UN","F",51.6
2001,"15-24","TH","UR","M",15
2001,"15-24","TH","UR","F",11.1
2001,"25-34","AS","LF","M",17.1
2001,"25-34","AS","FT","M",16.5
2001,"25-34","CA","LF","M",9.2
2001,"25-34","CA","FT","M",8.2
2001,"25-34","EL","LF","M",11.5
2001,"25-34","EL","FT","M",10.3
2001,"25-34","EI","LF","M",21.1
2001,"25-34","EI","LF","F",5
2001,"25-34","EI","FT","M",19.6
2001,"25-34","EI","FT","F",4.7
2001,"25-34","EF","LF","M",6.2
2001,"25-34","EF","FT","M",4.9
2001,"25-34","FS","LF","M",14.1
2001,"25-34","FS","LF","F",6.6
2001,"25-34","FS","FT","M",12.3
2001,"25-34","FS","FT","F",4.6
2001,"25-34","FS","PT","F",1.6
2001,"25-34","HE","LF","F",11.2
2001,"25-34","HE","FT","F",7.8
2001,"25-34","HE","PT","F",3
2001,"25-34","TH","LF","M",17.6
2001,"25-34","TH","FT","M",16.4
2001,"25-34","HE","LF","M",5.7
2001,"25-34","HE","FT","M",5.1
2001,"25-34","IF","LF","M",9.2
2001,"25-34","IF","FT","M",8.1
2001,"25-34","LH","LF","M",4.3
2001,"25-34","LH","FT","M",3.7
2001,"25-34","MA","LF","M",14.3
2001,"25-34","MA","FT","M",13.4
2001,"25-34","PP","LF","M",10.8
2001,"25-34","PP","LF","F",2.9
2001,"25-34","PP","FT","M",9.6
2001,"25-34","PP","FT","F",2.6
2001,"25-34","LH","LF","M",13.2
2001,"25-34","LH","FT","M",12.6
2001,"25-34","PP","LF","M",5.8
2001,"25-34","PP","FT","M",5.5
2001,"25-34","TH","LF","M",35.5
2001,"25-34","TH","LF","F",3.7
2001,"25-34","TH","FT","M",30.1
2001,"25-34","TH","FT","F",2.9
2001,"25-34","TH","PT","M",2.5
2001,"25-34","TH","UN","M",2.9
2001,"25-34","TH","UR","M",8.2
2001,"25-34","WE","LF","M",8.3
2001,"25-34","WE","FT","M",7.6
2001,"25-34","OG","LF","M",27.7
2001,"25-34","OG","LF","F",9.6
2001,"25-34","OG","FT","M",26
2001,"25-34","OG","FT","F",8.9
2001,"25-34","TH","LF","M",549.2
2001,"25-34","TH","LF","F",643.2
2001,"25-34","TH","FT","M",488.8
2001,"25-34","TH","FT","F",497
2001,"25-34","TH","PT","M",27.1
2001,"25-34","TH","PT","F",108
2001,"25-34","TH","UN","M",33.3
2001,"25-34","TH","UN","F",38.3
2001,"25-34","TH","UR","M",6.1
2001,"25-34","TH","UR","F",6
2001,"35-44","AS","LF","M",19.8
2001,"35-44","AS","FT","M",18.8
2001,"35-44","CA","LF","M",11.1
2001,"35-44","CA","FT","M",10
2001,"35-44","EL","LF","M",16
2001,"35-44","EL","LF","F",1.5
2001,"35-44","EL","FT","M",15.5
2001,"35-44","EI","LF","M",25.1
2001,"35-44","EI","LF","F",8.2
2001,"35-44","EI","FT","M",23.2
2001,"35-44","EI","FT","F",7.8
2001,"35-44","EF","LF","M",7.8
2001,"35-44","EF","FT","M",7
2001,"35-44","FS","LF","M",14.8
2001,"35-44","FS","LF","F",11.2
2001,"35-44","FS","FT","M",13.1
2001,"35-44","FS","FT","F",7.5
2001,"35-44","FS","PT","F",3.1
2001,"35-44","HE","LF","M",2
2001,"35-44","HE","LF","F",9.4
2001,"35-44","HE","FT","M",1.8
2001,"35-44","HE","FT","F",6.8
2001,"35-44","HE","PT","F",2.4
2001,"35-44","TH","LF","M",34.9
2001,"35-44","TH","FT","M",33.1
2001,"35-44","HE","LF","M",6.7
2001,"35-44","HE","FT","M",6.1
2001,"35-44","IF","LF","M",14.2
2001,"35-44","IF","FT","M",12.5
2001,"35-44","LH","LF","M",5.5
2001,"35-44","LH","FT","M",4.7
2001,"35-44","MA","LF","M",17.5
2001,"35-44","MA","LF","F",1.5
2001,"35-44","MA","FT","M",16.7
2001,"35-44","PP","LF","M",12.7
2001,"35-44","PP","LF","F",5.6
2001,"35-44","PP","FT","M",12.1
2001,"35-44","PP","FT","F",5.2
2001,"35-44","LH","LF","M",23.6
2001,"35-44","LH","FT","M",22.4
2001,"35-44","PP","LF","M",5.6
2001,"35-44","PP","FT","M",5.3
2001,"35-44","TH","LF","M",39.8
2001,"35-44","TH","LF","F",9.8
2001,"35-44","TH","FT","M",35.4
2001,"35-44","TH","FT","F",7.1
2001,"35-44","TH","PT","M",1.6
2001,"35-44","TH","PT","F",2.3
2001,"35-44","TH","UN","M",2.8
2001,"35-44","TH","UR","M",7
2001,"35-44","WE","LF","M",11.8
2001,"35-44","WE","FT","M",11.1
2001,"35-44","OG","LF","M",29.9
2001,"35-44","OG","LF","F",9.3
2001,"35-44","OG","FT","M",28.8
2001,"35-44","OG","FT","F",8.1
2001,"35-44","TH","LF","M",643.9
2001,"35-44","TH","LF","F",762.3
2001,"35-44","TH","FT","M",589.9
2001,"35-44","TH","FT","F",566.7
2001,"35-44","TH","PT","M",23.4
2001,"35-44","TH","PT","F",152
2001,"35-44","TH","UN","M",30.6
2001,"35-44","TH","UN","F",43.6
2001,"35-44","TH","UR","M",4.8
2001,"35-44","TH","UR","F",5.7
2001,"45-54","AS","LF","M",11.9
2001,"45-54","AS","FT","M",11
2001,"45-54","CA","LF","M",8.5
2001,"45-54","CA","FT","M",7.3
2001,"45-54","EL","LF","M",13.2
2001,"45-54","EL","LF","F",2.4
2001,"45-54","EL","FT","M",12.1
2001,"45-54","EL","FT","F",2.2
2001,"45-54","EI","LF","M",10.2
2001,"45-54","EI","LF","F",4.6
2001,"45-54","EI","FT","M",9.6
2001,"45-54","EI","FT","F",4.2
2001,"45-54","EF","LF","M",4.1
2001,"45-54","EF","FT","M",3.7
2001,"45-54","FS","LF","M",9.9
2001,"45-54","FS","LF","F",10
2001,"45-54","FS","FT","M",9.4
2001,"45-54","FS","FT","F",7.1
2001,"45-54","FS","PT","F",2.7
2001,"45-54","HE","LF","F",6.7
2001,"45-54","HE","FT","F",4.2
2001,"45-54","HE","PT","F",2.5
2001,"45-54","TH","LF","M",20
2001,"45-54","TH","FT","M",19.1
2001,"45-54","HE","LF","M",6.4
2001,"45-54","HE","FT","M",5.9
2001,"45-54","IF","LF","M",8
2001,"45-54","IF","FT","M",7.3
2001,"45-54","LH","LF","M",1.8
2001,"45-54","MA","LF","M",8.7
2001,"45-54","MA","FT","M",8.4
2001,"45-54","PP","LF","M",8.5
2001,"45-54","PP","LF","F",4.2
2001,"45-54","PP","FT","M",8
2001,"45-54","PP","FT","F",4.1
2001,"45-54","LH","LF","M",19.9
2001,"45-54","LH","FT","M",19.1
2001,"45-54","PP","LF","M",6.9
2001,"45-54","PP","FT","M",6.4
2001,"45-54","TH","LF","M",25.9
2001,"45-54","TH","LF","F",9.6
2001,"45-54","TH","FT","M",22.4
2001,"45-54","TH","FT","F",7.2
2001,"45-54","TH","PT","M",1.7
2001,"45-54","TH","PT","F",2.3
2001,"45-54","TH","UN","M",1.8
2001,"45-54","TH","UR","M",6.9
2001,"45-54","WE","LF","M",7.4
2001,"45-54","WE","FT","M",7
2001,"45-54","OG","LF","M",15.6
2001,"45-54","OG","LF","F",5.4
2001,"45-54","OG","FT","M",14.9
2001,"45-54","OG","FT","F",5.1
2001,"45-54","TH","LF","M",547.5
2001,"45-54","TH","LF","F",599.4
2001,"45-54","TH","FT","M",496.7
2001,"45-54","TH","FT","F",459.5
2001,"45-54","TH","PT","M",25.1
2001,"45-54","TH","PT","F",112.7
2001,"45-54","TH","UN","M",25.7
2001,"45-54","TH","UN","F",27.2
2001,"45-54","TH","UR","M",4.7
2001,"45-54","TH","UR","F",4.5
2001,"55-64","AS","LF","M",5.3
2001,"55-64","AS","FT","M",5.1
2001,"55-64","CA","LF","M",3.5
2001,"55-64","CA","FT","M",3.2
2001,"55-64","EL","LF","M",5.4
2001,"55-64","EL","FT","M",4.7
2001,"55-64","EI","LF","M",2.7
2001,"55-64","EI","FT","M",2.3
2001,"55-64","EF","LF","M",2.8
2001,"55-64","EF","FT","M",2.6
2001,"55-64","FS","LF","M",3.8
2001,"55-64","FS","LF","F",3.3
2001,"55-64","FS","FT","M",3
2001,"55-64","FS","FT","F",2.4
2001,"55-64","HE","LF","M",1.7
2001,"55-64","HE","LF","F",2.4
2001,"55-64","HE","FT","M",1.6
2001,"55-64","HE","FT","F",1.6
2001,"55-64","TH","LF","M",12.8
2001,"55-64","TH","FT","M",11.8
2001,"55-64","HE","LF","M",3.2
2001,"55-64","HE","FT","M",2.8
2001,"55-64","IF","LF","M",3.1
2001,"55-64","IF","FT","M",2.6
2001,"55-64","MA","LF","M",5.3
2001,"55-64","MA","FT","M",5.2
2001,"55-64","PP","LF","M",2.9
2001,"55-64","PP","FT","M",2.6
2001,"55-64","LH","LF","M",6.6
2001,"55-64","LH","FT","M",6.3
2001,"55-64","PP","LF","M",1.8
2001,"55-64","PP","FT","M",1.7
2001,"55-64","TH","LF","M",13.2
2001,"55-64","TH","LF","F",3.5
2001,"55-64","TH","FT","M",11.2
2001,"55-64","TH","FT","F",1.9
2001,"55-64","TH","PT","M",1.6
2001,"55-64","TH","PT","F",1.5
2001,"55-64","WE","LF","M",3.9
2001,"55-64","WE","FT","M",3.7
2001,"55-64","OG","LF","M",5.9
2001,"55-64","OG","FT","M",5.6
2001,"55-64","TH","LF","M",246.2
2001,"55-64","TH","LF","F",234.9
2001,"55-64","TH","FT","M",212.1
2001,"55-64","TH","FT","F",160.2
2001,"55-64","TH","PT","M",22.5
2001,"55-64","TH","PT","F",63.6
2001,"55-64","TH","UN","M",11.6
2001,"55-64","TH","UN","F",11.1
2001,"55-64","TH","UR","M",4.7
2001,"55-64","TH","UR","F",4.7
2001,"65+","TH","LF","M",2.2
2001,"65+","TH","LF","M",54.1
2001,"65+","TH","LF","F",31.3
2001,"65+","TH","FT","M",32.4
2001,"65+","TH","FT","F",10.6
2001,"65+","TH","PT","M",20.4
2001,"65+","TH","PT","F",19.8
2002,"15-24","AS","LF","M",13
2002,"15-24","AS","FT","M",10.8
2002,"15-24","CA","LF","M",5.1
2002,"15-24","CA","FT","M",3.9
2002,"15-24","EL","LF","M",5.4
2002,"15-24","EL","FT","M",5
2002,"15-24","EI","LF","M",11.8
2002,"15-24","EI","LF","F",1.8
2002,"15-24","EI","FT","M",8.7
2002,"15-24","EI","UN","M",1.9
2002,"15-24","EI","UR","M",16.1
2002,"15-24","EF","LF","M",4.4
2002,"15-24","EF","FT","M",3.1
2002,"15-24","FS","LF","M",24.3
2002,"15-24","FS","LF","F",12.1
2002,"15-24","FS","FT","M",9.9
2002,"15-24","FS","FT","F",4.2
2002,"15-24","FS","PT","M",12.5
2002,"15-24","FS","PT","F",7
2002,"15-24","FS","UN","M",1.9
2002,"15-24","FS","UR","M",7.8
2002,"15-24","HE","LF","F",7.6
2002,"15-24","HE","FT","F",5.6
2002,"15-24","HE","PT","F",1.6
2002,"15-24","TH","LF","M",4
2002,"15-24","TH","FT","M",3
2002,"15-24","HE","LF","M",2.3
2002,"15-24","HE","FT","M",2.2
2002,"15-24","IF","LF","M",5.9
2002,"15-24","IF","FT","M",4.1
2002,"15-24","LH","LF","M",10.6
2002,"15-24","LH","LF","F",1.7
2002,"15-24","LH","FT","M",5.9
2002,"15-24","LH","PT","M",2.3
2002,"15-24","LH","UN","M",2.4
2002,"15-24","LH","UR","M",22.6
2002,"15-24","MA","LF","M",7
2002,"15-24","MA","FT","M",6.2
2002,"15-24","PP","LF","M",5.4
2002,"15-24","PP","LF","F",2
2002,"15-24","PP","FT","M",4.9
2002,"15-24","PP","FT","F",1.8
2002,"15-24","LH","LF","M",4
2002,"15-24","LH","FT","M",3.6
2002,"15-24","PP","LF","M",3.9
2002,"15-24","PP","FT","M",3.6
2002,"15-24","TH","LF","M",45.3
2002,"15-24","TH","LF","F",5
2002,"15-24","TH","FT","M",27.3
2002,"15-24","TH","FT","F",2.8
2002,"15-24","TH","PT","M",10.3
2002,"15-24","TH","PT","F",1.6
2002,"15-24","TH","UN","M",7.7
2002,"15-24","TH","UR","M",17
2002,"15-24","WE","LF","M",4.2
2002,"15-24","WE","FT","M",4
2002,"15-24","OG","LF","M",9.3
2002,"15-24","OG","LF","F",3.1
2002,"15-24","OG","FT","M",7.8
2002,"15-24","OG","FT","F",2.7
2002,"15-24","TH","LF","M",381.2
2002,"15-24","TH","LF","F",481.2
2002,"15-24","TH","FT","M",161.2
2002,"15-24","TH","FT","F",183.7
2002,"15-24","TH","PT","M",154.2
2002,"15-24","TH","PT","F",239.2
2002,"15-24","TH","UN","M",65.8
2002,"15-24","TH","UN","F",58.3
2002,"15-24","TH","UR","M",17.3
2002,"15-24","TH","UR","F",12.1
2002,"25-34","AS","LF","M",19.2
2002,"25-34","AS","FT","M",18.7
2002,"25-34","CA","LF","M",7.3
2002,"25-34","CA","FT","M",6.1
2002,"25-34","EL","LF","M",10.4
2002,"25-34","EL","FT","M",9.5
2002,"25-34","EI","LF","M",21.6
2002,"25-34","EI","LF","F",5.7
2002,"25-34","EI","FT","M",19.8
2002,"25-34","EI","FT","F",5
2002,"25-34","EF","LF","M",7.9
2002,"25-34","EF","FT","M",6.4
2002,"25-34","FS","LF","M",14.9
2002,"25-34","FS","LF","F",8.1
2002,"25-34","FS","FT","M",12.6
2002,"25-34","FS","FT","F",5.8
2002,"25-34","FS","PT","F",1.7
2002,"25-34","HE","LF","F",10.5
2002,"25-34","HE","FT","F",7.5
2002,"25-34","HE","PT","F",3
2002,"25-34","TH","LF","M",27.5
2002,"25-34","TH","FT","M",25.3
2002,"25-34","TH","UN","M",1.6
2002,"25-34","TH","UR","M",5.8
2002,"25-34","HE","LF","M",5.3
2002,"25-34","HE","FT","M",4.8
2002,"25-34","IF","LF","M",9.9
2002,"25-34","IF","FT","M",8.4
2002,"25-34","LH","LF","M",4.4
2002,"25-34","LH","FT","M",3.9
2002,"25-34","MA","LF","M",12.3
2002,"25-34","MA","FT","M",11.9
2002,"25-34","PP","LF","M",12
2002,"25-34","PP","LF","F",4.6
2002,"25-34","PP","FT","M",11.2
2002,"25-34","PP","FT","F",4.3
2002,"25-34","LH","LF","M",10.9
2002,"25-34","LH","FT","M",9.8
2002,"25-34","PP","LF","M",4.6
2002,"25-34","PP","FT","M",4.4
2002,"25-34","TH","LF","M",33.1
2002,"25-34","TH","LF","F",5.5
2002,"25-34","TH","FT","M",26.2
2002,"25-34","TH","FT","F",4.5
2002,"25-34","TH","PT","M",2.5
2002,"25-34","TH","UN","M",4.4
2002,"25-34","TH","UR","M",13.3
2002,"25-34","WE","LF","M",9.4
2002,"25-34","WE","FT","M",8.8
2002,"25-34","OG","LF","M",21.3
2002,"25-34","OG","LF","F",7.2
2002,"25-34","OG","FT","M",19.9
2002,"25-34","OG","FT","F",6.5
2002,"25-34","TH","LF","M",548.6
2002,"25-34","TH","LF","F",640.5
2002,"25-34","TH","FT","M",474
2002,"25-34","TH","FT","F",495.9
2002,"25-34","TH","PT","M",29.8
2002,"25-34","TH","PT","F",100.9
2002,"25-34","TH","UN","M",44.9
2002,"25-34","TH","UN","F",43.8
2002,"25-34","TH","UR","M",8.2
2002,"25-34","TH","UR","F",6.8
2002,"35-44","AS","LF","M",22.1
2002,"35-44","AS","FT","M",21
2002,"35-44","CA","LF","M",11.2
2002,"35-44","CA","FT","M",10
2002,"35-44","EL","LF","M",18.5
2002,"35-44","EL","FT","M",17.6
2002,"35-44","EI","LF","M",25.7
2002,"35-44","EI","LF","F",8.3
2002,"35-44","EI","FT","M",23.5
2002,"35-44","EI","FT","F",7.4
2002,"35-44","EF","LF","M",5.9
2002,"35-44","EF","FT","M",4.8
2002,"35-44","FS","LF","M",14.6
2002,"35-44","FS","LF","F",13
2002,"35-44","FS","FT","M",12.5
2002,"35-44","FS","FT","F",9.2
2002,"35-44","FS","PT","F",3
2002,"35-44","HE","LF","F",11.6
2002,"35-44","HE","FT","F",6.9
2002,"35-44","HE","PT","F",4.5
2002,"35-44","TH","LF","M",41.6
2002,"35-44","TH","LF","F",1.7
2002,"35-44","TH","FT","M",38.1
2002,"35-44","TH","UN","M",2.2
2002,"35-44","TH","UR","M",5.3
2002,"35-44","HE","LF","M",9.7
2002,"35-44","HE","FT","M",8.5
2002,"35-44","IF","LF","M",12.5
2002,"35-44","IF","FT","M",11.1
2002,"35-44","LH","LF","M",3.5
2002,"35-44","LH","FT","M",2.9
2002,"35-44","MA","LF","M",15.6
2002,"35-44","MA","FT","M",15.2
2002,"35-44","PP","LF","M",13.6
2002,"35-44","PP","LF","F",7.4
2002,"35-44","PP","FT","M",12.6
2002,"35-44","PP","FT","F",6.2
2002,"35-44","LH","LF","M",24.9
2002,"35-44","LH","FT","M",23.7
2002,"35-44","PP","LF","M",5.9
2002,"35-44","PP","FT","M",5.3
2002,"35-44","TH","LF","M",36.9
2002,"35-44","TH","LF","F",10.6
2002,"35-44","TH","FT","M",32.7
2002,"35-44","TH","FT","F",7.9
2002,"35-44","TH","PT","M",1.7
2002,"35-44","TH","UN","M",2.5
2002,"35-44","TH","UR","M",6.8
2002,"35-44","WE","LF","M",9.6
2002,"35-44","WE","FT","M",9
2002,"35-44","OG","LF","M",25.7
2002,"35-44","OG","LF","F",8.8
2002,"35-44","OG","FT","M",24.9
2002,"35-44","OG","FT","F",7.8
2002,"35-44","TH","LF","M",651.3
2002,"35-44","TH","LF","F",771
2002,"35-44","TH","FT","M",592.4
2002,"35-44","TH","FT","F",568.5
2002,"35-44","TH","PT","M",23.2
2002,"35-44","TH","PT","F",155
2002,"35-44","TH","UN","M",35.7
2002,"35-44","TH","UN","F",47.5
2002,"35-44","TH","UR","M",5.5
2002,"35-44","TH","UR","F",6.2
2002,"45-54","AS","LF","M",11.4
2002,"45-54","AS","FT","M",10.8
2002,"45-54","CA","LF","M",5.7
2002,"45-54","CA","FT","M",5.3
2002,"45-54","EL","LF","M",13.7
2002,"45-54","EL","LF","F",2.4
2002,"45-54","EL","FT","M",12.9
2002,"45-54","EL","FT","F",2.3
2002,"45-54","EI","LF","M",15.3
2002,"45-54","EI","LF","F",7.4
2002,"45-54","EI","FT","M",13.9
2002,"45-54","EI","FT","F",6.7
2002,"45-54","EF","LF","M",3
2002,"45-54","EF","FT","M",2.5
2002,"45-54","FS","LF","M",10.2
2002,"45-54","FS","LF","F",10.1
2002,"45-54","FS","FT","M",8.9
2002,"45-54","FS","FT","F",7.4
2002,"45-54","FS","PT","F",2.3
2002,"45-54","HE","LF","F",5.6
2002,"45-54","HE","FT","F",3.4
2002,"45-54","HE","PT","F",2.2
2002,"45-54","TH","LF","M",25.8
2002,"45-54","TH","FT","M",23.7
2002,"45-54","HE","LF","M",6.2
2002,"45-54","HE","FT","M",5.8
2002,"45-54","IF","LF","M",7.5
2002,"45-54","IF","FT","M",6.7
2002,"45-54","LH","LF","M",2.6
2002,"45-54","LH","FT","M",2.3
2002,"45-54","MA","LF","M",9.7
2002,"45-54","MA","FT","M",9.4
2002,"45-54","PP","LF","M",9
2002,"45-54","PP","LF","F",3.6
2002,"45-54","PP","FT","M",8.2
2002,"45-54","PP","FT","F",3.4
2002,"45-54","LH","LF","M",19.2
2002,"45-54","LH","FT","M",18.6
2002,"45-54","PP","LF","M",5.4
2002,"45-54","PP","FT","M",4.9
2002,"45-54","TH","LF","M",29.8
2002,"45-54","TH","LF","F",9.3
2002,"45-54","TH","FT","M",25.9
2002,"45-54","TH","FT","F",6.2
2002,"45-54","TH","PT","M",2.3
2002,"45-54","TH","PT","F",2.3
2002,"45-54","TH","UN","M",1.6
2002,"45-54","TH","UR","M",5.4
2002,"45-54","WE","LF","M",8.8
2002,"45-54","WE","FT","M",7.5
2002,"45-54","OG","LF","M",18.5
2002,"45-54","OG","LF","F",5.3
2002,"45-54","OG","FT","M",17.5
2002,"45-54","OG","FT","F",4.6
2002,"45-54","TH","LF","M",551.9
2002,"45-54","TH","LF","F",635.2
2002,"45-54","TH","FT","M",503.5
2002,"45-54","TH","FT","F",481.2
2002,"45-54","TH","PT","M",23.1
2002,"45-54","TH","PT","F",124.4
2002,"45-54","TH","UN","M",25.4
2002,"45-54","TH","UN","F",29.5
2002,"45-54","TH","UR","M",4.6
2002,"45-54","TH","UR","F",4.6
2002,"55-64","AS","LF","M",4.6
2002,"55-64","AS","FT","M",4.1
2002,"55-64","CA","LF","M",3.6
2002,"55-64","CA","FT","M",3
2002,"55-64","EL","LF","M",4
2002,"55-64","EL","FT","M",3.6
2002,"55-64","EI","LF","M",2.7
2002,"55-64","EI","LF","F",2
2002,"55-64","EI","FT","M",2
2002,"55-64","EI","FT","F",2
2002,"55-64","EF","LF","M",2
2002,"55-64","EF","FT","M",1.9
2002,"55-64","FS","LF","M",5.2
2002,"55-64","FS","LF","F",5.6
2002,"55-64","FS","FT","M",4.6
2002,"55-64","FS","FT","F",3.4
2002,"55-64","FS","PT","F",1.9
2002,"55-64","HE","LF","M",2.2
2002,"55-64","HE","LF","F",2.8
2002,"55-64","HE","FT","M",2.2
2002,"55-64","HE","PT","F",1.6
2002,"55-64","TH","LF","M",15.2
2002,"55-64","TH","FT","M",13.7
2002,"55-64","HE","LF","M",4.2
2002,"55-64","HE","FT","M",3.7
2002,"55-64","IF","LF","M",4.8
2002,"55-64","IF","FT","M",3.9
2002,"55-64","MA","LF","M",4.9
2002,"55-64","MA","FT","M",4.7
2002,"55-64","PP","LF","M",5.1
2002,"55-64","PP","FT","M",5
2002,"55-64","LH","LF","M",6.1
2002,"55-64","LH","FT","M",5.6
2002,"55-64","PP","LF","M",1.6
2002,"55-64","TH","LF","M",17.1
2002,"55-64","TH","LF","F",5.5
2002,"55-64","TH","FT","M",14.8
2002,"55-64","TH","FT","F",4
2002,"55-64","TH","PT","M",1.8
2002,"55-64","WE","LF","M",3.2
2002,"55-64","WE","FT","M",2.9
2002,"55-64","OG","LF","M",7.1
2002,"55-64","OG","FT","M",6.7
2002,"55-64","TH","LF","M",268.8
2002,"55-64","TH","LF","F",246.2
2002,"55-64","TH","FT","M",223.5
2002,"55-64","TH","FT","F",164.3
2002,"55-64","TH","PT","M",30.8
2002,"55-64","TH","PT","F",69
2002,"55-64","TH","UN","M",14.5
2002,"55-64","TH","UN","F",12.9
2002,"55-64","TH","UR","M",5.4
2002,"55-64","TH","UR","F",5.2
2002,"65+","TH","LF","M",2.5
2002,"65+","TH","LF","M",60.7
2002,"65+","TH","LF","F",34.9
2002,"65+","TH","FT","M",37.5
2002,"65+","TH","FT","F",11.1
2002,"65+","TH","PT","M",21.7
2002,"65+","TH","PT","F",22.9
2003,"15-24","AS","LF","M",13.2
2003,"15-24","AS","FT","M",11.1
2003,"15-24","CA","LF","M",6.3
2003,"15-24","CA","FT","M",5.2
2003,"15-24","EL","LF","M",6.2
2003,"15-24","EL","FT","M",5.3
2003,"15-24","EI","LF","M",7.9
2003,"15-24","EI","LF","F",2.2
2003,"15-24","EI","FT","M",6.3
2003,"15-24","EI","FT","F",1.7
2003,"15-24","EF","LF","M",3.1
2003,"15-24","EF","FT","M",2.3
2003,"15-24","FS","LF","M",28.3
2003,"15-24","FS","LF","F",15
2003,"15-24","FS","FT","M",11.1
2003,"15-24","FS","FT","F",5.4
2003,"15-24","FS","PT","M",13.9
2003,"15-24","FS","PT","F",8.2
2003,"15-24","FS","UN","M",3.3
2003,"15-24","FS","UR","M",11.7
2003,"15-24","HE","LF","F",6.7
2003,"15-24","HE","FT","F",4.9
2003,"15-24","HE","PT","F",1.5
2003,"15-24","TH","LF","M",5.5
2003,"15-24","TH","FT","M",4.5
2003,"15-24","HE","LF","M",2.1
2003,"15-24","HE","FT","M",1.9
2003,"15-24","IF","LF","M",6
2003,"15-24","IF","FT","M",5
2003,"15-24","LH","LF","M",10.7
2003,"15-24","LH","LF","F",2
2003,"15-24","LH","FT","M",6.8
2003,"15-24","LH","PT","M",2
2003,"15-24","LH","UN","M",1.9
2003,"15-24","LH","UR","M",17.8
2003,"15-24","MA","LF","M",6.9
2003,"15-24","MA","FT","M",6.4
2003,"15-24","PP","LF","M",3.9
2003,"15-24","PP","LF","F",2.8
2003,"15-24","PP","FT","M",2.9
2003,"15-24","PP","FT","F",2.2
2003,"15-24","LH","LF","M",4.2
2003,"15-24","LH","FT","M",3.9
2003,"15-24","PP","LF","M",3.6
2003,"15-24","PP","FT","M",3.4
2003,"15-24","TH","LF","M",50.4
2003,"15-24","TH","LF","F",4.9
2003,"15-24","TH","FT","M",28.8
2003,"15-24","TH","FT","F",2
2003,"15-24","TH","PT","M",12.2
2003,"15-24","TH","PT","F",2.1
2003,"15-24","TH","UN","M",9.4
2003,"15-24","TH","UR","M",18.7
2003,"15-24","WE","LF","M",3.2
2003,"15-24","WE","FT","M",3
2003,"15-24","OG","LF","M",7.8
2003,"15-24","OG","LF","F",4.3
2003,"15-24","OG","FT","M",6.2
2003,"15-24","OG","FT","F",3.4
2003,"15-24","TH","LF","M",395.4
2003,"15-24","TH","LF","F",487.7
2003,"15-24","TH","FT","M",168.5
2003,"15-24","TH","FT","F",180
2003,"15-24","TH","PT","M",157.4
2003,"15-24","TH","PT","F",244.4
2003,"15-24","TH","UN","M",69.5
2003,"15-24","TH","UN","F",63.2
2003,"15-24","TH","UR","M",17.6
2003,"15-24","TH","UR","F",13
