"Program","Year","Schedule","Period","University","N-Surveys","N-Employed","%-Employed"
"HUM",2010,"All",6,"BRO",,,.876288659793814
"HUM",2010,"All",24,"BRO",,,.87719298245614
"HUM",2010,"All","All","CAR",182,,
"HUM",2010,"All",6,"CAR",,,.881944444444444
"HUM",2010,"All",24,"CAR",,,.92258064516129
"HUM",2010,"All","All","GUE",136,,
"HUM",2010,"All",6,"GUE",,,.897959183673469
"HUM",2010,"All",24,"GUE",,,.925
"HUM",2010,"All","All","LAK",43,,
"HUM",2010,"All",6,"LAK",,,.823529411764706
"HUM",2010,"All",24,"LAK",,,.944444444444444
"HUM",2010,"All","All","LAU",84,,
"HUM",2010,"All",6,"LAU",,,.882352941176471
"HUM",2010,"All",24,"LAU",,,.927536231884058
"HUM",2010,"All","All","MCM",180,,
"HUM",2010,"All",6,"MCM",,,.916030534351145
"HUM",2010,"All",24,"MCM",,,.918238993710692
"HUM",2010,"All","All","NIP",40,,
"HUM",2010,"All",6,"NIP",,,.964285714285714
"HUM",2010,"All",24,"NIP",,,.891891891891892
"HUM",2010,"All","All","OTT",258,,
"HUM",2010,"All",6,"OTT",,,.908653846153846
"HUM",2010,"All",24,"OTT",,,.898678414096916
"HUM",2010,"All","All","QUE",148,,
"HUM",2010,"All",6,"QUE",,,.882352941176471
"HUM",2010,"All",24,"QUE",,,.934959349593496
"HUM",2010,"All","All","RYE",46,,
"HUM",2010,"All",6,"RYE",,,.909090909090909
"HUM",2010,"All",24,"RYE",,,.883720930232558
"HUM",2010,"All","All","TOR",495,,
"HUM",2010,"All",6,"TOR",,,.825974025974026
"HUM",2010,"All",24,"TOR",,,.875621890547264
"HUM",2010,"All","All","TRE",95,,
"HUM",2010,"All",6,"TRE",,,.902777777777778
"HUM",2010,"All",24,"TRE",,,.925925925925926
"HUM",2010,"All","All","WAT",123,,
"HUM",2010,"All",6,"WAT",,,.909090909090909
"HUM",2010,"All",24,"WAT",,,.903846153846154
"HUM",2010,"All","All","WES",240,,
"HUM",2010,"All",6,"WES",,,.871508379888268
"HUM",2010,"All",24,"WES",,,.873170731707317
"HUM",2010,"All","All","WLA",206,,
"HUM",2010,"All",6,"WLA",,,.926829268292683
"HUM",2010,"All",24,"WLA",,,.921052631578947
"HUM",2010,"All","All","WIN",88,,
"HUM",2010,"All",6,"WIN",,,.863636363636364
"HUM",2010,"All",24,"WIN",,,.9
"HUM",2010,"All","All","YOR",329,,
"HUM",2010,"All",6,"YOR",,,.86328125
"HUM",2010,"All",24,"YOR",,,.909420289855073
"HUM",2010,"FT",6,"All",,1288,.592183908045977
"HUM",2010,"PT",6,"All",,621,.28551724137931
"HUM",2010,"FT",24,"All",,1648,.677074774034511
"HUM",2010,"PT",24,"All",,543,.223089564502876
"JOU",2010,"All","All","CAR",43,,
"JOU",2010,"All",6,"CAR",,,.926829268292683
"JOU",2010,"All",24,"CAR",,,.948717948717949
"JOU",2010,"All","All","RYE",48,,
"JOU",2010,"All",6,"RYE",,,.954545454545455
"JOU",2010,"All",24,"RYE",,,.955555555555556
"JOU",2010,"FT",6,"All",,73,.737373737373737
"JOU",2010,"PT",6,"All",,19,.191919191919192
"JOU",2010,"FT",24,"All",,81,.826530612244898
"JOU",2010,"PT",24,"All",,12,.122448979591837
"KRP",2010,"All","All","BRO",115,,
"KRP",2010,"All",6,"BRO",,,.862068965517241
"KRP",2010,"All",24,"BRO",,,.938144329896907
"KRP",2010,"All","All","GUE",77,,
"KRP",2010,"All",6,"GUE",,,.837837837837838
"KRP",2010,"All",24,"GUE",,,.955555555555556
"KRP",2010,"All","All","LAK",45,,
"KRP",2010,"All",6,"LAK",,,.972222222222222
"KRP",2010,"All",24,"LAK",,,.918918918918919
"KRP",2010,"All","All","LAU",35,,
"KRP",2010,"All",6,"LAU",,,.933333333333333
"KRP",2010,"All",24,"LAU",,,.96969696969697
"KRP",2010,"All","All","MCM",103,,
"KRP",2010,"All",6,"MCM",,,.919354838709677
"KRP",2010,"All",24,"MCM",,,.867647058823529
"KRP",2010,"All","All","OTT",80,,
"KRP",2010,"All",6,"OTT",,,.934426229508197
"KRP",2010,"All",24,"OTT",,,.914285714285714
"KRP",2010,"All","All","QUE",26,,
"KRP",2010,"All",6,"QUE",,,.833333333333333
"KRP",2010,"All",24,"QUE",,,.769230769230769
"KRP",2010,"All","All","TOR",49,,
"KRP",2010,"All",6,"TOR",,,.972222222222222
"KRP",2010,"All",24,"TOR",,,.921052631578947
"KRP",2010,"All","All","WAT",128,,
"KRP",2010,"All",6,"WAT",,,.861702127659574
"KRP",2010,"All",24,"WAT",,,.902173913043478
"KRP",2010,"All","All","WES",86,,
"KRP",2010,"All",6,"WES",,,.903846153846154
"KRP",2010,"All",24,"WES",,,.962264150943396
"KRP",2010,"All","All","WLA",68,,
"KRP",2010,"All",6,"WLA",,,.916666666666667
"KRP",2010,"All",24,"WLA",,,.955555555555556
"KRP",2010,"All","All","WIN",44,,
"KRP",2010,"All",6,"WIN",,,.933333333333333
"KRP",2010,"All",24,"WIN",,,.914285714285714
"KRP",2010,"All","All","YOR",116,,
"KRP",2010,"All",6,"YOR",,,.911392405063291
"KRP",2010,"All",24,"YOR",,,.878048780487805
"KRP",2010,"FT",6,"All",,401,.615030674846626
"KRP",2010,"PT",6,"All",,185,.283742331288344
"KRP",2010,"FT",24,"All",,491,.693502824858757
"KRP",2010,"PT",24,"All",,157,.221751412429379
"LAW",2010,"All","All","OTT",166,,
"LAW",2010,"All",6,"OTT",,,.923076923076923
"LAW",2010,"All",24,"OTT",,,.927152317880795
"LAW",2010,"All","All","QUE",85,,
"LAW",2010,"All",6,"QUE",,,.929577464788732
"LAW",2010,"All",24,"QUE",,,.956521739130435
"LAW",2010,"All","All","TOR",94,,
"LAW",2010,"All",6,"TOR",,,.913978494623656
"LAW",2010,"All",24,"TOR",,,.944444444444444
"LAW",2010,"All","All","WAT",28,,
"LAW",2010,"All",6,"WAT",,,.909090909090909
"LAW",2010,"All",24,"WAT",,,.904761904761905
"LAW",2010,"All","All","WES",46,,
"LAW",2010,"All",6,"WES",,,.933333333333333
"LAW",2010,"All",24,"WES",,,1
"LAW",2010,"All","All","WIN",49,,
"LAW",2010,"All",6,"WIN",,,.958333333333333
"LAW",2010,"All",24,"WIN",,,1
"LAW",2010,"All","All","YOR",103,,
"LAW",2010,"All",6,"YOR",,,.95049504950495
"LAW",2010,"All",24,"YOR",,,.893203883495146
"LAW",2010,"FT",6,"All",,455,.869980879541109
"LAW",2010,"PT",6,"All",,31,5.92734225621415E-02
"LAW",2010,"FT",24,"All",,467,.884469696969697
"LAW",2010,"PT",24,"All",,24,4.54545454545455E-02
"MAT",2010,"All","All","CAR",18,,
"MAT",2010,"All",6,"CAR",,,.8
"MAT",2010,"All",24,"CAR",,,.888888888888889
"MAT",2010,"All","All","GUE",12,,
"MAT",2010,"All",6,"GUE",,,1
"MAT",2010,"All",24,"GUE",,,1
"MAT",2010,"All","All","MCM",25,,
"MAT",2010,"All",6,"MCM",,,.8125
"MAT",2010,"All",24,"MCM",,,.85
"MAT",2010,"All","All","OTT",12,,
"MAT",2010,"All",6,"OTT",,,1
"MAT",2010,"All",24,"OTT",,,1
"MAT",2010,"All","All","QUE",26,,
"MAT",2010,"All",6,"QUE",,,.8
"MAT",2010,"All",24,"QUE",,,.875
"MAT",2010,"All","All","TOR",64,,
"MAT",2010,"All",6,"TOR",,,.74468085106383
"MAT",2010,"All",24,"TOR",,,.92156862745098
"MAT",2010,"All","All","WAT",186,,
"MAT",2010,"All",6,"WAT",,,.8
"MAT",2010,"All",24,"WAT",,,.920731707317073
"MAT",2010,"All","All","WES",17,,
"MAT",2010,"All",6,"WES",,,.875
"MAT",2010,"All",24,"WES",,,1
"MAT",2010,"All","All","YOR",19,,
"MAT",2010,"All",6,"YOR",,,.615384615384615
"MAT",2010,"All",24,"YOR",,,.823529411764706
"MAT",2010,"FT",6,"All",,228,.705882352941177
"MAT",2010,"PT",6,"All",,36,.111455108359133
"MAT",2010,"FT",24,"All",,293,.816155988857939
"MAT",2010,"PT",24,"All",,38,.105849582172702
"MED",2010,"All","All","LAU",16,,
"MED",2010,"All",6,"LAU",,,1
"MED",2010,"All",24,"LAU",,,1
"MED",2010,"All","All","MCM",61,,
"MED",2010,"All",6,"MCM",,,1
"MED",2010,"All",24,"MCM",,,.982142857142857
"MED",2010,"All","All","QUE",16,,
"MED",2010,"All",6,"QUE",,,.727272727272727
"MED",2010,"All",24,"QUE",,,.928571428571429
"MED",2010,"All","All","TOR",75,,
"MED",2010,"All",6,"TOR",,,.984126984126984
"MED",2010,"All",24,"TOR",,,1
"MED",2010,"All","All","WES",32,,
"MED",2010,"All",6,"WES",,,1
"MED",2010,"All",24,"WES",,,1
"MED",2010,"FT",6,"All",,165,.953757225433526
"MED",2010,"FT",24,"All",,171,.966101694915254
"NUR",2010,"All","All","BRO",32,,
"NUR",2010,"All",6,"BRO",,,.9375
"NUR",2010,"All",24,"BRO",,,.9375
"NUR",2010,"All","All","LAK",48,,
"NUR",2010,"All",6,"LAK",,,.956521739130435
"NUR",2010,"All",24,"LAK",,,.978723404255319
"NUR",2010,"All","All","LAU",67,,
"NUR",2010,"All",6,"LAU",,,.984375
"NUR",2010,"All",24,"LAU",,,1
"NUR",2010,"All","All","MCM",147,,
"NUR",2010,"All",6,"MCM",,,.922535211267606
"NUR",2010,"All",24,"MCM",,,.97887323943662
"NUR",2010,"All","All","NIP",21,,
"NUR",2010,"All",6,"NIP",,,1
"NUR",2010,"All",24,"NIP",,,1
"NUR",2010,"All","All","OTT",140,,
"NUR",2010,"All",6,"OTT",,,.964028776978417
"NUR",2010,"All",24,"OTT",,,.985611510791367
"NUR",2010,"All","All","QUE",35,,
"NUR",2010,"All",6,"QUE",,,.888888888888889
"NUR",2010,"All",24,"QUE",,,.884615384615385
"NUR",2010,"All","All","RYE",238,,
"NUR",2010,"All",6,"RYE",,,.836909871244635
"NUR",2010,"All",24,"RYE",,,.977973568281938
"NUR",2010,"All","All","TOR",49,,
"NUR",2010,"All",6,"TOR",,,.936170212765957
"NUR",2010,"All",24,"TOR",,,1
"NUR",2010,"All","All","TRE",26,,
"NUR",2010,"All",6,"TRE",,,.961538461538462
"NUR",2010,"All",24,"TRE",,,.92
"NUR",2010,"All","All","UOI",33,,
"NUR",2010,"All",6,"UOI",,,.90625
"NUR",2010,"All",24,"UOI",,,1
"NUR",2010,"All","All","WES",96,,
"NUR",2010,"All",6,"WES",,,.923076923076923
"NUR",2010,"All",24,"WES",,,.989130434782609
"NUR",2010,"All","All","WIN",66,,
"NUR",2010,"All",6,"WIN",,,.854838709677419
"NUR",2010,"All",24,"WIN",,,.984848484848485
"NUR",2010,"All","All","YOR",115,,
"NUR",2010,"All",6,"YOR",,,.8
"NUR",2010,"All",24,"YOR",,,.944954128440367
"NUR",2010,"FT",6,"All",,777,.734404536862004
"NUR",2010,"PT",6,"All",,175,.165406427221172
"NUR",2010,"FT",24,"All",,868,.810457516339869
"NUR",2010,"PT",24,"All",,170,.158730158730159
"OPT",2010,"All","All","WAT",32,,
"OPT",2010,"All",6,"WAT",,,1
"OPT",2010,"All",24,"WAT",,,1
"OPT",2010,"FT",6,"All",,26,.8125
"OPT",2010,"FT",24,"All",,28,.875
"OAS",2010,"All","All","BRO",18,,
"OAS",2010,"All",6,"BRO",,,.928571428571429
"OAS",2010,"All",24,"BRO",,,.933333333333333
"OAS",2010,"All","All","CAR",134,,
"OAS",2010,"All",6,"CAR",,,.722772277227723
"OAS",2010,"All",24,"CAR",,,.847619047619048
"OAS",2010,"All","All","GUE",66,,
"OAS",2010,"All",6,"GUE",,,.956521739130435
"OAS",2010,"All",24,"GUE",,,.933333333333333
"OAS",2010,"All","All","LAK",20,,
"OAS",2010,"All",6,"LAK",,,.933333333333333
"OAS",2010,"All",24,"LAK",,,.823529411764706
"OAS",2010,"All","All","MCM",102,,
"OAS",2010,"All",6,"MCM",,,.87037037037037
"OAS",2010,"All",24,"MCM",,,.92156862745098
"OAS",2010,"All","All","NIP",17,,
"OAS",2010,"All",6,"NIP",,,.933333333333333
"OAS",2010,"All",24,"NIP",,,.9375
"OAS",2010,"All","All","OTT",147,,
"OAS",2010,"All",6,"OTT",,,.879032258064516
"OAS",2010,"All",24,"OTT",,,.96031746031746
"OAS",2010,"All","All","TOR",105,,
"OAS",2010,"All",6,"TOR",,,.847058823529412
"OAS",2010,"All",24,"TOR",,,.908045977011494
"OAS",2010,"All","All","WAT",161,,
"OAS",2010,"All",6,"WAT",,,.890756302521008
"OAS",2010,"All",24,"WAT",,,.901639344262295
"OAS",2010,"All","All","WES",21,,
"OAS",2010,"All",6,"WES",,,.882352941176471
"OAS",2010,"All",24,"WES",,,1
"OAS",2010,"All","All","WLA",56,,
"OAS",2010,"All",6,"WLA",,,.86046511627907
"OAS",2010,"All",24,"WLA",,,.897959183673469
"OAS",2010,"All","All","WIN",27,,
"OAS",2010,"All",6,"WIN",,,.8
"OAS",2010,"All",24,"WIN",,,.833333333333333
"OAS",2010,"All","All","YOR",13,,
"OAS",2010,"All",6,"YOR",,,.909090909090909
"OAS",2010,"All",24,"YOR",,,.9
"OAS",2010,"FT",6,"All",,441,.659192825112108
"OAS",2010,"PT",6,"All",,130,.194319880418535
"OAS",2010,"FT",24,"All",,514,.737446197991392
"OAS",2010,"PT",24,"All",,118,.169296987087518
"PHA",2010,"All","All","TOR",99,,
"PHA",2010,"All",6,"TOR",,,.978494623655914
"PHA",2010,"All",24,"TOR",,,1
"PHA",2010,"FT",6,"All",,83,.89247311827957
"PHA",2010,"FT",24,"All",,83,.873684210526316
"PHA",2010,"PT",24,"All",,12,.126315789473684
"PSC",2010,"All","All","GUE",28,,
"PSC",2010,"All",6,"GUE",,,.947368421052632
"PSC",2010,"All",24,"GUE",,,.944444444444444
"PSC",2010,"All","All","LAK",11,,
"PSC",2010,"All",6,"LAK",,,1
"PSC",2010,"All",24,"LAK",,,.888888888888889
"PSC",2010,"All","All","LAU",12,,
"PSC",2010,"All",6,"LAU",,,.833333333333333
"PSC",2010,"All",24,"LAU",,,.857142857142857
"PSC",2010,"All","All","MCM",37,,
"PSC",2010,"All",6,"MCM",,,.916666666666667
"PSC",2010,"All",24,"MCM",,,.76
"PSC",2010,"All","All","OTT",28,,
"PSC",2010,"All",6,"OTT",,,.842105263157895
"PSC",2010,"All",24,"OTT",,,.944444444444444
"PSC",2010,"All","All","QUE",32,,
"PSC",2010,"All",6,"QUE",,,1
"PSC",2010,"All",24,"QUE",,,.909090909090909
"PSC",2010,"All","All","RYE",38,,
"PSC",2010,"All",6,"RYE",,,.476190476190476
"PSC",2010,"All",24,"RYE",,,.80952380952381
"PSC",2010,"All","All","TOR",54,,
"PSC",2010,"All",6,"TOR",,,.685714285714286
"PSC",2010,"All",24,"TOR",,,.948717948717949
"PSC",2010,"All","All","TRE",12,,
"PSC",2010,"All",6,"TRE",,,.8
"PSC",2010,"All",24,"TRE",,,.818181818181818
"PSC",2010,"All","All","UOI",10,,
"PSC",2010,"All",6,"UOI",,,1
"PSC",2010,"All",24,"UOI",,,.888888888888889
"PSC",2010,"All","All","WAT",34,,
"PSC",2010,"All",6,"WAT",,,.842105263157895
"PSC",2010,"All",24,"WAT",,,.88
"PSC",2010,"All","All","WES",31,,
"PSC",2010,"All",6,"WES",,,.916666666666667
"PSC",2010,"All",24,"WES",,,.933333333333333
"PSC",2010,"All","All","WLA",14,,
"PSC",2010,"All",6,"WLA",,,.75
"PSC",2010,"All",24,"WLA",,,1
"PSC",2010,"All","All","WIN",10,,
"PSC",2010,"All",6,"WIN",,,.8
"PSC",2010,"All",24,"WIN",,,1
"PSC",2010,"All","All","YOR",28,,
"PSC",2010,"All",6,"YOR",,,.882352941176471
"PSC",2010,"All",24,"YOR",,,.875
"PSC",2010,"FT",6,"All",,157,.670940170940171
"PSC",2010,"PT",6,"All",,38,.162393162393162
"PSC",2010,"FT",24,"All",,199,.753787878787879
"PSC",2010,"PT",24,"All",,36,.136363636363636
"SSC",2010,"All","All","ALG",34,,
"SSC",2010,"All",6,"ALG",,,.833333333333333
"SSC",2010,"All",24,"ALG",,,.8125
"SSC",2010,"All","All","BRO",200,,
"SSC",2010,"All",6,"BRO",,,.881944444444444
"SSC",2010,"All",24,"BRO",,,.895953757225434
"SSC",2010,"All","All","CAR",463,,
"SSC",2010,"All",6,"CAR",,,.853333333333333
"SSC",2010,"All",24,"CAR",,,.895140664961637
"SSC",2010,"All","All","GUE",272,,
"SSC",2010,"All",6,"GUE",,,.824074074074074
"SSC",2010,"All",24,"GUE",,,.933628318584071
"SSC",2010,"All","All","LAK",125,,
"SSC",2010,"All",6,"LAK",,,.910891089108911
"SSC",2010,"All",24,"LAK",,,.962962962962963
"SSC",2010,"All","All","LAU",188,,
"SSC",2010,"All",6,"LAU",,,.902255639097744
"SSC",2010,"All",24,"LAU",,,.885350318471338
"SSC",2010,"All","All","MCM",327,,
"SSC",2010,"All",6,"MCM",,,.880478087649402
"SSC",2010,"All",24,"MCM",,,.927756653992395
"SSC",2010,"All","All","NIP",76,,
"SSC",2010,"All",6,"NIP",,,.915254237288136
"SSC",2010,"All",24,"NIP",,,.929577464788732
"SSC",2010,"All","All","OTT",434,,
"SSC",2010,"All",6,"OTT",,,.859943977591036
"SSC",2010,"All",24,"OTT",,,.904069767441861
"SSC",2010,"All","All","QUE",282,,
"SSC",2010,"All",6,"QUE",,,.878453038674033
"SSC",2010,"All",24,"QUE",,,.916666666666667
"SSC",2010,"All","All","RYE",301,,
"SSC",2010,"All",6,"RYE",,,.866666666666667
"SSC",2010,"All",24,"RYE",,,.911439114391144
"SSC",2010,"All","All","TOR",784,,
"SSC",2010,"All",6,"TOR",,,.775
"SSC",2010,"All",24,"TOR",,,.86744966442953
"SSC",2010,"All","All","TRE",152,,
"SSC",2010,"All",6,"TRE",,,.88695652173913
"SSC",2010,"All",24,"TRE",,,.92741935483871
"SSC",2010,"All","All","UOI",49,,
"SSC",2010,"All",6,"UOI",,,.761904761904762
"SSC",2010,"All",24,"UOI",,,.837209302325581
"SSC",2010,"All","All","WAT",357,,
"SSC",2010,"All",6,"WAT",,,.821678321678322
"SSC",2010,"All",24,"WAT",,,.909395973154362
"SSC",2010,"All","All","WES",322,,
"SSC",2010,"All",6,"WES",,,.834782608695652
"SSC",2010,"All",24,"WES",,,.918518518518519
"SSC",2010,"All","All","WLA",382,,
"SSC",2010,"All",6,"WLA",,,.851485148514851
"SSC",2010,"All",24,"WLA",,,.907462686567164
"SSC",2010,"All","All","WIN",177,,
"SSC",2010,"All",6,"WIN",,,.824817518248175
"SSC",2010,"All",24,"WIN",,,.87012987012987
"SSC",2010,"All","All","YOR",825,,
"SSC",2010,"All",6,"YOR",,,.816944024205749
"SSC",2010,"All",24,"YOR",,,.866965620328849
"SSC",2010,"FT",6,"All",,2715,.603735823882588
"SSC",2010,"PT",6,"All",,1057,.235045585946186
"SSC",2010,"FT",24,"All",,3300,.69517590056878
"SSC",2010,"PT",24,"All",,951,.200337054982094
"THE",2010,"All","All","MCM",22,,
"THE",2010,"All",6,"MCM",,,.842105263157895
"THE",2010,"All",24,"MCM",,,1
"THE",2010,"All","All","WAT",14,,
"THE",2010,"All",6,"WAT",,,.7
"THE",2010,"All",24,"WAT",,,1
"THE",2010,"FT",6,"All",,22,.578947368421053
"THE",2010,"PT",6,"All",,10,.263157894736842
"THE",2010,"FT",24,"All",,30,.810810810810811
"VME",2010,"All","All","GUE",52,,
"VME",2010,"All",6,"GUE",,,1
"VME",2010,"All",24,"GUE",,,1
"VME",2010,"FT",6,"All",,52,1
"VME",2010,"FT",24,"All",,46,.958333333333333
"ABS",2009,"All","All","BRO",26,,
"ABS",2009,"All",6,"BRO",,,.882352941176471
"ABS",2009,"All",24,"BRO",,,.85
"ABS",2009,"All","All","CAR",32,,
"ABS",2009,"All",6,"CAR",,,.772727272727273
"ABS",2009,"All",24,"CAR",,,.95
"ABS",2009,"All","All","GUE",261,,
"ABS",2009,"All",6,"GUE",,,.882352941176471
"ABS",2009,"All",24,"GUE",,,.89375
"ABS",2009,"All","All","LAK",20,,
"ABS",2009,"All",6,"LAK",,,1
"ABS",2009,"All",24,"LAK",,,1
"ABS",2009,"All","All","LAU",43,,
"ABS",2009,"All",6,"LAU",,,.826086956521739
"ABS",2009,"All",24,"LAU",,,.888888888888889
"ABS",2009,"All","All","MCM",185,,
"ABS",2009,"All",6,"MCM",,,.792682926829268
"ABS",2009,"All",24,"MCM",,,.880952380952381
"ABS",2009,"All","All","NIP",15,,
"ABS",2009,"All",6,"NIP",,,.833333333333333
"ABS",2009,"All",24,"NIP",,,.923076923076923
"ABS",2009,"All","All","OTT",152,,
"ABS",2009,"All",6,"OTT",,,.844155844155844
"ABS",2009,"All",24,"OTT",,,.907894736842105
"ABS",2009,"All","All","QUE",192,,
"ABS",2009,"All",6,"QUE",,,.889705882352941
"ABS",2009,"All",24,"QUE",,,.946666666666667
"ABS",2009,"All","All","TOR",456,,
"ABS",2009,"All",6,"TOR",,,.782426778242678
"ABS",2009,"All",24,"TOR",,,.884
"ABS",2009,"All","All","TRE",86,,
"ABS",2009,"All",6,"TRE",,,.946428571428571
"ABS",2009,"All",24,"TRE",,,.907407407407407
"ABS",2009,"All","All","UOI",17,,
"ABS",2009,"All",6,"UOI",,,.6
"ABS",2009,"All",24,"UOI",,,.769230769230769
"ABS",2009,"All","All","WAT",106,,
"ABS",2009,"All",6,"WAT",,,.813559322033898
"ABS",2009,"All",24,"WAT",,,.86
"ABS",2009,"All","All","WES",168,,
"ABS",2009,"All",6,"WES",,,.875
"ABS",2009,"All",24,"WES",,,.923076923076923
"ABS",2009,"All","All","WLA",29,,
"ABS",2009,"All",6,"WLA",,,.8
"ABS",2009,"All",24,"WLA",,,1
"ABS",2009,"All","All","WIN",61,,
"ABS",2009,"All",6,"WIN",,,.814814814814815
"ABS",2009,"All",24,"WIN",,,.888888888888889
"ABS",2009,"All","All","YOR",41,,
"ABS",2009,"All",6,"YOR",,,.842105263157895
"ABS",2009,"All",24,"YOR",,,.904761904761905
"ABS",2009,"FT",6,"All",,669,.629350893697084
"ABS",2009,"PT",6,"All",,221,.207902163687676
"ABS",2009,"FT",24,"All",,768,.714418604651163
"ABS",2009,"PT",24,"All",,199,.185116279069767
"ALA",2009,"All","All","CAR",21,,
"ALA",2009,"All",6,"CAR",,,.9375
"ALA",2009,"All",24,"CAR",,,1
"ALA",2009,"All","All","GUE",23,,
"ALA",2009,"All",6,"GUE",,,.85
"ALA",2009,"All",24,"GUE",,,.952380952380952
"ALA",2009,"All","All","RYE",28,,
"ALA",2009,"All",6,"RYE",,,.916666666666667
"ALA",2009,"All",24,"RYE",,,.96
"ALA",2009,"All","All","WAT",27,,
"ALA",2009,"All",6,"WAT",,,.904761904761905
"ALA",2009,"All",24,"WAT",,,.916666666666667
"ALA",2009,"FT",6,"All",,68,.8
"ALA",2009,"FT",24,"All",,64,.831168831168831
"BCO",2009,"All","All","ALG",13,,
"BCO",2009,"All",6,"ALG",,,.818181818181818
"BCO",2009,"All",24,"ALG",,,.846153846153846
"BCO",2009,"All","All","BRO",100,,
"BCO",2009,"All",6,"BRO",,,.882978723404255
"BCO",2009,"All",24,"BRO",,,.958762886597938
"BCO",2009,"All","All","CAR",114,,
"BCO",2009,"All",6,"CAR",,,.88785046728972
"BCO",2009,"All",24,"CAR",,,.953271028037383
"BCO",2009,"All","All","GUE",208,,
"BCO",2009,"All",6,"GUE",,,.904255319148936
"BCO",2009,"All",24,"GUE",,,.942105263157895
"BCO",2009,"All","All","LAK",45,,
"BCO",2009,"All",6,"LAK",,,.902439024390244
"BCO",2009,"All",24,"LAK",,,.911111111111111
"BCO",2009,"All","All","LAU",140,,
"BCO",2009,"All",6,"LAU",,,.977941176470588
"BCO",2009,"All",24,"LAU",,,.97841726618705
"BCO",2009,"All","All","MCM",146,,
"BCO",2009,"All",6,"MCM",,,.887096774193548
"BCO",2009,"All",24,"MCM",,,.955223880597015
"BCO",2009,"All","All","NIP",35,,
"BCO",2009,"All",6,"NIP",,,.939393939393939
"BCO",2009,"All",24,"NIP",,,.96969696969697
"BCO",2009,"All","All","OTT",159,,
"BCO",2009,"All",6,"OTT",,,.927631578947368
"BCO",2009,"All",24,"OTT",,,.973684210526316
"BCO",2009,"All","All","QUE",131,,
"BCO",2009,"All",6,"QUE",,,.91304347826087
"BCO",2009,"All",24,"QUE",,,.941747572815534
"BCO",2009,"All","All","RYE",281,,
"BCO",2009,"All",6,"RYE",,,.871698113207547
"BCO",2009,"All",24,"RYE",,,.946768060836502
"BCO",2009,"All","All","TOR",315,,
"BCO",2009,"All",6,"TOR",,,.840677966101695
"BCO",2009,"All",24,"TOR",,,.940199335548173
"BCO",2009,"All","All","UOI",69,,
"BCO",2009,"All",6,"UOI",,,.835820895522388
"BCO",2009,"All",24,"UOI",,,.970588235294118
"BCO",2009,"All","All","WAT",86,,
"BCO",2009,"All",6,"WAT",,,.960526315789474
"BCO",2009,"All",24,"WAT",,,1
"BCO",2009,"All","All","WES",252,,
"BCO",2009,"All",6,"WES",,,.871681415929204
"BCO",2009,"All",24,"WES",,,.960176991150443
"BCO",2009,"All","All","WLA",234,,
"BCO",2009,"All",6,"WLA",,,.912442396313364
"BCO",2009,"All",24,"WLA",,,.990825688073395
"BCO",2009,"All","All","WIN",117,,
"BCO",2009,"All",6,"WIN",,,.798165137614679
"BCO",2009,"All",24,"WIN",,,.935185185185185
"BCO",2009,"All","All","YOR",238,,
"BCO",2009,"All",6,"YOR",,,.861751152073733
"BCO",2009,"All",24,"YOR",,,.941964285714286
"BCO",2009,"FT",6,"All",,1992,.810744810744811
"BCO",2009,"PT",6,"All",,180,7.32600732600733E-02
"BCO",2009,"FT",24,"All",,2266,.903869166334264
"BCO",2009,"PT",24,"All",,118,4.70682090147587E-02
"CSC",2009,"All","All","CAR",18,,
"CSC",2009,"All",6,"CAR",,,.777777777777778
"CSC",2009,"All",24,"CAR",,,1
"CSC",2009,"All","All","GUE",30,,
"CSC",2009,"All",6,"GUE",,,1
"CSC",2009,"All",24,"GUE",,,.964285714285714
"CSC",2009,"All","All","QUE",26,,
"CSC",2009,"All",6,"QUE",,,.933333333333333
"CSC",2009,"All",24,"QUE",,,1
"CSC",2009,"All","All","RYE",26,,
"CSC",2009,"All",6,"RYE",,,.88
"CSC",2009,"All",24,"RYE",,,.958333333333333
"CSC",2009,"All","All","TOR",60,,
"CSC",2009,"All",6,"TOR",,,.854545454545455
"CSC",2009,"All",24,"TOR",,,.981818181818182
"CSC",2009,"All","All","UOI",31,,
"CSC",2009,"All",6,"UOI",,,.7
"CSC",2009,"All",24,"UOI",,,.933333333333333
"CSC",2009,"All","All","WAT",90,,
"CSC",2009,"All",6,"WAT",,,.903614457831325
"CSC",2009,"All",24,"WAT",,,.988372093023256
"CSC",2009,"All","All","WES",14,,
"CSC",2009,"All",6,"WES",,,.916666666666667
"CSC",2009,"All",24,"WES",,,1
"CSC",2009,"All","All","WIN",21,,
"CSC",2009,"All",6,"WIN",,,.647058823529412
"CSC",2009,"All",24,"WIN",,,.85
"CSC",2009,"All","All","YOR",38,,
"CSC",2009,"All",6,"YOR",,,.857142857142857
"CSC",2009,"All",24,"YOR",,,.972222222222222
"CSC",2009,"FT",6,"All",,285,.807365439093484
"CSC",2009,"PT",6,"All",,17,4.81586402266289E-02
"CSC",2009,"FT",24,"All",,330,.901639344262295
"CSC",2009,"PT",24,"All",,18,4.91803278688525E-02
"DEN",2009,"All","All","TOR",25,,
"DEN",2009,"All",6,"TOR",,,1
"DEN",2009,"All",24,"TOR",,,1
"DEN",2009,"All","All","WES",16,,
"DEN",2009,"All",6,"WES",,,1
