"Program","Year","University","Grades","Percent"
"LAR","2005","WLA","90-94",
"LAR","2005","WLA","85-89",
"LAR","2005","WLA","80-84",
"LAR","2005","WLA","75-79",
"LAR","2005","WLA","70-74",
"LAR","2005","WLA","<70",
"LAR","2005","WLA","Avg",
"LAR","2005","WIN",">=95",
"LAR","2005","WIN","90-94",
"LAR","2005","WIN","85-89",
"LAR","2005","WIN","80-84",
"LAR","2005","WIN","75-79",
"LAR","2005","WIN","70-74",
"LAR","2005","WIN","<70",
"LAR","2005","WIN","Avg",
"LAR","2005","YOR",">=95",
"LAR","2005","YOR","90-94",
"LAR","2005","YOR","85-89",
"LAR","2005","YOR","80-84",
"LAR","2005","YOR","75-79",
"LAR","2005","YOR","70-74",
"LAR","2005","YOR","<70",
"LAR","2005","YOR","Avg",
"LAR","2004","ALG",">=95",0
"LAR","2004","ALG","90-94",0
"LAR","2004","ALG","85-89",0
"LAR","2004","ALG","80-84",0
"LAR","2004","ALG","75-79",0
"LAR","2004","ALG","70-74",0
"LAR","2004","ALG","<70",0
"LAR","2004","ALG","Avg",0
"LAR","2004","BRO",">=95",0
"LAR","2004","BRO","90-94",0
"LAR","2004","BRO","85-89",0
"LAR","2004","BRO","80-84",0
"LAR","2004","BRO","75-79",0
"LAR","2004","BRO","70-74",0
"LAR","2004","BRO","<70",0
"LAR","2004","BRO","Avg",0
"LAR","2004","CAR",">=95",0
"LAR","2004","CAR","90-94",0
"LAR","2004","CAR","85-89",0
"LAR","2004","CAR","80-84",0
"LAR","2004","CAR","75-79",0
"LAR","2004","CAR","70-74",0
"LAR","2004","CAR","<70",0
"LAR","2004","CAR","Avg",0
"LAR","2004","GUE",">=95",0
"LAR","2004","GUE","90-94",0
"LAR","2004","GUE","85-89",0
"LAR","2004","GUE","80-84",0
"LAR","2004","GUE","75-79",0
"LAR","2004","GUE","70-74",0
"LAR","2004","GUE","<70",0
"LAR","2004","GUE","Avg",0
"LAR","2004","LAK",">=95",0
"LAR","2004","LAK","90-94",0
"LAR","2004","LAK","85-89",0
"LAR","2004","LAK","80-84",0
"LAR","2004","LAK","75-79",0
"LAR","2004","LAK","70-74",0
"LAR","2004","LAK","<70",0
"LAR","2004","LAK","Avg",0
"LAR","2004","LAU",">=95",0
"LAR","2004","LAU","90-94",0
"LAR","2004","LAU","85-89",0
"LAR","2004","LAU","80-84",0
"LAR","2004","LAU","75-79",0
"LAR","2004","LAU","70-74",0
"LAR","2004","LAU","<70",0
"LAR","2004","LAU","Avg",0
"LAR","2004","MCM",">=95",0
"LAR","2004","MCM","90-94",0
"LAR","2004","MCM","85-89",0
"LAR","2004","MCM","80-84",0
"LAR","2004","MCM","75-79",0
"LAR","2004","MCM","70-74",0
"LAR","2004","MCM","<70",0
"LAR","2004","MCM","Avg",0
"LAR","2004","NIP",">=95",0
"LAR","2004","NIP","90-94",0
"LAR","2004","NIP","85-89",0
"LAR","2004","NIP","80-84",0
"LAR","2004","NIP","75-79",0
"LAR","2004","NIP","70-74",0
"LAR","2004","NIP","<70",0
"LAR","2004","NIP","Avg",0
"LAR","2004","OCA",">=95",0
"LAR","2004","OCA","90-94",0
"LAR","2004","OCA","85-89",0
"LAR","2004","OCA","80-84",0
"LAR","2004","OCA","75-79",0
"LAR","2004","OCA","70-74",0
"LAR","2004","OCA","<70",0
"LAR","2004","OCA","Avg",0
"LAR","2004","OTT",">=95",0
"LAR","2004","OTT","90-94",0
"LAR","2004","OTT","85-89",0
"LAR","2004","OTT","80-84",0
"LAR","2004","OTT","75-79",0
"LAR","2004","OTT","70-74",0
"LAR","2004","OTT","<70",0
"LAR","2004","OTT","Avg",0
"LAR","2004","OSP",">=95",0
"LAR","2004","OSP","90-94",0
"LAR","2004","OSP","85-89",0
"LAR","2004","OSP","80-84",0
"LAR","2004","OSP","75-79",0
"LAR","2004","OSP","70-74",0
"LAR","2004","OSP","<70",0
"LAR","2004","OSP","Avg",0
"LAR","2004","UOI",">=95",0
"LAR","2004","UOI","90-94",0
"LAR","2004","UOI","85-89",0
"LAR","2004","UOI","80-84",0
"LAR","2004","UOI","75-79",0
"LAR","2004","UOI","70-74",0
"LAR","2004","UOI","<70",0
"LAR","2004","UOI","Avg",0
"LAR","2004","QUE",">=95",0
"LAR","2004","QUE","90-94",0
"LAR","2004","QUE","85-89",0
"LAR","2004","QUE","80-84",0
"LAR","2004","QUE","75-79",0
"LAR","2004","QUE","70-74",0
"LAR","2004","QUE","<70",0
"LAR","2004","QUE","Avg",0
"LAR","2004","RYE",">=95",0
"LAR","2004","RYE","90-94",0
"LAR","2004","RYE","85-89",0
"LAR","2004","RYE","80-84",0
"LAR","2004","RYE","75-79",0
"LAR","2004","RYE","70-74",0
"LAR","2004","RYE","<70",0
"LAR","2004","RYE","Avg",0
"LAR","2004","TAC",">=95",0
"LAR","2004","TAC","90-94",0
"LAR","2004","TAC","85-89",0
"LAR","2004","TAC","80-84",0
"LAR","2004","TAC","75-79",0
"LAR","2004","TAC","70-74",0
"LAR","2004","TAC","<70",0
"LAR","2004","TAC","Avg",0
"LAR","2004","TRE",">=95",0
"LAR","2004","TRE","90-94",0
"LAR","2004","TRE","85-89",0
"LAR","2004","TRE","80-84",0
"LAR","2004","TRE","75-79",0
"LAR","2004","TRE","70-74",0
"LAR","2004","TRE","<70",0
"LAR","2004","TRE","Avg",0
"LAR","2004","WAT",">=95",0
"LAR","2004","WAT","90-94",0
"LAR","2004","WAT","85-89",0
"LAR","2004","WAT","80-84",0
"LAR","2004","WAT","75-79",0
"LAR","2004","WAT","70-74",0
"LAR","2004","WAT","<70",0
"LAR","2004","WAT","Avg",0
"LAR","2004","WMC",">=95",0
"LAR","2004","WMC","90-94",0
"LAR","2004","WMC","85-89",0
"LAR","2004","WMC","80-84",0
"LAR","2004","WMC","75-79",0
"LAR","2004","WMC","70-74",0
"LAR","2004","WMC","<70",0
"LAR","2004","WMC","Avg",0
"LAR","2004","WBC",">=95",0
"LAR","2004","WBC","90-94",0
"LAR","2004","WBC","85-89",0
"LAR","2004","WBC","80-84",0
"LAR","2004","WBC","75-79",0
"LAR","2004","WBC","70-74",0
"LAR","2004","WBC","<70",0
"LAR","2004","WBC","Avg",0
"LAR","2004","WHC",">=95",0
"LAR","2004","WHC","90-94",0
"LAR","2004","WHC","85-89",0
"LAR","2004","WHC","80-84",0
"LAR","2004","WHC","75-79",0
"LAR","2004","WHC","70-74",0
"LAR","2004","WHC","<70",0
"LAR","2004","WHC","Avg",0
"LAR","2004","WKC",">=95",0
"LAR","2004","WKC","90-94",0
"LAR","2004","WKC","85-89",0
"LAR","2004","WKC","80-84",0
"LAR","2004","WKC","75-79",0
"LAR","2004","WKC","70-74",0
"LAR","2004","WKC","<70",0
"LAR","2004","WKC","Avg",0
"LAR","2004","WLA",">=95",0
"LAR","2004","WLA","90-94",0
"LAR","2004","WLA","85-89",0
"LAR","2004","WLA","80-84",0
"LAR","2004","WLA","75-79",0
"LAR","2004","WLA","70-74",0
"LAR","2004","WLA","<70",0
"LAR","2004","WLA","Avg",0
"LAR","2004","WIN",">=95",0
"LAR","2004","WIN","90-94",0
"LAR","2004","WIN","85-89",0
"LAR","2004","WIN","80-84",0
"LAR","2004","WIN","75-79",0
"LAR","2004","WIN","70-74",0
"LAR","2004","WIN","<70",0
"LAR","2004","WIN","Avg",0
"LAR","2004","YOR",">=95",0
"LAR","2004","YOR","90-94",0
"LAR","2004","YOR","85-89",0
"LAR","2004","YOR","80-84",0
"LAR","2004","YOR","75-79",0
"LAR","2004","YOR","70-74",0
"LAR","2004","YOR","<70",0
"LAR","2004","YOR","Avg",0
"LAR","2003","ALG",">=95",0
"LAR","2003","ALG","90-94",0
"LAR","2003","ALG","85-89",0
"LAR","2003","ALG","80-84",0
"LAR","2003","ALG","75-79",0
"LAR","2003","ALG","70-74",0
"LAR","2003","ALG","<70",0
"LAR","2003","ALG","Avg",0
"LAR","2003","BRO",">=95",0
"LAR","2003","BRO","90-94",0
"LAR","2003","BRO","85-89",0
"LAR","2003","BRO","80-84",0
"LAR","2003","BRO","75-79",0
"LAR","2003","BRO","70-74",0
"LAR","2003","BRO","<70",0
"LAR","2003","BRO","Avg",0
"LAR","2003","CAR",">=95",0
"LAR","2003","CAR","90-94",0
"LAR","2003","CAR","85-89",0
"LAR","2003","CAR","80-84",0
"LAR","2003","CAR","75-79",0
"LAR","2003","CAR","70-74",0
"LAR","2003","CAR","<70",0
"LAR","2003","CAR","Avg",0
"LAR","2003","GUE",">=95",0
"LAR","2003","GUE","90-94",0
"LAR","2003","GUE","85-89",0
"LAR","2003","GUE","80-84",0
"LAR","2003","GUE","75-79",0
"LAR","2003","GUE","70-74",0
"LAR","2003","GUE","<70",0
"LAR","2003","GUE","Avg",0
"LAR","2003","LAK",">=95",0
"LAR","2003","LAK","90-94",0
"LAR","2003","LAK","85-89",0
"LAR","2003","LAK","80-84",0
"LAR","2003","LAK","75-79",0
"LAR","2003","LAK","70-74",0
"LAR","2003","LAK","<70",0
"LAR","2003","LAK","Avg",0
"LAR","2003","LAU",">=95",0
"LAR","2003","LAU","90-94",0
"LAR","2003","LAU","85-89",0
"LAR","2003","LAU","80-84",0
"LAR","2003","LAU","75-79",0
"LAR","2003","LAU","70-74",0
"LAR","2003","LAU","<70",0
"LAR","2003","LAU","Avg",0
"LAR","2003","MCM",">=95",0
"LAR","2003","MCM","90-94",0
"LAR","2003","MCM","85-89",0
"LAR","2003","MCM","80-84",0
"LAR","2003","MCM","75-79",0
"LAR","2003","MCM","70-74",0
"LAR","2003","MCM","<70",0
"LAR","2003","MCM","Avg",0
"LAR","2003","NIP",">=95",0
"LAR","2003","NIP","90-94",0
"LAR","2003","NIP","85-89",0
"LAR","2003","NIP","80-84",0
"LAR","2003","NIP","75-79",0
"LAR","2003","NIP","70-74",0
"LAR","2003","NIP","<70",0
"LAR","2003","NIP","Avg",0
"LAR","2003","OCA",">=95",0
"LAR","2003","OCA","90-94",0
"LAR","2003","OCA","85-89",0
"LAR","2003","OCA","80-84",0
"LAR","2003","OCA","75-79",0
"LAR","2003","OCA","70-74",0
"LAR","2003","OCA","<70",0
"LAR","2003","OCA","Avg",0
"LAR","2003","OTT",">=95",0
"LAR","2003","OTT","90-94",0
"LAR","2003","OTT","85-89",0
"LAR","2003","OTT","80-84",0
"LAR","2003","OTT","75-79",0
"LAR","2003","OTT","70-74",0
"LAR","2003","OTT","<70",0
"LAR","2003","OTT","Avg",0
"LAR","2003","OSP",">=95",0
"LAR","2003","OSP","90-94",0
"LAR","2003","OSP","85-89",0
"LAR","2003","OSP","80-84",0
"LAR","2003","OSP","75-79",0
"LAR","2003","OSP","70-74",0
"LAR","2003","OSP","<70",0
"LAR","2003","OSP","Avg",0
"LAR","2003","UOI",">=95",0
"LAR","2003","UOI","90-94",0
"LAR","2003","UOI","85-89",0
"LAR","2003","UOI","80-84",0
"LAR","2003","UOI","75-79",0
"LAR","2003","UOI","70-74",0
"LAR","2003","UOI","<70",0
"LAR","2003","UOI","Avg",0
"LAR","2003","QUE",">=95",0
"LAR","2003","QUE","90-94",0
"LAR","2003","QUE","85-89",0
"LAR","2003","QUE","80-84",0
"LAR","2003","QUE","75-79",0
"LAR","2003","QUE","70-74",0
"LAR","2003","QUE","<70",0
"LAR","2003","QUE","Avg",0
"LAR","2003","RYE",">=95",0
"LAR","2003","RYE","90-94",0
"LAR","2003","RYE","85-89",0
"LAR","2003","RYE","80-84",0
"LAR","2003","RYE","75-79",0
"LAR","2003","RYE","70-74",0
"LAR","2003","RYE","<70",0
"LAR","2003","RYE","Avg",0
"LAR","2003","TAC",">=95",0
"LAR","2003","TAC","90-94",0
"LAR","2003","TAC","85-89",0
"LAR","2003","TAC","80-84",0
"LAR","2003","TAC","75-79",0
"LAR","2003","TAC","70-74",0
"LAR","2003","TAC","<70",0
"LAR","2003","TAC","Avg",0
"LAR","2003","TRE",">=95",0
"LAR","2003","TRE","90-94",0
"LAR","2003","TRE","85-89",0
"LAR","2003","TRE","80-84",0
"LAR","2003","TRE","75-79",0
"LAR","2003","TRE","70-74",0
"LAR","2003","TRE","<70",0
"LAR","2003","TRE","Avg",0
"LAR","2003","WAT",">=95",0
"LAR","2003","WAT","90-94",0
"LAR","2003","WAT","85-89",0
"LAR","2003","WAT","80-84",0
"LAR","2003","WAT","75-79",0
"LAR","2003","WAT","70-74",0
"LAR","2003","WAT","<70",0
"LAR","2003","WAT","Avg",0
"LAR","2003","WMC",">=95",0
"LAR","2003","WMC","90-94",0
"LAR","2003","WMC","85-89",0
"LAR","2003","WMC","80-84",0
"LAR","2003","WMC","75-79",0
"LAR","2003","WMC","70-74",0
"LAR","2003","WMC","<70",0
"LAR","2003","WMC","Avg",0
"LAR","2003","WBC",">=95",0
"LAR","2003","WBC","90-94",0
"LAR","2003","WBC","85-89",0
"LAR","2003","WBC","80-84",0
"LAR","2003","WBC","75-79",0
"LAR","2003","WBC","70-74",0
"LAR","2003","WBC","<70",0
"LAR","2003","WBC","Avg",0
"LAR","2003","WHC",">=95",0
"LAR","2003","WHC","90-94",0
"LAR","2003","WHC","85-89",0
"LAR","2003","WHC","80-84",0
"LAR","2003","WHC","75-79",0
"LAR","2003","WHC","70-74",0
"LAR","2003","WHC","<70",0
"LAR","2003","WHC","Avg",0
"LAR","2003","WKC",">=95",0
"LAR","2003","WKC","90-94",0
"LAR","2003","WKC","85-89",0
"LAR","2003","WKC","80-84",0
"LAR","2003","WKC","75-79",0
"LAR","2003","WKC","70-74",0
"LAR","2003","WKC","<70",0
"LAR","2003","WKC","Avg",0
"LAR","2003","WLA",">=95",0
"LAR","2003","WLA","90-94",0
"LAR","2003","WLA","85-89",0
"LAR","2003","WLA","80-84",0
"LAR","2003","WLA","75-79",0
"LAR","2003","WLA","70-74",0
"LAR","2003","WLA","<70",0
"LAR","2003","WLA","Avg",0
"LAR","2003","WIN",">=95",0
"LAR","2003","WIN","90-94",0
"LAR","2003","WIN","85-89",0
"LAR","2003","WIN","80-84",0
"LAR","2003","WIN","75-79",0
"LAR","2003","WIN","70-74",0
"LAR","2003","WIN","<70",0
"LAR","2003","WIN","Avg",0
"LAR","2003","YOR",">=95",0
"LAR","2003","YOR","90-94",0
"LAR","2003","YOR","85-89",0
"LAR","2003","YOR","80-84",0
"LAR","2003","YOR","75-79",0
"LAR","2003","YOR","70-74",0
"LAR","2003","YOR","<70",0
"LAR","2003","YOR","Avg",0
"MAT","2016","ALG",">=95",0
"MAT","2016","ALG","90-94",0
"MAT","2016","ALG","85-89",0
"MAT","2016","ALG","80-84",0
"MAT","2016","ALG","75-79",0
"MAT","2016","ALG","70-74",0
"MAT","2016","ALG","<70",0
"MAT","2016","ALG","Avg",0
"MAT","2016","BRO",">=95",0
"MAT","2016","BRO","90-94",0
"MAT","2016","BRO","85-89",0
"MAT","2016","BRO","80-84",0
"MAT","2016","BRO","75-79",0
"MAT","2016","BRO","70-74",0
"MAT","2016","BRO","<70",0
"MAT","2016","BRO","Avg",0
"MAT","2016","CAR",">=95",0
"MAT","2016","CAR","90-94",0
"MAT","2016","CAR","85-89",0
"MAT","2016","CAR","80-84",0
"MAT","2016","CAR","75-79",0
"MAT","2016","CAR","70-74",0
"MAT","2016","CAR","<70",0
"MAT","2016","CAR","Avg",0
"MAT","2016","GUE",">=95",0
"MAT","2016","GUE","90-94",0
"MAT","2016","GUE","85-89",0
"MAT","2016","GUE","80-84",0
"MAT","2016","GUE","75-79",0
"MAT","2016","GUE","70-74",0
"MAT","2016","GUE","<70",0
"MAT","2016","GUE","Avg",0
"MAT","2016","LAK",">=95",0
"MAT","2016","LAK","90-94",0
"MAT","2016","LAK","85-89",0
"MAT","2016","LAK","80-84",0
"MAT","2016","LAK","75-79",0
"MAT","2016","LAK","70-74",0
"MAT","2016","LAK","<70",0
"MAT","2016","LAK","Avg",0
"MAT","2016","LAU",">=95",0
"MAT","2016","LAU","90-94",0
"MAT","2016","LAU","85-89",0
"MAT","2016","LAU","80-84",0
"MAT","2016","LAU","75-79",0
"MAT","2016","LAU","70-74",0
"MAT","2016","LAU","<70",0
"MAT","2016","LAU","Avg",0
"MAT","2016","MCM",">=95",0
"MAT","2016","MCM","90-94",0
"MAT","2016","MCM","85-89",0
"MAT","2016","MCM","80-84",0
"MAT","2016","MCM","75-79",0
"MAT","2016","MCM","70-74",0
"MAT","2016","MCM","<70",0
"MAT","2016","MCM","Avg",0
"MAT","2016","NIP",">=95",0
"MAT","2016","NIP","90-94",0
"MAT","2016","NIP","85-89",0
"MAT","2016","NIP","80-84",0
"MAT","2016","NIP","75-79",0
"MAT","2016","NIP","70-74",0
"MAT","2016","NIP","<70",0
"MAT","2016","NIP","Avg",0
"MAT","2016","OCA",">=95",0
"MAT","2016","OCA","90-94",0
"MAT","2016","OCA","85-89",0
"MAT","2016","OCA","80-84",0
"MAT","2016","OCA","75-79",0
"MAT","2016","OCA","70-74",0
"MAT","2016","OCA","<70",0
"MAT","2016","OCA","Avg",0
"MAT","2016","OTT",">=95",0
"MAT","2016","OTT","90-94",0
"MAT","2016","OTT","85-89",0
"MAT","2016","OTT","80-84",0
"MAT","2016","OTT","75-79",0
"MAT","2016","OTT","70-74",0
"MAT","2016","OTT","<70",0
"MAT","2016","OTT","Avg",0
"MAT","2016","OSP",">=95",0
"MAT","2016","OSP","90-94",0
"MAT","2016","OSP","85-89",0
"MAT","2016","OSP","80-84",0
"MAT","2016","OSP","75-79",0
"MAT","2016","OSP","70-74",0
"MAT","2016","OSP","<70",0
"MAT","2016","OSP","Avg",0
"MAT","2016","UOI",">=95",0
"MAT","2016","UOI","90-94",0
"MAT","2016","UOI","85-89",0
"MAT","2016","UOI","80-84",0
"MAT","2016","UOI","75-79",0
"MAT","2016","UOI","70-74",0
"MAT","2016","UOI","<70",0
"MAT","2016","UOI","Avg",0
"MAT","2016","QUE",">=95",0
"MAT","2016","QUE","90-94",0
"MAT","2016","QUE","85-89",0
"MAT","2016","QUE","80-84",0
"MAT","2016","QUE","75-79",0
"MAT","2016","QUE","70-74",0
"MAT","2016","QUE","<70",0
"MAT","2016","QUE","Avg",0
"MAT","2016","RYE",">=95",0
"MAT","2016","RYE","90-94",0
"MAT","2016","RYE","85-89",0
"MAT","2016","RYE","80-84",0
"MAT","2016","RYE","75-79",0
"MAT","2016","RYE","70-74",0
"MAT","2016","RYE","<70",0
"MAT","2016","RYE","Avg",0
"MAT","2016","TAC",">=95",0
"MAT","2016","TAC","90-94",0
"MAT","2016","TAC","85-89",0
"MAT","2016","TAC","80-84",0
"MAT","2016","TAC","75-79",0
"MAT","2016","TAC","70-74",0
"MAT","2016","TAC","<70",0
"MAT","2016","TAC","Avg",0
"MAT","2016","TRE",">=95",0
"MAT","2016","TRE","90-94",0
"MAT","2016","TRE","85-89",0
"MAT","2016","TRE","80-84",0
"MAT","2016","TRE","75-79",0
"MAT","2016","TRE","70-74",0
"MAT","2016","TRE","<70",0
"MAT","2016","TRE","Avg",0
"MAT","2016","WAT",">=95",0
"MAT","2016","WAT","90-94",0
"MAT","2016","WAT","85-89",0
"MAT","2016","WAT","80-84",0
"MAT","2016","WAT","75-79",0
"MAT","2016","WAT","70-74",0
"MAT","2016","WAT","<70",0
"MAT","2016","WAT","Avg",0
"MAT","2016","WMC",">=95",0
"MAT","2016","WMC","90-94",0
"MAT","2016","WMC","85-89",0
"MAT","2016","WMC","80-84",0
"MAT","2016","WMC","75-79",0
"MAT","2016","WMC","70-74",0
"MAT","2016","WMC","<70",0
"MAT","2016","WMC","Avg",0
"MAT","2016","WBC",">=95",0
"MAT","2016","WBC","90-94",0
"MAT","2016","WBC","85-89",0
"MAT","2016","WBC","80-84",0
"MAT","2016","WBC","75-79",0
"MAT","2016","WBC","70-74",0
"MAT","2016","WBC","<70",0
"MAT","2016","WBC","Avg",0
"MAT","2016","WHC",">=95",0
"MAT","2016","WHC","90-94",0
"MAT","2016","WHC","85-89",0
"MAT","2016","WHC","80-84",0
"MAT","2016","WHC","75-79",0
"MAT","2016","WHC","70-74",0
"MAT","2016","WHC","<70",0
"MAT","2016","WHC","Avg",0
"MAT","2016","WKC",">=95",0
"MAT","2016","WKC","90-94",0
"MAT","2016","WKC","85-89",0
"MAT","2016","WKC","80-84",0
"MAT","2016","WKC","75-79",0
"MAT","2016","WKC","70-74",0
"MAT","2016","WKC","<70",0
"MAT","2016","WKC","Avg",0
"MAT","2016","WLA",">=95",0
"MAT","2016","WLA","90-94",0
"MAT","2016","WLA","85-89",0
"MAT","2016","WLA","80-84",0
"MAT","2016","WLA","75-79",0
"MAT","2016","WLA","70-74",0
"MAT","2016","WLA","<70",0
"MAT","2016","WLA","Avg",0
"MAT","2016","WIN",">=95",0
"MAT","2016","WIN","90-94",0
"MAT","2016","WIN","85-89",0
"MAT","2016","WIN","80-84",0
"MAT","2016","WIN","75-79",0
"MAT","2016","WIN","70-74",0
"MAT","2016","WIN","<70",0
"MAT","2016","WIN","Avg",0
"MAT","2016","YOR",">=95",0
"MAT","2016","YOR","90-94",0
"MAT","2016","YOR","85-89",0
"MAT","2016","YOR","80-84",0
"MAT","2016","YOR","75-79",0
"MAT","2016","YOR","70-74",0
"MAT","2016","YOR","<70",0
"MAT","2016","YOR","Avg",0
"MAT","2015","ALG",">=95",0
"MAT","2015","ALG","90-94",0
"MAT","2015","ALG","85-89",0
"MAT","2015","ALG","80-84",0
"MAT","2015","ALG","75-79",0
"MAT","2015","ALG","70-74",0
"MAT","2015","ALG","<70",0
"MAT","2015","ALG","Avg",0
"MAT","2015","BRO",">=95",0
"MAT","2015","BRO","90-94",0
"MAT","2015","BRO","85-89",0
"MAT","2015","BRO","80-84",0
"MAT","2015","BRO","75-79",0
"MAT","2015","BRO","70-74",0
"MAT","2015","BRO","<70",0
"MAT","2015","BRO","Avg",0
"MAT","2015","CAR",">=95",0
"MAT","2015","CAR","90-94",0
"MAT","2015","CAR","85-89",0
"MAT","2015","CAR","80-84",0
"MAT","2015","CAR","75-79",0
"MAT","2015","CAR","70-74",0
"MAT","2015","CAR","<70",0
"MAT","2015","CAR","Avg",0
"MAT","2015","GUE",">=95",0
"MAT","2015","GUE","90-94",0
"MAT","2015","GUE","85-89",0
"MAT","2015","GUE","80-84",0
"MAT","2015","GUE","75-79",0
"MAT","2015","GUE","70-74",0
"MAT","2015","GUE","<70",0
"MAT","2015","GUE","Avg",0
"MAT","2015","LAK",">=95",0
"MAT","2015","LAK","90-94",0
"MAT","2015","LAK","85-89",0
"MAT","2015","LAK","80-84",0
"MAT","2015","LAK","75-79",0
"MAT","2015","LAK","70-74",0
"MAT","2015","LAK","<70",0
"MAT","2015","LAK","Avg",0
"MAT","2015","LAU",">=95",0
"MAT","2015","LAU","90-94",0
"MAT","2015","LAU","85-89",0
"MAT","2015","LAU","80-84",0
"MAT","2015","LAU","75-79",0
"MAT","2015","LAU","70-74",0
"MAT","2015","LAU","<70",0
"MAT","2015","LAU","Avg",0
"MAT","2015","MCM",">=95",0
"MAT","2015","MCM","90-94",0
"MAT","2015","MCM","85-89",0
"MAT","2015","MCM","80-84",0
"MAT","2015","MCM","75-79",0
"MAT","2015","MCM","70-74",0
"MAT","2015","MCM","<70",0
"MAT","2015","MCM","Avg",0
"MAT","2015","NIP",">=95",0
"MAT","2015","NIP","90-94",0
"MAT","2015","NIP","85-89",0
"MAT","2015","NIP","80-84",0
"MAT","2015","NIP","75-79",0
"MAT","2015","NIP","70-74",0
"MAT","2015","NIP","<70",0
"MAT","2015","NIP","Avg",0
"MAT","2015","OCA",">=95",0
"MAT","2015","OCA","90-94",0
"MAT","2015","OCA","85-89",0
"MAT","2015","OCA","80-84",0
"MAT","2015","OCA","75-79",0
"MAT","2015","OCA","70-74",0
"MAT","2015","OCA","<70",0
"MAT","2015","OCA","Avg",0
"MAT","2015","OTT",">=95",0
"MAT","2015","OTT","90-94",0
"MAT","2015","OTT","85-89",0
"MAT","2015","OTT","80-84",0
"MAT","2015","OTT","75-79",0
"MAT","2015","OTT","70-74",0
"MAT","2015","OTT","<70",0
"MAT","2015","OTT","Avg",0
"MAT","2015","OSP",">=95",0
"MAT","2015","OSP","90-94",0
"MAT","2015","OSP","85-89",0
"MAT","2015","OSP","80-84",0
"MAT","2015","OSP","75-79",0
"MAT","2015","OSP","70-74",0
"MAT","2015","OSP","<70",0
"MAT","2015","OSP","Avg",0
"MAT","2015","UOI",">=95",0
"MAT","2015","UOI","90-94",0
"MAT","2015","UOI","85-89",0
"MAT","2015","UOI","80-84",0
"MAT","2015","UOI","75-79",0
"MAT","2015","UOI","70-74",0
"MAT","2015","UOI","<70",0
"MAT","2015","UOI","Avg",0
"MAT","2015","QUE",">=95",0
"MAT","2015","QUE","90-94",0
"MAT","2015","QUE","85-89",0
"MAT","2015","QUE","80-84",0
"MAT","2015","QUE","75-79",0
"MAT","2015","QUE","70-74",0
"MAT","2015","QUE","<70",0
"MAT","2015","QUE","Avg",0
"MAT","2015","RYE",">=95",0
"MAT","2015","RYE","90-94",0
"MAT","2015","RYE","85-89",0
"MAT","2015","RYE","80-84",0
"MAT","2015","RYE","75-79",0
"MAT","2015","RYE","70-74",0
"MAT","2015","RYE","<70",0
"MAT","2015","RYE","Avg",0
"MAT","2015","TAC",">=95",0
"MAT","2015","TAC","90-94",0
"MAT","2015","TAC","85-89",0
"MAT","2015","TAC","80-84",0
"MAT","2015","TAC","75-79",0
"MAT","2015","TAC","70-74",0
"MAT","2015","TAC","<70",0
"MAT","2015","TAC","Avg",0
"MAT","2015","TRE",">=95",0
"MAT","2015","TRE","90-94",0
"MAT","2015","TRE","85-89",0
"MAT","2015","TRE","80-84",0
"MAT","2015","TRE","75-79",0
"MAT","2015","TRE","70-74",0
"MAT","2015","TRE","<70",0
"MAT","2015","TRE","Avg",0
"MAT","2015","WAT",">=95",.359
"MAT","2015","WAT","90-94",.527
"MAT","2015","WAT","85-89",.11
"MAT","2015","WAT","80-84",0
"MAT","2015","WAT","75-79",0
"MAT","2015","WAT","70-74",0
"MAT","2015","WAT","<70",0
"MAT","2015","WAT","Avg",.932
"MAT","2015","WMC",">=95",0
"MAT","2015","WMC","90-94",0
"MAT","2015","WMC","85-89",0
"MAT","2015","WMC","80-84",0
"MAT","2015","WMC","75-79",0
"MAT","2015","WMC","70-74",0
"MAT","2015","WMC","<70",0
"MAT","2015","WMC","Avg",0
"MAT","2015","WBC",">=95",0
"MAT","2015","WBC","90-94",0
"MAT","2015","WBC","85-89",0
"MAT","2015","WBC","80-84",0
"MAT","2015","WBC","75-79",0
"MAT","2015","WBC","70-74",0
"MAT","2015","WBC","<70",0
"MAT","2015","WBC","Avg",0
"MAT","2015","WHC",">=95",0
"MAT","2015","WHC","90-94",0
"MAT","2015","WHC","85-89",0
"MAT","2015","WHC","80-84",0
"MAT","2015","WHC","75-79",0
"MAT","2015","WHC","70-74",0
"MAT","2015","WHC","<70",0
"MAT","2015","WHC","Avg",0
"MAT","2015","WKC",">=95",0
"MAT","2015","WKC","90-94",0
"MAT","2015","WKC","85-89",0
"MAT","2015","WKC","80-84",0
"MAT","2015","WKC","75-79",0
"MAT","2015","WKC","70-74",0
"MAT","2015","WKC","<70",0
"MAT","2015","WKC","Avg",0
"MAT","2015","WLA",">=95",0
"MAT","2015","WLA","90-94",0
"MAT","2015","WLA","85-89",0
"MAT","2015","WLA","80-84",0
"MAT","2015","WLA","75-79",0
"MAT","2015","WLA","70-74",0
"MAT","2015","WLA","<70",0
"MAT","2015","WLA","Avg",0
"MAT","2015","WIN",">=95",0
"MAT","2015","WIN","90-94",0
"MAT","2015","WIN","85-89",0
"MAT","2015","WIN","80-84",0
"MAT","2015","WIN","75-79",0
"MAT","2015","WIN","70-74",0
"MAT","2015","WIN","<70",0
"MAT","2015","WIN","Avg",.855
