"School","Year","Metric","Value","Headcount"
"GEO","14-15","Program","186",
"GEO","15-16","Program","186",
"GEO","12-13","Program","625","33"
"GEO","13-14","Program","625","35"
"GEO","14-15","Program","625","34"
"GEO","15-16","Program","625","20"
"GEO","12-13","Program","626","66"
"GEO","13-14","Program","626","69"
"GEO","14-15","Program","626","54"
"GEO","15-16","Program","626","61"
"GEO","12-13","Program","39","220"
"GEO","13-14","Program","39","241"
"GEO","14-15","Program","39","254"
"GEO","15-16","Program","39","221"
"GEO","12-13","Program","627","33"
"GEO","13-14","Program","627","26"
"GEO","14-15","Program","627","38"
"GEO","15-16","Program","627","40"
"GEO","12-13","Program","40","86"
"GEO","13-14","Program","40","88"
"GEO","14-15","Program","40","91"
"GEO","15-16","Program","40","99"
"GEO","12-13","Program","153","286"
"GEO","13-14","Program","153","341"
"GEO","14-15","Program","153","332"
"GEO","15-16","Program","153","370"
"GEO","12-13","Program","500","50"
"GEO","13-14","Program","500","48"
"GEO","14-15","Program","500","50"
"GEO","15-16","Program","500","57"
"GEO","12-13","Program","420","40"
"GEO","13-14","Program","420","48"
"GEO","14-15","Program","420","49"
"GEO","15-16","Program","420","41"
"GEO","12-13","Program","378","34"
"GEO","13-14","Program","378","33"
"GEO","14-15","Program","378","34"
"GEO","15-16","Program","378","46"
"GEO","12-13","Program","628","17"
"GEO","13-14","Program","628","11"
"GEO","14-15","Program","628",
"GEO","15-16","Program","628",
"GEO","12-13","Program","43","63"
"GEO","13-14","Program","43","77"
"GEO","14-15","Program","43","116"
"GEO","15-16","Program","43","144"
"GEO","12-13","Program","190","105"
"GEO","13-14","Program","190","105"
"GEO","14-15","Program","190","107"
"GEO","15-16","Program","190","113"
"GEO","12-13","Program","296","152"
"GEO","13-14","Program","296","152"
"GEO","14-15","Program","296","153"
"GEO","15-16","Program","296","174"
"GEO","12-13","Program","50","148"
"GEO","13-14","Program","50","162"
"GEO","14-15","Program","50","142"
"GEO","15-16","Program","50","108"
"GEO","12-13","Program","51","42"
"GEO","13-14","Program","51","46"
"GEO","14-15","Program","51","39"
"GEO","15-16","Program","51","34"
"GEO","12-13","Program","193","70"
"GEO","13-14","Program","193","47"
"GEO","14-15","Program","193","51"
"GEO","15-16","Program","193","52"
"GEO","12-13","Program","53","72"
"GEO","13-14","Program","53","140"
"GEO","14-15","Program","53","138"
"GEO","15-16","Program","53","133"
"GEO","12-13","Program","54","85"
"GEO","13-14","Program","54","85"
"GEO","14-15","Program","54","87"
"GEO","15-16","Program","54","78"
"GEO","12-13","Program","629","99"
"GEO","13-14","Program","629","98"
"GEO","14-15","Program","629","87"
"GEO","15-16","Program","629","92"
"GEO","12-13","Program","57","249"
"GEO","13-14","Program","57","236"
"GEO","14-15","Program","57","228"
"GEO","15-16","Program","57","199"
"GEO","12-13","Program","630","146"
"GEO","13-14","Program","630","120"
"GEO","14-15","Program","630","114"
"GEO","15-16","Program","630","143"
"GEO","12-13","Program","631","261"
"GEO","13-14","Program","631","278"
"GEO","14-15","Program","631","335"
"GEO","15-16","Program","631","384"
"GEO","12-13","Program","156","26"
"GEO","13-14","Program","156","57"
"GEO","14-15","Program","156","56"
"GEO","15-16","Program","156","42"
"GEO","12-13","Program","632",
"GEO","13-14","Program","632","13"
"GEO","14-15","Program","632",
"GEO","15-16","Program","632",
"GEO","12-13","Program","63","54"
"GEO","13-14","Program","63","44"
"GEO","14-15","Program","63","43"
"GEO","15-16","Program","63","46"
"GEO","12-13","Program","512","122"
"GEO","13-14","Program","512","131"
"GEO","14-15","Program","512","142"
"GEO","15-16","Program","512","138"
"GEO","12-13","Program","64","70"
"GEO","13-14","Program","64","84"
"GEO","14-15","Program","64","83"
"GEO","15-16","Program","64","67"
"GEO","12-13","Program","65","28"
"GEO","13-14","Program","65","24"
"GEO","14-15","Program","65","26"
"GEO","15-16","Program","65","13"
"GEO","12-13","Program","633","18"
"GEO","13-14","Program","633","16"
"GEO","14-15","Program","633","27"
"GEO","15-16","Program","633","23"
"GEO","12-13","Program","513","49"
"GEO","13-14","Program","513","45"
"GEO","14-15","Program","513","39"
"GEO","15-16","Program","513","37"
"GEO","12-13","Program","321","74"
"GEO","13-14","Program","321","135"
"GEO","14-15","Program","321","128"
"GEO","15-16","Program","321","129"
"GEO","12-13","Program","634",
"GEO","13-14","Program","634","16"
"GEO","14-15","Program","634","16"
"GEO","15-16","Program","634","16"
"GEO","12-13","Program","635","78"
"GEO","13-14","Program","635","52"
"GEO","14-15","Program","635","64"
"GEO","15-16","Program","635","51"
"GEO","12-13","Program","71","73"
"GEO","13-14","Program","71","74"
"GEO","14-15","Program","71","58"
"GEO","15-16","Program","71","51"
"GEO","12-13","Program","636","66"
"GEO","13-14","Program","636","49"
"GEO","14-15","Program","636","40"
"GEO","15-16","Program","636","41"
"GEO","12-13","Program","637","11"
"GEO","13-14","Program","637","11"
"GEO","14-15","Program","637",
"GEO","15-16","Program","637","13"
"GEO","12-13","Program","638","39"
"GEO","13-14","Program","638","44"
"GEO","14-15","Program","638","50"
"GEO","15-16","Program","638","42"
"GEO","12-13","Program","76","108"
"GEO","13-14","Program","76","75"
"GEO","14-15","Program","76","103"
"GEO","15-16","Program","76","108"
"GEO","12-13","Program","639","11"
"GEO","13-14","Program","639","15"
"GEO","14-15","Program","639","34"
"GEO","15-16","Program","639","33"
"GEO","12-13","Program","640",
"GEO","13-14","Program","640",
"GEO","14-15","Program","640",
"GEO","15-16","Program","640","20"
"GEO","12-13","Program","641","132"
"GEO","13-14","Program","641","143"
"GEO","14-15","Program","641","171"
"GEO","15-16","Program","641","187"
"GEO","12-13","Program","642","95"
"GEO","13-14","Program","642","88"
"GEO","14-15","Program","642","71"
"GEO","15-16","Program","642","61"
"GEO","12-13","Program","334","138"
"GEO","13-14","Program","334","151"
"GEO","14-15","Program","334","139"
"GEO","15-16","Program","334","139"
"GEO","12-13","Program","522","59"
"GEO","13-14","Program","522","65"
"GEO","14-15","Program","522","75"
"GEO","15-16","Program","522","88"
"GEO","12-13","Program","643",
"GEO","13-14","Program","643",
"GEO","14-15","Program","643","14"
"GEO","15-16","Program","643","16"
"GEO","12-13","Program","644",
"GEO","13-14","Program","644",
"GEO","14-15","Program","644",
"GEO","15-16","Program","644","68"
"GEO","12-13","Program","645",
"GEO","13-14","Program","645",
"GEO","14-15","Program","645","64"
"GEO","15-16","Program","645",
"GEO","12-13","Program","87","47"
"GEO","13-14","Program","87","51"
"GEO","14-15","Program","87","48"
"GEO","15-16","Program","87","44"
"GEO","12-13","Program","592","148"
"GEO","13-14","Program","592","131"
"GEO","14-15","Program","592","135"
"GEO","15-16","Program","592","150"
"GEO","12-13","Program","646",
"GEO","13-14","Program","646","13"
"GEO","14-15","Program","646","0"
"GEO","15-16","Program","646",
"GEO","12-13","Program","88","20"
"GEO","13-14","Program","88","26"
"GEO","14-15","Program","88","26"
"GEO","15-16","Program","88","19"
"GEO","12-13","Program","647","41"
"GEO","13-14","Program","647","42"
"GEO","14-15","Program","647","45"
"GEO","15-16","Program","647","37"
"GEO","12-13","Program","91",
"GEO","13-14","Program","91","16"
"GEO","14-15","Program","91","16"
"GEO","15-16","Program","91",
"GEO","12-13","Program","208","30"
"GEO","13-14","Program","208","28"
"GEO","14-15","Program","208","24"
"GEO","15-16","Program","208","28"
"GEO","12-13","Program","92","111"
"GEO","13-14","Program","92","109"
"GEO","14-15","Program","92","97"
"GEO","15-16","Program","92","116"
"GEO","12-13","Program","648",
"GEO","13-14","Program","648","36"
"GEO","14-15","Program","648","54"
"GEO","15-16","Program","648","45"
"GEO","12-13","Program","649","48"
"GEO","13-14","Program","649","31"
"GEO","14-15","Program","649","21"
"GEO","15-16","Program","649","0"
"GEO","12-13","Program","650","66"
"GEO","13-14","Program","650","70"
"GEO","14-15","Program","650","51"
"GEO","15-16","Program","650","63"
"GEO","12-13","Program","99","178"
"GEO","13-14","Program","99","195"
"GEO","14-15","Program","99","194"
"GEO","15-16","Program","99","162"
"GEO","12-13","Program","100",
"GEO","13-14","Program","100",
"GEO","14-15","Program","100","130"
"GEO","15-16","Program","100","166"
"GEO","12-13","Program","651","118"
"GEO","13-14","Program","651","124"
"GEO","14-15","Program","651",
"GEO","15-16","Program","651",
"GEO","12-13","Program","652","57"
"GEO","13-14","Program","652","78"
"GEO","14-15","Program","652","62"
"GEO","15-16","Program","652","26"
"GEO","12-13","Program","653","56"
"GEO","13-14","Program","653","88"
"GEO","14-15","Program","653","116"
"GEO","15-16","Program","653","99"
"GEO","12-13","Program","654","26"
"GEO","13-14","Program","654","27"
"GEO","14-15","Program","654","17"
"GEO","15-16","Program","654","15"
"GEO","12-13","Program","655","23"
"GEO","13-14","Program","655","13"
"GEO","14-15","Program","655","18"
"GEO","15-16","Program","655","13"
"GEO","12-13","Program","656",
"GEO","13-14","Program","656",
"GEO","14-15","Program","656","15"
"GEO","15-16","Program","656","14"
"GEO","12-13","Program","657",
"GEO","13-14","Program","657","28"
"GEO","14-15","Program","657","32"
"GEO","15-16","Program","657","30"
"GEO","12-13","Program","658","50"
"GEO","13-14","Program","658","42"
"GEO","14-15","Program","658","35"
"GEO","15-16","Program","658","32"
"GEO","12-13","Program","659","14"
"GEO","13-14","Program","659","16"
"GEO","14-15","Program","659","0"
"GEO","15-16","Program","659","0"
"GEO","12-13","Program","660","43"
"GEO","13-14","Program","660","97"
"GEO","14-15","Program","660","113"
"GEO","15-16","Program","660","108"
"GEO","12-13","Program","109","62"
"GEO","13-14","Program","109","65"
"GEO","14-15","Program","109","58"
"GEO","15-16","Program","109","49"
"GEO","12-13","Program","110","45"
"GEO","13-14","Program","110","42"
"GEO","14-15","Program","110","37"
"GEO","15-16","Program","110","28"
"GEO","12-13","Program","112","119"
"GEO","13-14","Program","112","136"
"GEO","14-15","Program","112","110"
"GEO","15-16","Program","112","108"
"GEO","12-13","Program","661","157"
"GEO","13-14","Program","661","134"
"GEO","14-15","Program","661","123"
"GEO","15-16","Program","661","127"
"GEO","12-13","Program","118","74"
"GEO","13-14","Program","118","72"
"GEO","14-15","Program","118","60"
"GEO","15-16","Program","118","75"
"GEO","12-13","Program","121","190"
"GEO","13-14","Program","121","190"
"GEO","14-15","Program","121","168"
"GEO","15-16","Program","121","167"
"GEO","12-13","Program","167","66"
"GEO","13-14","Program","167","59"
"GEO","14-15","Program","167","55"
"GEO","15-16","Program","167","61"
"GEO","12-13","Program","662","18"
"GEO","13-14","Program","662","28"
"GEO","14-15","Program","662","24"
"GEO","15-16","Program","662","26"
"GEO","12-13","Program","123","369"
"GEO","13-14","Program","123","357"
"GEO","14-15","Program","123","320"
"GEO","15-16","Program","123","292"
"GEO","12-13","Program","222","54"
"GEO","13-14","Program","222","65"
"GEO","14-15","Program","222","55"
"GEO","15-16","Program","222","21"
"GEO","12-13","Program","224","65"
"GEO","13-14","Program","224","60"
"GEO","14-15","Program","224","61"
"GEO","15-16","Program","224","61"
"GEO","12-13","Program","125","387"
"GEO","13-14","Program","125","427"
"GEO","14-15","Program","125","419"
"GEO","15-16","Program","125","436"
"GEO","12-13","Program","170","569"
"GEO","13-14","Program","170","593"
"GEO","14-15","Program","170","663"
"GEO","15-16","Program","170","594"
"GEO","12-13","Program","126","56"
"GEO","13-14","Program","126","56"
"GEO","14-15","Program","126","53"
"GEO","15-16","Program","126","38"
"GEO","12-13","Program","538","101"
"GEO","13-14","Program","538","85"
"GEO","14-15","Program","538","67"
"GEO","15-16","Program","538","68"
"GEO","12-13","Program","663","48"
"GEO","13-14","Program","663","47"
"GEO","14-15","Program","663","45"
"GEO","15-16","Program","663","48"
"GEO","12-13","Program","664","39"
"GEO","13-14","Program","664","32"
"GEO","14-15","Program","664","46"
"GEO","15-16","Program","664","40"
"GEO","12-13","Program","136","214"
"GEO","13-14","Program","136","239"
"GEO","14-15","Program","136","267"
"GEO","15-16","Program","136","245"
"GEO","12-13","Program","665","54"
"GEO","13-14","Program","665","57"
"GEO","14-15","Program","665","61"
"GEO","15-16","Program","665","60"
"GEO","12-13","Program","141","77"
"GEO","13-14","Program","141","87"
"GEO","14-15","Program","141","76"
"GEO","15-16","Program","141","90"
"GEO","12-13","Program","666","31"
"GEO","13-14","Program","666",
"GEO","14-15","Program","666",
"GEO","15-16","Program","666",
"GEO","12-13","Program","143","123"
"GEO","13-14","Program","143","123"
"GEO","14-15","Program","143","114"
"GEO","15-16","Program","143","126"
"GEO","12-13","Program","667","82"
"GEO","13-14","Program","667","61"
"GEO","14-15","Program","667",
"GEO","15-16","Program","667",
"GEO","12-13","Program","396","42"
"GEO","13-14","Program","396","56"
"GEO","14-15","Program","396","48"
"GEO","15-16","Program","396","42"
"GBR","12-13","Program","668","148"
"GBR","13-14","Program","668","185"
"GBR","14-15","Program","668","193"
"GBR","15-16","Program","668","180"
"GBR","12-13","Program","669",
"GBR","13-14","Program","669",
"GBR","14-15","Program","669",
"GBR","15-16","Program","669","12"
"GBR","12-13","Program","670",
"GBR","13-14","Program","670",
"GBR","14-15","Program","670",
"GBR","15-16","Program","670","22"
"GBR","12-13","Program","671","91"
"GBR","13-14","Program","671","85"
"GBR","14-15","Program","671","80"
"GBR","15-16","Program","671","73"
"GBR","12-13","Program","672","61"
"GBR","13-14","Program","672","65"
"GBR","14-15","Program","672","59"
"GBR","15-16","Program","672","54"
"GBR","12-13","Program","673",
"GBR","13-14","Program","673",
"GBR","14-15","Program","673","19"
"GBR","15-16","Program","673","23"
"GBR","12-13","Program","7","72"
"GBR","13-14","Program","7","111"
"GBR","14-15","Program","7","99"
"GBR","15-16","Program","7","102"
"GBR","12-13","Program","8","358"
"GBR","13-14","Program","8","358"
"GBR","14-15","Program","8","372"
"GBR","15-16","Program","8","424"
"GBR","12-13","Program","674","185"
"GBR","13-14","Program","674","192"
"GBR","14-15","Program","674","191"
"GBR","15-16","Program","674","145"
"GBR","12-13","Program","675","179"
"GBR","13-14","Program","675","191"
"GBR","14-15","Program","675","169"
"GBR","15-16","Program","675","151"
"GBR","12-13","Program","9","67"
"GBR","13-14","Program","9","84"
"GBR","14-15","Program","9","85"
"GBR","15-16","Program","9","88"
"GBR","12-13","Program","676","233"
"GBR","13-14","Program","676","237"
"GBR","14-15","Program","676","245"
"GBR","15-16","Program","676","243"
"GBR","12-13","Program","677","230"
"GBR","13-14","Program","677","245"
"GBR","14-15","Program","677",
"GBR","15-16","Program","677",
"GBR","12-13","Program","678",
"GBR","13-14","Program","678",
"GBR","14-15","Program","678","269"
"GBR","15-16","Program","678","251"
"GBR","12-13","Program","562","82"
"GBR","13-14","Program","562","94"
"GBR","14-15","Program","562","109"
"GBR","15-16","Program","562","122"
"GBR","12-13","Program","679","310"
"GBR","13-14","Program","679","354"
"GBR","14-15","Program","679","410"
"GBR","15-16","Program","679","464"
"GBR","12-13","Program","680","184"
"GBR","13-14","Program","680","182"
"GBR","14-15","Program","680","200"
"GBR","15-16","Program","680","242"
"GBR","12-13","Program","681","160"
"GBR","13-14","Program","681","175"
"GBR","14-15","Program","681","169"
"GBR","15-16","Program","681","164"
"GBR","12-13","Program","682",
"GBR","13-14","Program","682",
"GBR","14-15","Program","682",
"GBR","15-16","Program","682","28"
"GBR","12-13","Program","683","47"
"GBR","13-14","Program","683","82"
"GBR","14-15","Program","683","69"
"GBR","15-16","Program","683","70"
"GBR","12-13","Program","684","204"
"GBR","13-14","Program","684","230"
"GBR","14-15","Program","684","253"
"GBR","15-16","Program","684","217"
"GBR","12-13","Program","24",
"GBR","13-14","Program","24",
"GBR","14-15","Program","24",
"GBR","15-16","Program","24","60"
"GBR","12-13","Program","25","243"
"GBR","13-14","Program","25","282"
