"School","Year","Level","Metric","Value","Headcount"
"OTT","15-16","G","Country","VINA",14
"OTT","12-13","U","Country","ZIMB",10
"OTT","14-15","U","Country","ZIMB",12
"QUE","12-13","U","Country","AUST",32
"QUE","13-14","U","Country","AUST",36
"QUE","14-15","U","Country","AUST",47
"QUE","15-16","U","Country","AUST",29
"QUE","12-13","U","Country","BANG",12
"QUE","12-13","G","Country","BANG",23
"QUE","13-14","G","Country","BANG",23
"QUE","14-15","G","Country","BANG",30
"QUE","15-16","G","Country","BANG",28
"QUE","12-13","U","Country","BELG",16
"QUE","13-14","U","Country","BELG",16
"QUE","14-15","U","Country","BELG",18
"QUE","15-16","U","Country","BELG",17
"QUE","12-13","U","Country","BOTS",18
"QUE","13-14","U","Country","BOTS",13
"QUE","12-13","G","Country","BRAZ",13
"QUE","13-14","U","Country","BRAZ",12
"QUE","13-14","G","Country","BRAZ",11
"QUE","14-15","G","Country","BRAZ",10
"QUE","14-15","U","Country","BRAZ",21
"QUE","15-16","U","Country","BRAZ",33
"QUE","15-16","G","Country","BRAZ",16
"QUE","12-13","U","Country","CANA",15855
"QUE","12-13","G","Country","CANA",2651
"QUE","13-14","U","Country","CANA",16211
"QUE","13-14","G","Country","CANA",2720
"QUE","14-15","G","Country","CANA",2755
"QUE","14-15","U","Country","CANA",16834
"QUE","15-16","U","Country","CANA",17200
"QUE","15-16","G","Country","CANA",2837
"QUE","12-13","U","Country","CHIN",273
"QUE","12-13","G","Country","CHIN",229
"QUE","13-14","U","Country","CHIN",307
"QUE","13-14","G","Country","CHIN",216
"QUE","14-15","G","Country","CHIN",285
"QUE","14-15","U","Country","CHIN",427
"QUE","15-16","U","Country","CHIN",636
"QUE","15-16","G","Country","CHIN",275
"QUE","13-14","G","Country","COLO",14
"QUE","12-13","U","Country","EGYP",16
"QUE","12-13","G","Country","EGYP",28
"QUE","13-14","U","Country","EGYP",17
"QUE","13-14","G","Country","EGYP",34
"QUE","14-15","G","Country","EGYP",41
"QUE","14-15","U","Country","EGYP",21
"QUE","15-16","U","Country","EGYP",25
"QUE","15-16","G","Country","EGYP",33
"QUE","12-13","U","Country","FRAN",43
"QUE","12-13","G","Country","FRAN",17
"QUE","13-14","U","Country","FRAN",60
"QUE","13-14","G","Country","FRAN",20
"QUE","14-15","G","Country","FRAN",14
"QUE","14-15","U","Country","FRAN",51
"QUE","15-16","U","Country","FRAN",60
"QUE","15-16","G","Country","FRAN",22
"QUE","12-13","U","Country","GERM",32
"QUE","12-13","G","Country","GERM",30
"QUE","13-14","U","Country","GERM",43
"QUE","13-14","G","Country","GERM",23
"QUE","14-15","G","Country","GERM",24
"QUE","14-15","U","Country","GERM",34
"QUE","15-16","U","Country","GERM",51
"QUE","15-16","G","Country","GERM",26
"QUE","12-13","G","Country","GHAN",10
"QUE","13-14","G","Country","GHAN",10
"QUE","14-15","G","Country","GHAN",13
"QUE","15-16","G","Country","GHAN",17
"QUE","12-13","U","Country","HOKO",20
"QUE","13-14","U","Country","HOKO",32
"QUE","14-15","U","Country","HOKO",29
"QUE","15-16","U","Country","HOKO",35
"QUE","12-13","U","Country","INDI",48
"QUE","12-13","G","Country","INDI",105
"QUE","13-14","U","Country","INDI",37
"QUE","13-14","G","Country","INDI",116
"QUE","14-15","G","Country","INDI",122
"QUE","14-15","U","Country","INDI",43
"QUE","15-16","U","Country","INDI",51
"QUE","15-16","G","Country","INDI",138
"QUE","12-13","U","Country","IRAN",14
"QUE","12-13","G","Country","IRAN",113
"QUE","13-14","U","Country","IRAN",13
"QUE","13-14","G","Country","IRAN",109
"QUE","14-15","G","Country","IRAN",113
"QUE","14-15","U","Country","IRAN",15
"QUE","15-16","U","Country","IRAN",14
"QUE","15-16","G","Country","IRAN",104
"QUE","13-14","U","Country","ISRA",10
"QUE","13-14","G","Country","ITAL",12
"QUE","14-15","G","Country","ITAL",15
"QUE","15-16","U","Country","ITAL",10
"QUE","15-16","G","Country","ITAL",11
"QUE","12-13","U","Country","JAPA",97
"QUE","13-14","U","Country","JAPA",87
"QUE","14-15","G","Country","JAPA",12
"QUE","14-15","U","Country","JAPA",103
"QUE","15-16","U","Country","JAPA",64
"QUE","12-13","U","Country","JORD",13
"QUE","12-13","G","Country","JORD",14
"QUE","13-14","U","Country","JORD",11
"QUE","13-14","G","Country","JORD",10
"QUE","14-15","G","Country","JORD",10
"QUE","15-16","G","Country","JORD",10
"QUE","12-13","U","Country","KOSO",148
"QUE","13-14","U","Country","KOSO",143
"QUE","14-15","U","Country","KOSO",148
"QUE","15-16","U","Country","KOSO",122
"QUE","13-14","U","Country","LIBY",10
"QUE","14-15","U","Country","LIBY",10
"QUE","12-13","U","Country","MALA",13
"QUE","13-14","U","Country","MALA",15
"QUE","14-15","U","Country","MALA",13
"QUE","15-16","U","Country","MALA",11
"QUE","12-13","U","Country","MEXI",11
"QUE","12-13","G","Country","MEXI",21
"QUE","13-14","U","Country","MEXI",13
"QUE","13-14","G","Country","MEXI",29
"QUE","14-15","G","Country","MEXI",41
"QUE","15-16","U","Country","MEXI",11
"QUE","15-16","G","Country","MEXI",44
"QUE","15-16","G","Country","NEPA",12
"QUE","12-13","U","Country","NETH",25
"QUE","13-14","U","Country","NETH",23
"QUE","14-15","U","Country","NETH",35
"QUE","15-16","U","Country","NETH",40
"QUE","13-14","U","Country","NEZE",10
"QUE","15-16","U","Country","NEZE",10
"QUE","12-13","U","Country","NIGE",24
"QUE","12-13","G","Country","NIGE",16
"QUE","13-14","U","Country","NIGE",16
"QUE","13-14","G","Country","NIGE",18
"QUE","14-15","G","Country","NIGE",23
"QUE","14-15","U","Country","NIGE",20
"QUE","15-16","U","Country","NIGE",21
"QUE","15-16","G","Country","NIGE",23
"QUE","12-13","U","Country","PAKI",50
"QUE","12-13","G","Country","PAKI",27
"QUE","13-14","U","Country","PAKI",45
"QUE","13-14","G","Country","PAKI",27
"QUE","14-15","G","Country","PAKI",24
"QUE","14-15","U","Country","PAKI",41
"QUE","15-16","U","Country","PAKI",33
"QUE","15-16","G","Country","PAKI",30
"QUE","12-13","U","Country","PHIL",13
"QUE","13-14","U","Country","PHIL",12
"QUE","15-16","U","Country","PORT",15
"QUE","12-13","U","Country","RUSS",15
"QUE","14-15","U","Country","RUFE",10
"QUE","12-13","U","Country","SAAR",47
"QUE","12-13","G","Country","SAAR",40
"QUE","13-14","U","Country","SAAR",43
"QUE","13-14","G","Country","SAAR",31
"QUE","14-15","G","Country","SAAR",34
"QUE","14-15","U","Country","SAAR",35
"QUE","15-16","U","Country","SAAR",37
"QUE","15-16","G","Country","SAAR",48
"QUE","12-13","U","Country","SING",21
"QUE","13-14","U","Country","SING",24
"QUE","14-15","U","Country","SING",21
"QUE","15-16","U","Country","SING",30
"QUE","12-13","U","Country","SPAI",10
"QUE","13-14","U","Country","SPAI",11
"QUE","14-15","U","Country","SPAI",19
"QUE","15-16","U","Country","SPAI",16
"QUE","12-13","U","Country","SWED",21
"QUE","13-14","U","Country","SWED",22
"QUE","14-15","U","Country","SWED",29
"QUE","15-16","U","Country","SWED",30
"QUE","15-16","U","Country","SWIT",10
"QUE","12-13","U","Country","TAIW",35
"QUE","13-14","U","Country","TAIW",33
"QUE","14-15","U","Country","TAIW",38
"QUE","15-16","U","Country","TAIW",28
"QUE","12-13","G","Country","TURK",14
"QUE","13-14","G","Country","TURK",10
"QUE","14-15","G","Country","TURK",11
"QUE","14-15","U","Country","TURK",10
"QUE","15-16","U","Country","TURK",13
"QUE","15-16","G","Country","TURK",13
"QUE","12-13","U","Country","UNKI",81
"QUE","12-13","G","Country","UNKI",16
"QUE","13-14","U","Country","UNKI",91
"QUE","13-14","G","Country","UNKI",15
"QUE","14-15","G","Country","UNKI",13
"QUE","14-15","U","Country","UNKI",87
"QUE","15-16","U","Country","UNKI",105
"QUE","15-16","G","Country","UNKI",11
"QUE","12-13","U","Country","UNST",91
"QUE","12-13","G","Country","UNST",182
"QUE","13-14","U","Country","UNST",90
"QUE","13-14","G","Country","UNST",171
"QUE","14-15","G","Country","UNST",166
"QUE","14-15","U","Country","UNST",102
"QUE","15-16","U","Country","UNST",100
"QUE","15-16","G","Country","UNST",172
"RYE","12-13","U","Country","AFGH",26
"RYE","13-14","U","Country","AFGH",31
"RYE","14-15","U","Country","AFGH",32
"RYE","15-16","U","Country","AFGH",31
"RYE","12-13","U","Country","ALBA",22
"RYE","13-14","U","Country","ALBA",20
"RYE","14-15","U","Country","ALBA",19
"RYE","15-16","U","Country","ALBA",16
"RYE","12-13","U","Country","BANG",80
"RYE","12-13","G","Country","BANG",73
"RYE","13-14","U","Country","BANG",86
"RYE","13-14","G","Country","BANG",74
"RYE","14-15","G","Country","BANG",65
"RYE","14-15","U","Country","BANG",102
"RYE","15-16","U","Country","BANG",89
"RYE","15-16","G","Country","BANG",76
"RYE","12-13","U","Country","BARB",10
"RYE","13-14","U","Country","BARB",10
"RYE","14-15","U","Country","BARB",14
"RYE","15-16","U","Country","BARB",21
"RYE","12-13","U","Country","BELA",11
"RYE","13-14","U","Country","BELA",10
"RYE","12-13","U","Country","BOTS",11
"RYE","12-13","U","Country","BRAZ",13
"RYE","13-14","U","Country","BRAZ",19
"RYE","14-15","U","Country","BRAZ",24
"RYE","15-16","U","Country","BRAZ",19
"RYE","12-13","U","Country","BULG",10
"RYE","12-13","U","Country","CANA",18286
"RYE","12-13","G","Country","CANA",1349
"RYE","13-14","U","Country","CANA",19454
"RYE","13-14","G","Country","CANA",1332
"RYE","14-15","G","Country","CANA",1410
"RYE","14-15","U","Country","CANA",21602
"RYE","15-16","U","Country","CANA",23024
"RYE","15-16","G","Country","CANA",1468
"RYE","12-13","U","Country","CHIN",207
"RYE","12-13","G","Country","CHIN",60
"RYE","13-14","U","Country","CHIN",258
"RYE","13-14","G","Country","CHIN",56
"RYE","14-15","G","Country","CHIN",61
"RYE","14-15","U","Country","CHIN",308
"RYE","15-16","U","Country","CHIN",393
"RYE","15-16","G","Country","CHIN",60
"RYE","12-13","U","Country","COLO",34
"RYE","13-14","U","Country","COLO",39
"RYE","14-15","U","Country","COLO",36
"RYE","15-16","U","Country","COLO",29
"RYE","12-13","U","Country","EGYP",48
"RYE","12-13","G","Country","EGYP",17
"RYE","13-14","U","Country","EGYP",53
"RYE","13-14","G","Country","EGYP",21
"RYE","14-15","G","Country","EGYP",26
"RYE","14-15","U","Country","EGYP",71
"RYE","15-16","U","Country","EGYP",82
"RYE","15-16","G","Country","EGYP",22
"RYE","12-13","U","Country","ENGL",12
"RYE","13-14","U","Country","ENGL",13
"RYE","15-16","U","Country","ERIT",16
"RYE","12-13","U","Country","ETHI",15
"RYE","13-14","U","Country","ETHI",10
"RYE","14-15","U","Country","ETHI",11
"RYE","15-16","U","Country","ETHI",13
"RYE","12-13","U","Country","GERM",11
"RYE","13-14","U","Country","GERM",12
"RYE","14-15","G","Country","GERM",16
"RYE","14-15","U","Country","GERM",12
"RYE","15-16","U","Country","GERM",17
"RYE","15-16","G","Country","GERM",17
"RYE","12-13","U","Country","GUYA",25
"RYE","13-14","U","Country","GUYA",26
"RYE","14-15","U","Country","GUYA",25
"RYE","15-16","U","Country","GUYA",20
"RYE","12-13","U","Country","HOKO",34
"RYE","13-14","U","Country","HOKO",42
"RYE","14-15","U","Country","HOKO",40
"RYE","15-16","U","Country","HOKO",37
"RYE","12-13","U","Country","INDI",285
"RYE","12-13","G","Country","INDI",104
"RYE","13-14","U","Country","INDI",270
"RYE","13-14","G","Country","INDI",104
"RYE","14-15","G","Country","INDI",113
"RYE","14-15","U","Country","INDI",254
"RYE","15-16","U","Country","INDI",262
"RYE","15-16","G","Country","INDI",116
"RYE","12-13","U","Country","INDO",22
"RYE","13-14","U","Country","INDO",23
"RYE","14-15","U","Country","INDO",26
"RYE","15-16","U","Country","INDO",28
"RYE","12-13","U","Country","IRAN",215
"RYE","12-13","G","Country","IRAN",134
"RYE","13-14","U","Country","IRAN",209
"RYE","13-14","G","Country","IRAN",116
"RYE","14-15","G","Country","IRAN",116
"RYE","14-15","U","Country","IRAN",228
"RYE","15-16","U","Country","IRAN",240
"RYE","15-16","G","Country","IRAN",116
"RYE","12-13","U","Country","IRAQ",52
"RYE","12-13","G","Country","IRAQ",10
"RYE","13-14","U","Country","IRAQ",56
"RYE","13-14","G","Country","IRAQ",10
"RYE","14-15","G","Country","IRAQ",14
"RYE","14-15","U","Country","IRAQ",44
"RYE","15-16","U","Country","IRAQ",45
"RYE","15-16","G","Country","IRAQ",13
"RYE","12-13","U","Country","ISRA",18
"RYE","13-14","U","Country","ISRA",21
"RYE","14-15","U","Country","ISRA",31
"RYE","15-16","U","Country","ISRA",34
"RYE","12-13","U","Country","JAMA",41
"RYE","13-14","U","Country","JAMA",40
"RYE","14-15","U","Country","JAMA",34
"RYE","15-16","U","Country","JAMA",32
"RYE","12-13","U","Country","JORD",23
"RYE","13-14","U","Country","JORD",27
"RYE","14-15","U","Country","JORD",31
"RYE","15-16","U","Country","JORD",34
"RYE","12-13","U","Country","KAZA",16
"RYE","12-13","U","Country","KENY",14
"RYE","13-14","U","Country","KENY",10
"RYE","14-15","U","Country","KENY",16
"RYE","15-16","U","Country","KENY",12
"RYE","12-13","U","Country","KOSO",116
"RYE","13-14","U","Country","KOSO",126
"RYE","14-15","U","Country","KOSO",152
"RYE","15-16","U","Country","KOSO",154
"RYE","15-16","G","Country","KOSO",13
"RYE","12-13","U","Country","LEBA",20
"RYE","13-14","U","Country","LEBA",20
"RYE","14-15","U","Country","LEBA",29
"RYE","15-16","U","Country","LEBA",31
"RYE","13-14","U","Country","MALA",13
"RYE","14-15","U","Country","MALA",16
"RYE","15-16","U","Country","MALA",15
"RYE","12-13","U","Country","MAUR",13
"RYE","13-14","U","Country","MAUR",13
"RYE","14-15","U","Country","MAUR",15
"RYE","15-16","U","Country","MAUR",17
"RYE","12-13","U","Country","MEXI",13
"RYE","13-14","U","Country","MEXI",13
"RYE","14-15","U","Country","MEXI",19
"RYE","15-16","U","Country","MEXI",23
"RYE","12-13","G","Country","NEPA",21
"RYE","13-14","U","Country","NEPA",10
"RYE","13-14","G","Country","NEPA",17
"RYE","14-15","G","Country","NEPA",13
"RYE","14-15","U","Country","NEPA",18
"RYE","15-16","U","Country","NEPA",20
"RYE","15-16","G","Country","NEPA",13
"RYE","12-13","U","Country","NIGE",49
"RYE","13-14","U","Country","NIGE",60
"RYE","14-15","U","Country","NIGE",68
"RYE","15-16","U","Country","NIGE",81
"RYE","15-16","G","Country","NIGE",13
"RYE","12-13","U","Country","NORE",10
"RYE","13-14","U","Country","NORE",13
"RYE","13-14","G","Country","NORE",21
"RYE","14-15","G","Country","NORE",11
"RYE","14-15","U","Country","NORE",14
"RYE","15-16","U","Country","NORE",13
"RYE","12-13","U","Country","PAKI",133
"RYE","12-13","G","Country","PAKI",49
"RYE","13-14","U","Country","PAKI",149
"RYE","13-14","G","Country","PAKI",52
"RYE","14-15","G","Country","PAKI",45
"RYE","14-15","U","Country","PAKI",177
"RYE","15-16","U","Country","PAKI",204
"RYE","15-16","G","Country","PAKI",46
"RYE","13-14","U","Country","PTOC",14
"RYE","12-13","U","Country","PHIL",131
"RYE","13-14","U","Country","PHIL",140
"RYE","14-15","U","Country","PHIL",169
"RYE","15-16","U","Country","PHIL",191
"RYE","13-14","U","Country","POLA",10
"RYE","14-15","U","Country","PORT",11
"RYE","12-13","U","Country","ROMA",11
"RYE","13-14","U","Country","ROMA",13
"RYE","15-16","U","Country","ROMA",10
"RYE","12-13","U","Country","RUFE",29
"RYE","13-14","U","Country","RUFE",41
"RYE","14-15","U","Country","RUFE",53
"RYE","15-16","U","Country","RUFE",61
"RYE","12-13","U","Country","SAAR",32
"RYE","12-13","G","Country","SAAR",25
"RYE","13-14","U","Country","SAAR",31
"RYE","13-14","G","Country","SAAR",23
"RYE","14-15","G","Country","SAAR",16
"RYE","14-15","U","Country","SAAR",44
"RYE","15-16","U","Country","SAAR",52
"RYE","15-16","G","Country","SAAR",18
"RYE","14-15","U","Country","SOAF",10
"RYE","12-13","U","Country","SRLA",85
"RYE","13-14","U","Country","SRLA",73
"RYE","14-15","U","Country","SRLA",70
"RYE","15-16","U","Country","SRLA",77
"RYE","12-13","U","Country","SYRI",18
"RYE","13-14","U","Country","SYRI",21
"RYE","14-15","U","Country","SYRI",23
"RYE","15-16","U","Country","SYRI",26
"RYE","12-13","U","Country","TAIW",10
"RYE","13-14","U","Country","TAIW",10
"RYE","14-15","U","Country","TAIW",18
"RYE","15-16","U","Country","TAIW",12
"RYE","12-13","U","Country","TRTO",32
"RYE","13-14","U","Country","TRTO",25
"RYE","14-15","U","Country","TRTO",24
"RYE","15-16","U","Country","TRTO",22
"RYE","12-13","U","Country","TURK",13
"RYE","13-14","U","Country","TURK",19
"RYE","14-15","U","Country","TURK",18
"RYE","15-16","U","Country","TURK",30
"RYE","12-13","U","Country","UKRA",30
"RYE","13-14","U","Country","UKRA",25
"RYE","14-15","U","Country","UKRA",30
"RYE","15-16","U","Country","UKRA",27
"RYE","12-13","U","Country","UAEM",11
"RYE","12-13","U","Country","UNKI",21
"RYE","13-14","U","Country","UNKI",23
"RYE","14-15","G","Country","UNKI",10
"RYE","14-15","U","Country","UNKI",37
"RYE","15-16","U","Country","UNKI",37
"RYE","12-13","U","Country","UNST",56
"RYE","12-13","G","Country","UNST",23
"RYE","13-14","U","Country","UNST",57
"RYE","13-14","G","Country","UNST",20
"RYE","14-15","G","Country","UNST",16
"RYE","14-15","U","Country","UNST",57
"RYE","15-16","U","Country","UNST",60
"RYE","15-16","G","Country","UNST",15
"RYE","14-15","U","Country","VENE",17
"RYE","15-16","U","Country","VENE",20
"RYE","12-13","U","Country","VINA",44
"RYE","13-14","U","Country","VINA",48
"RYE","14-15","U","Country","VINA",42
"RYE","15-16","U","Country","VINA",55
"RYE","12-13","U","Country","ZIMB",15
"RYE","13-14","U","Country","ZIMB",12
"TOR","12-13","U","Country","AFGH",45
"TOR","13-14","U","Country","AFGH",40
"TOR","14-15","U","Country","AFGH",38
"TOR","15-16","U","Country","AFGH",40
"TOR","12-13","U","Country","ALBA",36
"TOR","12-13","G","Country","ALBA",13
"TOR","13-14","U","Country","ALBA",34
"TOR","13-14","G","Country","ALBA",12
"TOR","14-15","U","Country","ALBA",28
"TOR","15-16","U","Country","ALBA",28
"TOR","12-13","U","Country","ARGE",15
"TOR","12-13","G","Country","ARGE",15
"TOR","13-14","U","Country","ARGE",19
"TOR","13-14","G","Country","ARGE",10
"TOR","14-15","G","Country","ARGE",11
"TOR","14-15","U","Country","ARGE",21
"TOR","15-16","U","Country","ARGE",25
"TOR","15-16","G","Country","ARGE",11
"TOR","12-13","U","Country","ARME",18
"TOR","13-14","U","Country","ARME",20
"TOR","14-15","U","Country","ARME",15
"TOR","15-16","U","Country","ARME",14
"TOR","12-13","U","Country","AUST",96
"TOR","12-13","G","Country","AUST",14
"TOR","13-14","U","Country","AUST",100
"TOR","13-14","G","Country","AUST",15
"TOR","14-15","G","Country","AUST",12
"TOR","14-15","U","Country","AUST",93
"TOR","15-16","U","Country","AUST",83
"TOR","15-16","G","Country","AUST",16
"TOR","12-13","U","Country","AURI",17
"TOR","14-15","U","Country","AURI",11
"TOR","12-13","U","Country","AZER",53
"TOR","13-14","U","Country","AZER",63
"TOR","14-15","U","Country","AZER",71
"TOR","15-16","U","Country","AZER",61
"TOR","14-15","U","Country","BAHA",12
"TOR","15-16","U","Country","BAHA",10
"TOR","12-13","U","Country","BAHR",11
"TOR","13-14","U","Country","BAHR",12
"TOR","14-15","U","Country","BAHR",11
"TOR","12-13","U","Country","BANG",306
"TOR","12-13","G","Country","BANG",48
"TOR","13-14","U","Country","BANG",297
"TOR","13-14","G","Country","BANG",57
"TOR","14-15","G","Country","BANG",64
"TOR","14-15","U","Country","BANG",304
"TOR","15-16","U","Country","BANG",327
"TOR","15-16","G","Country","BANG",65
"TOR","12-13","U","Country","BARB",22
"TOR","13-14","U","Country","BARB",15
"TOR","14-15","U","Country","BARB",15
"TOR","12-13","G","Country","BELA",11
"TOR","12-13","U","Country","BELG",14
"TOR","13-14","U","Country","BELG",16
"TOR","14-15","U","Country","BELG",16
"TOR","15-16","U","Country","BELG",13
"TOR","15-16","U","Country","BOTS",14
"TOR","12-13","U","Country","BRAZ",149
"TOR","12-13","G","Country","BRAZ",42
"TOR","13-14","U","Country","BRAZ",282
"TOR","13-14","G","Country","BRAZ",50
"TOR","14-15","G","Country","BRAZ",56
"TOR","14-15","U","Country","BRAZ",609
"TOR","15-16","U","Country","BRAZ",273
"TOR","15-16","G","Country","BRAZ",65
"TOR","12-13","U","Country","BULG",23
"TOR","13-14","U","Country","BULG",17
"TOR","14-15","U","Country","BULG",14
"TOR","12-13","U","Country","CAME",15
"TOR","13-14","U","Country","CAME",13
"TOR","14-15","U","Country","CAME",14
"TOR","15-16","U","Country","CAME",16
"TOR","12-13","U","Country","CANA",43021
"TOR","12-13","G","Country","CANA",9893
"TOR","13-14","U","Country","CANA",43502
"TOR","13-14","G","Country","CANA",10354
"TOR","14-15","G","Country","CANA",10688
"TOR","14-15","U","Country","CANA",43186
"TOR","15-16","U","Country","CANA",43800
"TOR","15-16","G","Country","CANA",11138
"TOR","12-13","U","Country","CHIL",25
"TOR","12-13","G","Country","CHIL",19
"TOR","13-14","U","Country","CHIL",26
"TOR","13-14","G","Country","CHIL",13
"TOR","14-15","G","Country","CHIL",18
"TOR","14-15","U","Country","CHIL",22
"TOR","15-16","U","Country","CHIL",19
"TOR","15-16","G","Country","CHIL",16
"TOR","12-13","U","Country","CHIN",6400
"TOR","12-13","G","Country","CHIN",900
"TOR","13-14","U","Country","CHIN",7322
"TOR","13-14","G","Country","CHIN",1031
"TOR","14-15","G","Country","CHIN",1209
"TOR","14-15","U","Country","CHIN",8428
"TOR","15-16","U","Country","CHIN",9872
"TOR","15-16","G","Country","CHIN",1294
"TOR","12-13","U","Country","COLO",87
"TOR","12-13","G","Country","COLO",50
"TOR","13-14","U","Country","COLO",75
"TOR","13-14","G","Country","COLO",45
"TOR","14-15","G","Country","COLO",42
"TOR","14-15","U","Country","COLO",79
"TOR","15-16","U","Country","COLO",69
"TOR","15-16","G","Country","COLO",45
"TOR","13-14","U","Country","CORI",10
"TOR","14-15","U","Country","DENM",12
"TOR","15-16","U","Country","DENM",14
"TOR","13-14","U","Country","ECUA",16
"TOR","14-15","U","Country","ECUA",43
"TOR","15-16","U","Country","ECUA",84
"TOR","15-16","G","Country","ECUA",11
"TOR","12-13","U","Country","EGYP",205
"TOR","12-13","G","Country","EGYP",73
"TOR","13-14","U","Country","EGYP",226
"TOR","13-14","G","Country","EGYP",75
"TOR","14-15","G","Country","EGYP",82
"TOR","14-15","U","Country","EGYP",244
"TOR","15-16","U","Country","EGYP",249
"TOR","15-16","G","Country","EGYP",87
"TOR","12-13","U","Country","ENGL",34
"TOR","13-14","U","Country","ENGL",39
"TOR","12-13","U","Country","ETHI",21
"TOR","13-14","U","Country","ETHI",22
"TOR","14-15","U","Country","ETHI",18
"TOR","15-16","U","Country","ETHI",29
"TOR","12-13","U","Country","FINL",12
"TOR","12-13","U","Country","FRAN",71
"TOR","12-13","G","Country","FRAN",24
"TOR","13-14","U","Country","FRAN",86
"TOR","13-14","G","Country","FRAN",26
"TOR","14-15","G","Country","FRAN",28
"TOR","14-15","U","Country","FRAN",65
"TOR","15-16","U","Country","FRAN",91
"TOR","15-16","G","Country","FRAN",28
"TOR","12-13","U","Country","GERM",98
"TOR","12-13","G","Country","GERM",87
"TOR","13-14","U","Country","GERM",85
"TOR","13-14","G","Country","GERM",72
"TOR","14-15","G","Country","GERM",72
"TOR","14-15","U","Country","GERM",68
"TOR","15-16","U","Country","GERM",70
"TOR","15-16","G","Country","GERM",67
"TOR","12-13","U","Country","GHAN",40
"TOR","12-13","G","Country","GHAN",11
"TOR","13-14","U","Country","GHAN",34
"TOR","13-14","G","Country","GHAN",18
"TOR","14-15","G","Country","GHAN",10
"TOR","14-15","U","Country","GHAN",34
"TOR","15-16","U","Country","GHAN",36
"TOR","15-16","G","Country","GHAN",16
"TOR","12-13","U","Country","GREE",16
"TOR","12-13","G","Country","GREE",25
"TOR","13-14","U","Country","GREE",13
"TOR","13-14","G","Country","GREE",29
"TOR","14-15","G","Country","GREE",23
"TOR","14-15","U","Country","GREE",18
"TOR","15-16","U","Country","GREE",14
"TOR","15-16","G","Country","GREE",25
"TOR","12-13","U","Country","GUYA",35
"TOR","12-13","G","Country","GUYA",10
"TOR","13-14","U","Country","GUYA",51
"TOR","14-15","U","Country","GUYA",38
"TOR","15-16","U","Country","GUYA",39
"TOR","12-13","U","Country","HOKO",370
"TOR","12-13","G","Country","HOKO",36
"TOR","13-14","U","Country","HOKO",353
"TOR","13-14","G","Country","HOKO",33
"TOR","14-15","G","Country","HOKO",38
"TOR","14-15","U","Country","HOKO",366
"TOR","15-16","U","Country","HOKO",377
"TOR","15-16","G","Country","HOKO",39
"TOR","12-13","U","Country","INDI",1045
"TOR","12-13","G","Country","INDI",349
"TOR","13-14","U","Country","INDI",1065
"TOR","13-14","G","Country","INDI",401
"TOR","14-15","G","Country","INDI",477
"TOR","14-15","U","Country","INDI",1100
"TOR","15-16","U","Country","INDI",1062
"TOR","15-16","G","Country","INDI",486
"TOR","12-13","U","Country","INDO",76
"TOR","12-13","G","Country","INDO",16
"TOR","13-14","U","Country","INDO",87
"TOR","13-14","G","Country","INDO",20
"TOR","14-15","G","Country","INDO",17
"TOR","14-15","U","Country","INDO",99
"TOR","15-16","U","Country","INDO",91
"TOR","15-16","G","Country","INDO",16
"TOR","12-13","U","Country","IRAN",301
"TOR","12-13","G","Country","IRAN",469
"TOR","13-14","U","Country","IRAN",299
"TOR","13-14","G","Country","IRAN",453
"TOR","14-15","G","Country","IRAN",432
"TOR","14-15","U","Country","IRAN",304
"TOR","15-16","U","Country","IRAN",340
"TOR","15-16","G","Country","IRAN",411
"TOR","12-13","U","Country","IRAQ",75
"TOR","12-13","G","Country","IRAQ",13
"TOR","13-14","U","Country","IRAQ",78
"TOR","13-14","G","Country","IRAQ",17
"TOR","14-15","G","Country","IRAQ",22
"TOR","14-15","U","Country","IRAQ",97
"TOR","15-16","U","Country","IRAQ",100
"TOR","15-16","G","Country","IRAQ",21
"TOR","12-13","U","Country","IRRE",47
"TOR","13-14","U","Country","IRRE",54
"TOR","13-14","G","Country","IRRE",12
"TOR","14-15","G","Country","IRRE",12
"TOR","14-15","U","Country","IRRE",55
"TOR","15-16","U","Country","IRRE",66
"TOR","12-13","U","Country","ISRA",116
"TOR","12-13","G","Country","ISRA",77
"TOR","13-14","U","Country","ISRA",112
"TOR","13-14","G","Country","ISRA",69
"TOR","14-15","G","Country","ISRA",69
"TOR","14-15","U","Country","ISRA",113
"TOR","15-16","U","Country","ISRA",105
"TOR","15-16","G","Country","ISRA",61
"TOR","12-13","U","Country","ITAL",43
"TOR","12-13","G","Country","ITAL",33
"TOR","13-14","U","Country","ITAL",47
"TOR","13-14","G","Country","ITAL",31
"TOR","14-15","G","Country","ITAL",34
"TOR","14-15","U","Country","ITAL",48
"TOR","15-16","U","Country","ITAL",57
"TOR","15-16","G","Country","ITAL",26
"TOR","12-13","U","Country","JAMA",78
"TOR","12-13","G","Country","JAMA",13
"TOR","13-14","U","Country","JAMA",75
"TOR","13-14","G","Country","JAMA",11
"TOR","14-15","G","Country","JAMA",19
"TOR","14-15","U","Country","JAMA",73
"TOR","15-16","U","Country","JAMA",70
"TOR","15-16","G","Country","JAMA",15
"TOR","12-13","U","Country","JAPA",169
"TOR","12-13","G","Country","JAPA",41
"TOR","13-14","U","Country","JAPA",174
"TOR","13-14","G","Country","JAPA",40
"TOR","14-15","G","Country","JAPA",47
