"School","Year","Level","Metric","Value","Headcount"
"RYE","13-14","G","Age","20-24",515
"RYE","13-14","U","Age","20-24",11116
"RYE","14-15","G","Age","20-24",545
"RYE","14-15","U","Age","20-24",12049
"RYE","15-16","G","Age","20-24",587
"RYE","15-16","U","Age","20-24",13168
"RYE","12-13","G","Age","25-29",736
"RYE","12-13","U","Age","25-29",1516
"RYE","13-14","G","Age","25-29",717
"RYE","13-14","U","Age","25-29",1539
"RYE","14-15","G","Age","25-29",711
"RYE","14-15","U","Age","25-29",1610
"RYE","15-16","G","Age","25-29",754
"RYE","15-16","U","Age","25-29",1621
"RYE","12-13","G","Age","30-34",312
"RYE","12-13","U","Age","30-34",369
"RYE","13-14","G","Age","30-34",371
"RYE","13-14","U","Age","30-34",409
"RYE","14-15","G","Age","30-34",388
"RYE","14-15","U","Age","30-34",458
"RYE","15-16","G","Age","30-34",379
"RYE","15-16","U","Age","30-34",439
"RYE","12-13","G","Age","35-39",171
"RYE","12-13","U","Age","35-39",143
"RYE","13-14","G","Age","35-39",158
"RYE","13-14","U","Age","35-39",150
"RYE","14-15","G","Age","35-39",170
"RYE","14-15","U","Age","35-39",206
"RYE","15-16","G","Age","35-39",173
"RYE","15-16","U","Age","35-39",225
"RYE","12-13","G","Age","40-44",125
"RYE","12-13","U","Age","40-44",89
"RYE","13-14","G","Age","40-44",105
"RYE","13-14","U","Age","40-44",82
"RYE","14-15","G","Age","40-44",117
"RYE","14-15","U","Age","40-44",96
"RYE","15-16","G","Age","40-44",117
"RYE","15-16","U","Age","40-44",109
"RYE","12-13","G","Age","45-49",59
"RYE","12-13","U","Age","45-49",54
"RYE","13-14","G","Age","45-49",66
"RYE","13-14","U","Age","45-49",36
"RYE","14-15","G","Age","45-49",77
"RYE","14-15","U","Age","45-49",50
"RYE","15-16","G","Age","45-49",66
"RYE","15-16","U","Age","45-49",64
"RYE","12-13","G","Age","50-54",41
"RYE","12-13","U","Age","50-54",28
"RYE","13-14","G","Age","50-54",42
"RYE","13-14","U","Age","50-54",25
"RYE","14-15","G","Age","50-54",28
"RYE","14-15","U","Age","50-54",28
"RYE","15-16","G","Age","50-54",35
"RYE","15-16","U","Age","50-54",34
"RYE","13-14","G","Age","55-59",10
"RYE","14-15","G","Age","55-59",15
"RYE","14-15","U","Age","55-59",12
"RYE","15-16","G","Age","55-59",18
"RYE","15-16","U","Age","55-59",17
"TOR","12-13","U","Age","0-17",303
"TOR","13-14","U","Age","0-17",292
"TOR","14-15","U","Age","0-17",328
"TOR","15-16","U","Age","0-17",337
"TOR","12-13","U","Age","18-19",19572
"TOR","13-14","U","Age","18-19",20714
"TOR","14-15","U","Age","18-19",20896
"TOR","15-16","U","Age","18-19",22249
"TOR","12-13","G","Age","20-24",3879
"TOR","12-13","U","Age","20-24",31401
"TOR","13-14","G","Age","20-24",4211
"TOR","13-14","U","Age","20-24",31724
"TOR","14-15","G","Age","20-24",4566
"TOR","14-15","U","Age","20-24",32828
"TOR","15-16","G","Age","20-24",4940
"TOR","15-16","U","Age","20-24",33481
"TOR","12-13","G","Age","25-29",5319
"TOR","12-13","U","Age","25-29",4481
"TOR","13-14","G","Age","25-29",5491
"TOR","13-14","U","Age","25-29",4605
"TOR","14-15","G","Age","25-29",5710
"TOR","14-15","U","Age","25-29",4570
"TOR","15-16","G","Age","25-29",5886
"TOR","15-16","U","Age","25-29",4468
"TOR","12-13","G","Age","30-34",2502
"TOR","12-13","U","Age","30-34",1945
"TOR","13-14","G","Age","30-34",2607
"TOR","13-14","U","Age","30-34",1869
"TOR","14-15","G","Age","30-34",2676
"TOR","14-15","U","Age","30-34",1841
"TOR","15-16","G","Age","30-34",2718
"TOR","15-16","U","Age","30-34",1855
"TOR","12-13","G","Age","35-39",989
"TOR","12-13","U","Age","35-39",858
"TOR","13-14","G","Age","35-39",1092
"TOR","13-14","U","Age","35-39",851
"TOR","14-15","G","Age","35-39",1110
"TOR","14-15","U","Age","35-39",829
"TOR","15-16","G","Age","35-39",1040
"TOR","15-16","U","Age","35-39",764
"TOR","12-13","G","Age","40-44",585
"TOR","12-13","U","Age","40-44",363
"TOR","13-14","G","Age","40-44",561
"TOR","13-14","U","Age","40-44",355
"TOR","14-15","G","Age","40-44",530
"TOR","14-15","U","Age","40-44",353
"TOR","15-16","G","Age","40-44",550
"TOR","15-16","U","Age","40-44",314
"TOR","12-13","G","Age","45-49",340
"TOR","12-13","U","Age","45-49",179
"TOR","13-14","G","Age","45-49",358
"TOR","13-14","U","Age","45-49",173
"TOR","14-15","G","Age","45-49",304
"TOR","14-15","U","Age","45-49",164
"TOR","15-16","G","Age","45-49",324
"TOR","15-16","U","Age","45-49",129
"TOR","12-13","G","Age","50-54",185
"TOR","12-13","U","Age","50-54",80
"TOR","13-14","G","Age","50-54",201
"TOR","13-14","U","Age","50-54",79
"TOR","14-15","G","Age","50-54",185
"TOR","14-15","U","Age","50-54",67
"TOR","15-16","G","Age","50-54",190
"TOR","15-16","U","Age","50-54",72
"TOR","12-13","G","Age","55-59",114
"TOR","12-13","U","Age","55-59",27
"TOR","13-14","G","Age","55-59",87
"TOR","13-14","U","Age","55-59",26
"TOR","14-15","G","Age","55-59",95
"TOR","14-15","U","Age","55-59",37
"TOR","15-16","G","Age","55-59",87
"TOR","15-16","U","Age","55-59",39
"TOR","12-13","G","Age","60+",66
"TOR","12-13","U","Age","60+",26
"TOR","13-14","G","Age","60+",82
"TOR","13-14","U","Age","60+",23
"TOR","14-15","G","Age","60+",79
"TOR","14-15","U","Age","60+",12
"TOR","15-16","G","Age","60+",83
"TOR","15-16","U","Age","60+",12
"TRE","12-13","U","Age","0-17",17
"TRE","13-14","U","Age","0-17",13
"TRE","14-15","U","Age","0-17",21
"TRE","15-16","U","Age","0-17",18
"TRE","12-13","U","Age","18-19",2184
"TRE","13-14","U","Age","18-19",2268
"TRE","14-15","U","Age","18-19",2267
"TRE","15-16","U","Age","18-19",2380
"TRE","12-13","G","Age","20-24",122
"TRE","12-13","U","Age","20-24",3558
"TRE","13-14","G","Age","20-24",124
"TRE","13-14","U","Age","20-24",3592
"TRE","14-15","G","Age","20-24",98
"TRE","14-15","U","Age","20-24",3604
"TRE","15-16","G","Age","20-24",85
"TRE","15-16","U","Age","20-24",3682
"TRE","12-13","G","Age","25-29",160
"TRE","12-13","U","Age","25-29",449
"TRE","13-14","G","Age","25-29",163
"TRE","13-14","U","Age","25-29",432
"TRE","14-15","G","Age","25-29",154
"TRE","14-15","U","Age","25-29",419
"TRE","15-16","G","Age","25-29",149
"TRE","15-16","U","Age","25-29",424
"TRE","12-13","G","Age","30-34",61
"TRE","12-13","U","Age","30-34",112
"TRE","13-14","G","Age","30-34",59
"TRE","13-14","U","Age","30-34",114
"TRE","14-15","G","Age","30-34",55
"TRE","14-15","U","Age","30-34",110
"TRE","15-16","G","Age","30-34",59
"TRE","15-16","U","Age","30-34",102
"TRE","12-13","G","Age","35-39",28
"TRE","12-13","U","Age","35-39",39
"TRE","13-14","G","Age","35-39",28
"TRE","13-14","U","Age","35-39",32
"TRE","14-15","G","Age","35-39",24
"TRE","14-15","U","Age","35-39",56
"TRE","15-16","G","Age","35-39",26
"TRE","15-16","U","Age","35-39",49
"TRE","12-13","G","Age","40-44",18
"TRE","12-13","U","Age","40-44",27
"TRE","13-14","G","Age","40-44",17
"TRE","13-14","U","Age","40-44",28
"TRE","14-15","G","Age","40-44",17
"TRE","14-15","U","Age","40-44",33
"TRE","15-16","G","Age","40-44",18
"TRE","15-16","U","Age","40-44",26
"TRE","12-13","U","Age","45-49",14
"TRE","13-14","U","Age","45-49",13
"TRE","14-15","G","Age","45-49",11
"TRE","14-15","U","Age","45-49",19
"TRE","15-16","G","Age","45-49",13
"UOI","12-13","U","Age","0-17",24
"UOI","13-14","U","Age","0-17",27
"UOI","14-15","U","Age","0-17",23
"UOI","15-16","U","Age","0-17",28
"UOI","12-13","U","Age","18-19",2637
"UOI","13-14","U","Age","18-19",2704
"UOI","14-15","U","Age","18-19",2763
"UOI","15-16","U","Age","18-19",2706
"UOI","12-13","G","Age","20-24",104
"UOI","12-13","U","Age","20-24",4470
"UOI","13-14","G","Age","20-24",147
"UOI","13-14","U","Age","20-24",4774
"UOI","14-15","G","Age","20-24",134
"UOI","14-15","U","Age","20-24",4816
"UOI","15-16","G","Age","20-24",141
"UOI","15-16","U","Age","20-24",4747
"UOI","12-13","G","Age","25-29",144
"UOI","12-13","U","Age","25-29",632
"UOI","13-14","G","Age","25-29",127
"UOI","13-14","U","Age","25-29",703
"UOI","14-15","G","Age","25-29",149
"UOI","14-15","U","Age","25-29",746
"UOI","15-16","G","Age","25-29",155
"UOI","15-16","U","Age","25-29",729
"UOI","12-13","G","Age","30-34",36
"UOI","12-13","U","Age","30-34",170
"UOI","13-14","G","Age","30-34",47
"UOI","13-14","U","Age","30-34",170
"UOI","14-15","G","Age","30-34",66
"UOI","14-15","U","Age","30-34",183
"UOI","15-16","G","Age","30-34",71
"UOI","15-16","U","Age","30-34",195
"UOI","12-13","G","Age","35-39",17
"UOI","12-13","U","Age","35-39",83
"UOI","13-14","G","Age","35-39",17
"UOI","13-14","U","Age","35-39",94
"UOI","14-15","G","Age","35-39",16
"UOI","14-15","U","Age","35-39",101
"UOI","15-16","G","Age","35-39",23
"UOI","15-16","U","Age","35-39",100
"UOI","12-13","G","Age","40-44",16
"UOI","12-13","U","Age","40-44",58
"UOI","13-14","G","Age","40-44",19
"UOI","13-14","U","Age","40-44",61
"UOI","14-15","G","Age","40-44",17
"UOI","14-15","U","Age","40-44",54
"UOI","15-16","G","Age","40-44",13
"UOI","15-16","U","Age","40-44",64
"UOI","12-13","U","Age","45-49",45
"UOI","13-14","U","Age","45-49",47
"UOI","14-15","U","Age","45-49",42
"UOI","15-16","U","Age","45-49",29
"UOI","12-13","U","Age","50-54",13
"UOI","13-14","U","Age","50-54",10
"UOI","14-15","U","Age","50-54",13
"UOI","15-16","U","Age","50-54",14
"UOI","13-14","U","Age","55-59",10
"WAT","12-13","U","Age","0-17",156
"WAT","13-14","U","Age","0-17",175
"WAT","14-15","U","Age","0-17",139
"WAT","15-16","U","Age","0-17",144
"WAT","12-13","U","Age","18-19",10000
"WAT","13-14","U","Age","18-19",10642
"WAT","14-15","U","Age","18-19",10801
"WAT","15-16","U","Age","18-19",10571
"WAT","12-13","G","Age","20-24",1246
"WAT","12-13","U","Age","20-24",17140
"WAT","13-14","G","Age","20-24",1330
"WAT","13-14","U","Age","20-24",17259
"WAT","14-15","G","Age","20-24",1293
"WAT","14-15","U","Age","20-24",17659
"WAT","15-16","G","Age","20-24",1333
"WAT","15-16","U","Age","20-24",18251
"WAT","12-13","G","Age","25-29",1636
"WAT","12-13","U","Age","25-29",817
"WAT","13-14","G","Age","25-29",1647
"WAT","13-14","U","Age","25-29",807
"WAT","14-15","G","Age","25-29",1691
"WAT","14-15","U","Age","25-29",724
"WAT","15-16","G","Age","25-29",1733
"WAT","15-16","U","Age","25-29",733
"WAT","12-13","G","Age","30-34",589
"WAT","12-13","U","Age","30-34",119
"WAT","13-14","G","Age","30-34",589
"WAT","13-14","U","Age","30-34",122
"WAT","14-15","G","Age","30-34",607
"WAT","14-15","U","Age","30-34",129
"WAT","15-16","G","Age","30-34",624
"WAT","15-16","U","Age","30-34",131
"WAT","12-13","G","Age","35-39",184
"WAT","12-13","U","Age","35-39",60
"WAT","13-14","G","Age","35-39",204
"WAT","13-14","U","Age","35-39",47
"WAT","14-15","G","Age","35-39",200
"WAT","14-15","U","Age","35-39",46
"WAT","15-16","G","Age","35-39",193
"WAT","15-16","U","Age","35-39",38
"WAT","12-13","G","Age","40-44",96
"WAT","12-13","U","Age","40-44",27
"WAT","13-14","G","Age","40-44",95
"WAT","13-14","U","Age","40-44",21
"WAT","14-15","G","Age","40-44",84
"WAT","14-15","U","Age","40-44",26
"WAT","15-16","G","Age","40-44",82
"WAT","15-16","U","Age","40-44",21
"WAT","12-13","G","Age","45-49",47
"WAT","12-13","U","Age","45-49",16
"WAT","13-14","G","Age","45-49",58
"WAT","13-14","U","Age","45-49",13
"WAT","14-15","G","Age","45-49",58
"WAT","14-15","U","Age","45-49",16
"WAT","15-16","G","Age","45-49",50
"WAT","15-16","U","Age","45-49",13
"WAT","12-13","G","Age","50-54",23
"WAT","13-14","G","Age","50-54",20
"WAT","13-14","U","Age","50-54",14
"WAT","14-15","G","Age","50-54",17
"WAT","14-15","U","Age","50-54",12
"WAT","15-16","G","Age","50-54",20
"WAT","12-13","G","Age","55-59",11
"WAT","13-14","G","Age","55-59",12
"WES","12-13","U","Age","0-17",116
"WES","13-14","U","Age","0-17",119
"WES","14-15","U","Age","0-17",106
"WES","15-16","U","Age","0-17",109
"WES","12-13","U","Age","18-19",10001
"WES","13-14","U","Age","18-19",9853
"WES","14-15","U","Age","18-19",10230
"WES","15-16","U","Age","18-19",10569
"WES","12-13","G","Age","20-24",1457
"WES","12-13","U","Age","20-24",15692
"WES","13-14","G","Age","20-24",1563
"WES","13-14","U","Age","20-24",16089
"WES","14-15","G","Age","20-24",1615
"WES","14-15","U","Age","20-24",15844
"WES","15-16","G","Age","20-24",1711
"WES","15-16","U","Age","20-24",15421
"WES","12-13","G","Age","25-29",1859
"WES","12-13","U","Age","25-29",1823
"WES","13-14","G","Age","25-29",1810
"WES","13-14","U","Age","25-29",1909
"WES","14-15","G","Age","25-29",1840
"WES","14-15","U","Age","25-29",1937
"WES","15-16","G","Age","25-29",1898
"WES","15-16","U","Age","25-29",1796
"WES","12-13","G","Age","30-34",783
"WES","12-13","U","Age","30-34",588
"WES","13-14","G","Age","30-34",842
"WES","13-14","U","Age","30-34",584
"WES","14-15","G","Age","30-34",880
"WES","14-15","U","Age","30-34",622
"WES","15-16","G","Age","30-34",858
"WES","15-16","U","Age","30-34",614
"WES","12-13","G","Age","35-39",347
"WES","12-13","U","Age","35-39",218
"WES","13-14","G","Age","35-39",383
"WES","13-14","U","Age","35-39",200
"WES","14-15","G","Age","35-39",402
"WES","14-15","U","Age","35-39",215
"WES","15-16","G","Age","35-39",423
"WES","15-16","U","Age","35-39",180
"WES","12-13","G","Age","40-44",197
"WES","12-13","U","Age","40-44",109
"WES","13-14","G","Age","40-44",225
"WES","13-14","U","Age","40-44",95
"WES","14-15","G","Age","40-44",253
"WES","14-15","U","Age","40-44",102
"WES","15-16","G","Age","40-44",247
"WES","15-16","U","Age","40-44",94
"WES","12-13","G","Age","45-49",103
"WES","12-13","U","Age","45-49",49
"WES","13-14","G","Age","45-49",127
"WES","13-14","U","Age","45-49",53
"WES","14-15","G","Age","45-49",142
"WES","14-15","U","Age","45-49",54
"WES","15-16","G","Age","45-49",150
"WES","15-16","U","Age","45-49",43
"WES","12-13","G","Age","50-54",55
"WES","12-13","U","Age","50-54",33
"WES","13-14","G","Age","50-54",67
"WES","13-14","U","Age","50-54",29
"WES","14-15","G","Age","50-54",98
"WES","14-15","U","Age","50-54",23
"WES","15-16","G","Age","50-54",90
"WES","15-16","U","Age","50-54",15
"WES","12-13","G","Age","55-59",27
"WES","12-13","U","Age","55-59",12
"WES","13-14","G","Age","55-59",34
"WES","14-15","G","Age","55-59",37
"WES","14-15","U","Age","55-59",14
"WES","15-16","G","Age","55-59",38
"WES","15-16","U","Age","55-59",10
"WES","13-14","G","Age","60+",14
"WES","14-15","G","Age","60+",21
"WES","15-16","G","Age","60+",21
"WES","15-16","U","Age","60+",10
"WLA","12-13","U","Age","0-17",45
"WLA","13-14","U","Age","0-17",32
"WLA","14-15","U","Age","0-17",29
"WLA","15-16","U","Age","0-17",45
"WLA","12-13","U","Age","18-19",6575
"WLA","13-14","U","Age","18-19",6644
"WLA","14-15","U","Age","18-19",6151
"WLA","15-16","U","Age","18-19",6175
"WLA","12-13","G","Age","20-24",314
"WLA","12-13","U","Age","20-24",8323
"WLA","13-14","G","Age","20-24",326
"WLA","13-14","U","Age","20-24",8514
"WLA","14-15","G","Age","20-24",300
"WLA","14-15","U","Age","20-24",8564
"WLA","15-16","G","Age","20-24",325
"WLA","15-16","U","Age","20-24",8287
"WLA","12-13","G","Age","25-29",309
"WLA","12-13","U","Age","25-29",231
"WLA","13-14","G","Age","25-29",327
"WLA","13-14","U","Age","25-29",229
"WLA","14-15","G","Age","25-29",326
"WLA","14-15","U","Age","25-29",243
"WLA","15-16","G","Age","25-29",341
"WLA","15-16","U","Age","25-29",232
"WLA","12-13","G","Age","30-34",116
"WLA","12-13","U","Age","30-34",44
"WLA","13-14","G","Age","30-34",116
"WLA","13-14","U","Age","30-34",49
"WLA","14-15","G","Age","30-34",117
"WLA","14-15","U","Age","30-34",36
"WLA","15-16","G","Age","30-34",114
"WLA","15-16","U","Age","30-34",38
"WLA","12-13","G","Age","35-39",66
"WLA","12-13","U","Age","35-39",24
"WLA","13-14","G","Age","35-39",69
"WLA","13-14","U","Age","35-39",23
"WLA","14-15","G","Age","35-39",65
"WLA","14-15","U","Age","35-39",44
"WLA","15-16","G","Age","35-39",68
"WLA","15-16","U","Age","35-39",38
"WLA","12-13","G","Age","40-44",43
"WLA","12-13","U","Age","40-44",15
"WLA","13-14","G","Age","40-44",48
"WLA","13-14","U","Age","40-44",12
"WLA","14-15","G","Age","40-44",47
"WLA","14-15","U","Age","40-44",11
"WLA","15-16","G","Age","40-44",57
"WLA","15-16","U","Age","40-44",12
"WLA","12-13","G","Age","45-49",26
"WLA","13-14","G","Age","45-49",32
"WLA","14-15","G","Age","45-49",31
"WLA","14-15","U","Age","45-49",10
"WLA","15-16","G","Age","45-49",27
"WLA","12-13","G","Age","50-54",36
"WLA","13-14","G","Age","50-54",29
"WLA","14-15","G","Age","50-54",34
"WLA","15-16","G","Age","50-54",29
"WLA","12-13","G","Age","55-59",14
"WLA","13-14","G","Age","55-59",21
"WLA","14-15","G","Age","55-59",21
"WLA","15-16","G","Age","55-59",16
"WLA","13-14","G","Age","60+",11
"WLA","15-16","G","Age","60+",13
"WIN","12-13","U","Age","0-17",38
"WIN","13-14","U","Age","0-17",55
"WIN","14-15","U","Age","0-17",43
"WIN","15-16","U","Age","0-17",30
"WIN","12-13","U","Age","18-19",3761
"WIN","13-14","U","Age","18-19",3860
"WIN","14-15","U","Age","18-19",3653
"WIN","15-16","U","Age","18-19",3419
"WIN","12-13","G","Age","20-24",725
"WIN","12-13","U","Age","20-24",6413
"WIN","13-14","G","Age","20-24",953
"WIN","13-14","U","Age","20-24",6387
"WIN","14-15","G","Age","20-24",938
"WIN","14-15","U","Age","20-24",6459
"WIN","15-16","G","Age","20-24",1115
"WIN","15-16","U","Age","20-24",6136
"WIN","12-13","G","Age","25-29",612
"WIN","12-13","U","Age","25-29",1091
"WIN","13-14","G","Age","25-29",744
"WIN","13-14","U","Age","25-29",1028
"WIN","14-15","G","Age","25-29",881
"WIN","14-15","U","Age","25-29",997
"WIN","15-16","G","Age","25-29",919
"WIN","15-16","U","Age","25-29",949
"WIN","12-13","G","Age","30-34",270
"WIN","12-13","U","Age","30-34",224
"WIN","13-14","G","Age","30-34",263
"WIN","13-14","U","Age","30-34",247
"WIN","14-15","G","Age","30-34",267
"WIN","14-15","U","Age","30-34",221
"WIN","15-16","G","Age","30-34",315
"WIN","15-16","U","Age","30-34",180
"WIN","12-13","G","Age","35-39",119
"WIN","12-13","U","Age","35-39",117
"WIN","13-14","G","Age","35-39",123
"WIN","13-14","U","Age","35-39",106
"WIN","14-15","G","Age","35-39",138
"WIN","14-15","U","Age","35-39",101
"WIN","15-16","G","Age","35-39",131
"WIN","15-16","U","Age","35-39",81
"WIN","12-13","G","Age","40-44",88
"WIN","12-13","U","Age","40-44",84
"WIN","13-14","G","Age","40-44",92
"WIN","13-14","U","Age","40-44",65
"WIN","14-15","G","Age","40-44",81
"WIN","14-15","U","Age","40-44",64
"WIN","15-16","G","Age","40-44",80
"WIN","15-16","U","Age","40-44",50
"WIN","12-13","G","Age","45-49",52
"WIN","12-13","U","Age","45-49",46
"WIN","13-14","G","Age","45-49",66
"WIN","13-14","U","Age","45-49",33
"WIN","14-15","G","Age","45-49",64
"WIN","14-15","U","Age","45-49",30
"WIN","15-16","G","Age","45-49",57
"WIN","15-16","U","Age","45-49",20
"WIN","12-13","G","Age","50-54",27
"WIN","12-13","U","Age","50-54",22
"WIN","13-14","G","Age","50-54",39
"WIN","13-14","U","Age","50-54",15
"WIN","14-15","G","Age","50-54",42
"WIN","15-16","G","Age","50-54",36
"WIN","15-16","U","Age","50-54",10
"WIN","13-14","G","Age","55-59",13
"WIN","14-15","G","Age","55-59",21
"WIN","15-16","G","Age","55-59",17
"YOR","12-13","U","Age","0-17",101
"YOR","13-14","U","Age","0-17",110
"YOR","14-15","U","Age","0-17",117
"YOR","15-16","U","Age","0-17",138
"YOR","12-13","U","Age","18-19",11664
"YOR","13-14","U","Age","18-19",12113
"YOR","14-15","U","Age","18-19",11505
"YOR","15-16","U","Age","18-19",11501
"YOR","12-13","G","Age","20-24",674
"YOR","12-13","U","Age","20-24",23426
"YOR","13-14","G","Age","20-24",702
"YOR","13-14","U","Age","20-24",22700
"YOR","14-15","G","Age","20-24",793
"YOR","14-15","U","Age","20-24",22472
"YOR","15-16","G","Age","20-24",794
"YOR","15-16","U","Age","20-24",22709
"YOR","12-13","G","Age","25-29",1575
"YOR","12-13","U","Age","25-29",3994
"YOR","13-14","G","Age","25-29",1545
"YOR","13-14","U","Age","25-29",3911
"YOR","14-15","G","Age","25-29",1579
"YOR","14-15","U","Age","25-29",3579
"YOR","15-16","G","Age","25-29",1569
"YOR","15-16","U","Age","25-29",3412
"YOR","12-13","G","Age","30-34",862
"YOR","12-13","U","Age","30-34",1002
"YOR","13-14","G","Age","30-34",859
"YOR","13-14","U","Age","30-34",1027
"YOR","14-15","G","Age","30-34",857
"YOR","14-15","U","Age","30-34",992
"YOR","15-16","G","Age","30-34",879
"YOR","15-16","U","Age","30-34",906
"YOR","12-13","G","Age","35-39",338
"YOR","12-13","U","Age","35-39",480
"YOR","13-14","G","Age","35-39",348
"YOR","13-14","U","Age","35-39",464
"YOR","14-15","G","Age","35-39",361
"YOR","14-15","U","Age","35-39",495
"YOR","15-16","G","Age","35-39",369
"YOR","15-16","U","Age","35-39",423
"YOR","12-13","G","Age","40-44",191
"YOR","12-13","U","Age","40-44",288
"YOR","13-14","G","Age","40-44",206
"YOR","13-14","U","Age","40-44",308
"YOR","14-15","G","Age","40-44",193
"YOR","14-15","U","Age","40-44",293
"YOR","15-16","G","Age","40-44",201
"YOR","15-16","U","Age","40-44",271
"YOR","12-13","G","Age","45-49",119
"YOR","12-13","U","Age","45-49",167
"YOR","13-14","G","Age","45-49",124
"YOR","13-14","U","Age","45-49",145
"YOR","14-15","G","Age","45-49",106
"YOR","14-15","U","Age","45-49",142
