"Grade","Years","Sex","Credential","Field","Measure","Value"
2006,1,"F","DEG","MAC","Count",230
2006,2,"F","DEG","MAC","P10",19300
2006,2,"F","DEG","MAC","P90",83200
2006,2,"F","DEG","MAC","P20",34700
2006,2,"F","DEG","MAC","P40",53000
2006,2,"F","DEG","MAC","P60",63700
2006,2,"F","DEG","MAC","P80",74800
2006,2,"F","DEG","MAC","P25",41100
2006,2,"F","DEG","MAC","P50",58700
2006,2,"F","DEG","MAC","P75",72600
2006,2,"F","DEG","MAC","Mean",55900
2006,2,"F","DEG","MAC","Mean L",52300
2006,2,"F","DEG","MAC","Mean H",59500
2006,2,"F","DEG","MAC","Count",190
2006,3,"F","DEG","MAC","P10",18400
2006,3,"F","DEG","MAC","P90",90300
2006,3,"F","DEG","MAC","P20",32600
2006,3,"F","DEG","MAC","P40",53800
2006,3,"F","DEG","MAC","P60",66100
2006,3,"F","DEG","MAC","P80",79300
2006,3,"F","DEG","MAC","P25",37900
2006,3,"F","DEG","MAC","P50",61800
2006,3,"F","DEG","MAC","P75",77000
2006,3,"F","DEG","MAC","Mean",57700
2006,3,"F","DEG","MAC","Mean L",53400
2006,3,"F","DEG","MAC","Mean H",62100
2006,3,"F","DEG","MAC","Count",160
2006,4,"F","DEG","MAC","P10",20100
2006,4,"F","DEG","MAC","P90",92200
2006,4,"F","DEG","MAC","P20",43700
2006,4,"F","DEG","MAC","P40",61800
2006,4,"F","DEG","MAC","P60",72800
2006,4,"F","DEG","MAC","P80",82600
2006,4,"F","DEG","MAC","P25",49500
2006,4,"F","DEG","MAC","P50",66400
2006,4,"F","DEG","MAC","P75",78400
2006,4,"F","DEG","MAC","Mean",63500
2006,4,"F","DEG","MAC","Mean L",58900
2006,4,"F","DEG","MAC","Mean H",68100
2006,4,"F","DEG","MAC","Count",140
2006,5,"F","DEG","MAC","P10",28100
2006,5,"F","DEG","MAC","P90",95100
2006,5,"F","DEG","MAC","P20",45900
2006,5,"F","DEG","MAC","P40",62600
2006,5,"F","DEG","MAC","P60",74900
2006,5,"F","DEG","MAC","P80",84800
2006,5,"F","DEG","MAC","P25",52500
2006,5,"F","DEG","MAC","P50",69900
2006,5,"F","DEG","MAC","P75",81500
2006,5,"F","DEG","MAC","Mean",66000
2006,5,"F","DEG","MAC","Mean L",61300
2006,5,"F","DEG","MAC","Mean H",70700
2006,5,"F","DEG","MAC","Count",130
2006,6,"F","DEG","MAC","P10",33900
2006,6,"F","DEG","MAC","P90",101500
2006,6,"F","DEG","MAC","P20",43600
2006,6,"F","DEG","MAC","P40",65700
2006,6,"F","DEG","MAC","P60",78000
2006,6,"F","DEG","MAC","P80",89800
2006,6,"F","DEG","MAC","P25",53700
2006,6,"F","DEG","MAC","P50",70800
2006,6,"F","DEG","MAC","P75",85300
2006,6,"F","DEG","MAC","Mean",68700
2006,6,"F","DEG","MAC","Mean L",63700
2006,6,"F","DEG","MAC","Mean H",73700
2006,6,"F","DEG","MAC","Count",120
2006,7,"F","DEG","MAC","P10",24700
2006,7,"F","DEG","MAC","P90",105700
2006,7,"F","DEG","MAC","P20",40500
2006,7,"F","DEG","MAC","P40",61700
2006,7,"F","DEG","MAC","P60",80200
2006,7,"F","DEG","MAC","P80",96700
2006,7,"F","DEG","MAC","P25",43700
2006,7,"F","DEG","MAC","P50",74000
2006,7,"F","DEG","MAC","P75",92600
2006,7,"F","DEG","MAC","Mean",69200
2006,7,"F","DEG","MAC","Mean L",63300
2006,7,"F","DEG","MAC","Mean H",75200
2006,7,"F","DEG","MAC","Count",120
2007,1,"F","DEG","MAC","P10",19600
2007,1,"F","DEG","MAC","P90",71600
2007,1,"F","DEG","MAC","P20",31100
2007,1,"F","DEG","MAC","P40",46600
2007,1,"F","DEG","MAC","P60",58500
2007,1,"F","DEG","MAC","P80",66800
2007,1,"F","DEG","MAC","P25",36500
2007,1,"F","DEG","MAC","P50",53500
2007,1,"F","DEG","MAC","P75",64600
2007,1,"F","DEG","MAC","Mean",49800
2007,1,"F","DEG","MAC","Mean L",46800
2007,1,"F","DEG","MAC","Mean H",52900
2007,1,"F","DEG","MAC","Count",190
2007,2,"F","DEG","MAC","P10",17600
2007,2,"F","DEG","MAC","P90",78200
2007,2,"F","DEG","MAC","P20",31300
2007,2,"F","DEG","MAC","P40",50500
2007,2,"F","DEG","MAC","P60",63000
2007,2,"F","DEG","MAC","P80",71800
2007,2,"F","DEG","MAC","P25",38100
2007,2,"F","DEG","MAC","P50",55600
2007,2,"F","DEG","MAC","P75",69100
2007,2,"F","DEG","MAC","Mean",53100
2007,2,"F","DEG","MAC","Mean L",49500
2007,2,"F","DEG","MAC","Mean H",56700
2007,2,"F","DEG","MAC","Count",160
2007,3,"F","DEG","MAC","P10",20700
2007,3,"F","DEG","MAC","P90",81000
2007,3,"F","DEG","MAC","P20",34100
2007,3,"F","DEG","MAC","P40",53500
2007,3,"F","DEG","MAC","P60",66700
2007,3,"F","DEG","MAC","P80",75000
2007,3,"F","DEG","MAC","P25",40100
2007,3,"F","DEG","MAC","P50",60300
2007,3,"F","DEG","MAC","P75",71900
2007,3,"F","DEG","MAC","Mean",56400
2007,3,"F","DEG","MAC","Mean L",52400
2007,3,"F","DEG","MAC","Mean H",60300
2007,3,"F","DEG","MAC","Count",150
2007,4,"F","DEG","MAC","P10",16400
2007,4,"F","DEG","MAC","P90",92900
2007,4,"F","DEG","MAC","P20",40000
2007,4,"F","DEG","MAC","P40",58500
2007,4,"F","DEG","MAC","P60",71700
2007,4,"F","DEG","MAC","P80",82700
2007,4,"F","DEG","MAC","P25",44200
2007,4,"F","DEG","MAC","P50",68100
2007,4,"F","DEG","MAC","P75",79100
2007,4,"F","DEG","MAC","Mean",61700
2007,4,"F","DEG","MAC","Mean L",56900
2007,4,"F","DEG","MAC","Mean H",66500
2007,4,"F","DEG","MAC","Count",140
2007,5,"F","DEG","MAC","P10",11800
2007,5,"F","DEG","MAC","P90",95500
2007,5,"F","DEG","MAC","P20",36500
2007,5,"F","DEG","MAC","P40",57900
2007,5,"F","DEG","MAC","P60",74400
2007,5,"F","DEG","MAC","P80",85300
2007,5,"F","DEG","MAC","P25",41800
2007,5,"F","DEG","MAC","P50",65900
2007,5,"F","DEG","MAC","P75",82400
2007,5,"F","DEG","MAC","Mean",63300
2007,5,"F","DEG","MAC","Mean L",57400
2007,5,"F","DEG","MAC","Mean H",69200
2007,5,"F","DEG","MAC","Count",130
2007,6,"F","DEG","MAC","P10",21100
2007,6,"F","DEG","MAC","P90",105000
2007,6,"F","DEG","MAC","P20",37900
2007,6,"F","DEG","MAC","P40",60800
2007,6,"F","DEG","MAC","P60",78800
2007,6,"F","DEG","MAC","P80",93000
2007,6,"F","DEG","MAC","P25",41000
2007,6,"F","DEG","MAC","P50",69800
2007,6,"F","DEG","MAC","P75",90400
2007,6,"F","DEG","MAC","Mean",68300
2007,6,"F","DEG","MAC","Mean L",61600
2007,6,"F","DEG","MAC","Mean H",74900
2007,6,"F","DEG","MAC","Count",120
2008,1,"F","DEG","MAC","P10",14800
2008,1,"F","DEG","MAC","P90",67000
2008,1,"F","DEG","MAC","P20",26100
2008,1,"F","DEG","MAC","P40",43000
2008,1,"F","DEG","MAC","P60",52800
2008,1,"F","DEG","MAC","P80",63600
2008,1,"F","DEG","MAC","P25",30400
2008,1,"F","DEG","MAC","P50",47500
2008,1,"F","DEG","MAC","P75",61100
2008,1,"F","DEG","MAC","Mean",45600
2008,1,"F","DEG","MAC","Mean L",42600
2008,1,"F","DEG","MAC","Mean H",48600
2008,1,"F","DEG","MAC","Count",190
2008,2,"F","DEG","MAC","P10",20600
2008,2,"F","DEG","MAC","P90",75900
2008,2,"F","DEG","MAC","P20",28800
2008,2,"F","DEG","MAC","P40",46900
2008,2,"F","DEG","MAC","P60",59800
2008,2,"F","DEG","MAC","P80",69600
2008,2,"F","DEG","MAC","P25",33300
2008,2,"F","DEG","MAC","P50",54800
2008,2,"F","DEG","MAC","P75",66900
2008,2,"F","DEG","MAC","Mean",50900
2008,2,"F","DEG","MAC","Mean L",47500
2008,2,"F","DEG","MAC","Mean H",54300
2008,2,"F","DEG","MAC","Count",170
2008,3,"F","DEG","MAC","P10",17000
2008,3,"F","DEG","MAC","P90",81400
2008,3,"F","DEG","MAC","P20",26900
2008,3,"F","DEG","MAC","P40",48500
2008,3,"F","DEG","MAC","P60",64000
2008,3,"F","DEG","MAC","P80",74400
2008,3,"F","DEG","MAC","P25",32600
2008,3,"F","DEG","MAC","P50",58000
2008,3,"F","DEG","MAC","P75",71900
2008,3,"F","DEG","MAC","Mean",53100
2008,3,"F","DEG","MAC","Mean L",49200
2008,3,"F","DEG","MAC","Mean H",57000
2008,3,"F","DEG","MAC","Count",150
2008,4,"F","DEG","MAC","P10",15600
2008,4,"F","DEG","MAC","P90",88300
2008,4,"F","DEG","MAC","P20",36800
2008,4,"F","DEG","MAC","P40",54100
2008,4,"F","DEG","MAC","P60",67700
2008,4,"F","DEG","MAC","P80",79100
2008,4,"F","DEG","MAC","P25",40800
2008,4,"F","DEG","MAC","P50",60300
2008,4,"F","DEG","MAC","P75",76300
2008,4,"F","DEG","MAC","Mean",59100
2008,4,"F","DEG","MAC","Mean L",53800
2008,4,"F","DEG","MAC","Mean H",64500
2008,4,"F","DEG","MAC","Count",140
2008,5,"F","DEG","MAC","P10",12400
2008,5,"F","DEG","MAC","P90",96500
2008,5,"F","DEG","MAC","P20",38200
2008,5,"F","DEG","MAC","P40",57900
2008,5,"F","DEG","MAC","P60",72100
2008,5,"F","DEG","MAC","P80",85100
2008,5,"F","DEG","MAC","P25",42700
2008,5,"F","DEG","MAC","P50",67200
2008,5,"F","DEG","MAC","P75",82700
2008,5,"F","DEG","MAC","Mean",62900
2008,5,"F","DEG","MAC","Mean L",56900
2008,5,"F","DEG","MAC","Mean H",68800
2008,5,"F","DEG","MAC","Count",130
2009,1,"F","DEG","MAC","P10",12100
2009,1,"F","DEG","MAC","P90",68200
2009,1,"F","DEG","MAC","P20",20200
2009,1,"F","DEG","MAC","P40",34400
2009,1,"F","DEG","MAC","P60",50500
2009,1,"F","DEG","MAC","P80",61300
2009,1,"F","DEG","MAC","P25",23100
2009,1,"F","DEG","MAC","P50",44500
2009,1,"F","DEG","MAC","P75",57700
2009,1,"F","DEG","MAC","Mean",42000
2009,1,"F","DEG","MAC","Mean L",38600
2009,1,"F","DEG","MAC","Mean H",45500
2009,1,"F","DEG","MAC","Count",150
2009,2,"F","DEG","MAC","P10",14000
2009,2,"F","DEG","MAC","P90",78000
2009,2,"F","DEG","MAC","P20",27200
2009,2,"F","DEG","MAC","P40",43000
2009,2,"F","DEG","MAC","P60",55100
2009,2,"F","DEG","MAC","P80",69400
2009,2,"F","DEG","MAC","P25",30700
2009,2,"F","DEG","MAC","P50",49700
2009,2,"F","DEG","MAC","P75",65700
2009,2,"F","DEG","MAC","Mean",49100
2009,2,"F","DEG","MAC","Mean L",44900
2009,2,"F","DEG","MAC","Mean H",53400
2009,2,"F","DEG","MAC","Count",140
2009,3,"F","DEG","MAC","P10",20700
2009,3,"F","DEG","MAC","P90",89200
2009,3,"F","DEG","MAC","P20",29400
2009,3,"F","DEG","MAC","P40",48800
2009,3,"F","DEG","MAC","P60",62400
2009,3,"F","DEG","MAC","P80",79100
2009,3,"F","DEG","MAC","P25",35700
2009,3,"F","DEG","MAC","P50",55500
2009,3,"F","DEG","MAC","P75",72600
2009,3,"F","DEG","MAC","Mean",55100
2009,3,"F","DEG","MAC","Mean L",50200
2009,3,"F","DEG","MAC","Mean H",59900
2009,3,"F","DEG","MAC","Count",120
2009,4,"F","DEG","MAC","P10",15600
2009,4,"F","DEG","MAC","P90",101600
2009,4,"F","DEG","MAC","P20",32900
2009,4,"F","DEG","MAC","P40",53000
2009,4,"F","DEG","MAC","P60",66900
2009,4,"F","DEG","MAC","P80",88200
2009,4,"F","DEG","MAC","P25",36900
2009,4,"F","DEG","MAC","P50",59400
2009,4,"F","DEG","MAC","P75",82600
2009,4,"F","DEG","MAC","Mean",61800
2009,4,"F","DEG","MAC","Mean L",55200
2009,4,"F","DEG","MAC","Mean H",68300
2009,4,"F","DEG","MAC","Count",110
2010,1,"F","DEG","MAC","P10",10200
2010,1,"F","DEG","MAC","P90",64900
2010,1,"F","DEG","MAC","P20",14900
2010,1,"F","DEG","MAC","P40",34500
2010,1,"F","DEG","MAC","P60",49400
2010,1,"F","DEG","MAC","P80",59100
2010,1,"F","DEG","MAC","P25",22200
2010,1,"F","DEG","MAC","P50",41200
2010,1,"F","DEG","MAC","P75",56300
2010,1,"F","DEG","MAC","Mean",39700
2010,1,"F","DEG","MAC","Mean L",36100
2010,1,"F","DEG","MAC","Mean H",43300
2010,1,"F","DEG","MAC","Count",150
2010,2,"F","DEG","MAC","P10",15400
2010,2,"F","DEG","MAC","P90",73500
2010,2,"F","DEG","MAC","P20",26800
2010,2,"F","DEG","MAC","P40",42900
2010,2,"F","DEG","MAC","P60",55300
2010,2,"F","DEG","MAC","P80",67400
2010,2,"F","DEG","MAC","P25",29300
2010,2,"F","DEG","MAC","P50",47800
2010,2,"F","DEG","MAC","P75",64500
2010,2,"F","DEG","MAC","Mean",46900
2010,2,"F","DEG","MAC","Mean L",42700
2010,2,"F","DEG","MAC","Mean H",51100
2010,2,"F","DEG","MAC","Count",130
2010,3,"F","DEG","MAC","P10",11100
2010,3,"F","DEG","MAC","P90",84900
2010,3,"F","DEG","MAC","P20",25400
2010,3,"F","DEG","MAC","P40",45500
2010,3,"F","DEG","MAC","P60",60600
2010,3,"F","DEG","MAC","P80",73400
2010,3,"F","DEG","MAC","P25",31500
2010,3,"F","DEG","MAC","P50",51300
2010,3,"F","DEG","MAC","P75",69900
2010,3,"F","DEG","MAC","Mean",51200
2010,3,"F","DEG","MAC","Mean L",46100
2010,3,"F","DEG","MAC","Mean H",56400
2010,3,"F","DEG","MAC","Count",110
2011,1,"F","DEG","MAC","P10",17000
2011,1,"F","DEG","MAC","P90",69300
2011,1,"F","DEG","MAC","P20",23700
2011,1,"F","DEG","MAC","P40",41600
2011,1,"F","DEG","MAC","P60",54800
2011,1,"F","DEG","MAC","P80",64200
2011,1,"F","DEG","MAC","P25",27500
2011,1,"F","DEG","MAC","P50",49800
2011,1,"F","DEG","MAC","P75",62300
2011,1,"F","DEG","MAC","Mean",46000
2011,1,"F","DEG","MAC","Mean L",42800
2011,1,"F","DEG","MAC","Mean H",49300
2011,1,"F","DEG","MAC","Count",180
2011,2,"F","DEG","MAC","P10",17800
2011,2,"F","DEG","MAC","P90",79200
2011,2,"F","DEG","MAC","P20",31500
2011,2,"F","DEG","MAC","P40",47800
2011,2,"F","DEG","MAC","P60",63100
2011,2,"F","DEG","MAC","P80",71500
2011,2,"F","DEG","MAC","P25",36500
2011,2,"F","DEG","MAC","P50",56000
2011,2,"F","DEG","MAC","P75",68200
2011,2,"F","DEG","MAC","Mean",53600
2011,2,"F","DEG","MAC","Mean L",49700
2011,2,"F","DEG","MAC","Mean H",57500
2011,2,"F","DEG","MAC","Count",170
2012,1,"F","DEG","MAC","P10",12000
2012,1,"F","DEG","MAC","P90",66200
2012,1,"F","DEG","MAC","P20",24200
2012,1,"F","DEG","MAC","P40",42500
2012,1,"F","DEG","MAC","P60",52300
2012,1,"F","DEG","MAC","P80",59900
2012,1,"F","DEG","MAC","P25",27500
2012,1,"F","DEG","MAC","P50",47500
2012,1,"F","DEG","MAC","P75",57800
2012,1,"F","DEG","MAC","Mean",43700
2012,1,"F","DEG","MAC","Mean L",40500
2012,1,"F","DEG","MAC","Mean H",47000
2012,1,"F","DEG","MAC","Count",170
2005,1,"F","DEG","FAR","P10",7000
2005,1,"F","DEG","FAR","P90",48700
2005,1,"F","DEG","FAR","P20",12400
2005,1,"F","DEG","FAR","P40",20800
2005,1,"F","DEG","FAR","P60",30900
2005,1,"F","DEG","FAR","P80",41800
2005,1,"F","DEG","FAR","P25",14800
2005,1,"F","DEG","FAR","P50",24400
2005,1,"F","DEG","FAR","P75",38600
2005,1,"F","DEG","FAR","Mean",27900
2005,1,"F","DEG","FAR","Mean L",25700
2005,1,"F","DEG","FAR","Mean H",30100
2005,1,"F","DEG","FAR","Count",410
2005,2,"F","DEG","FAR","P10",9300
2005,2,"F","DEG","FAR","P90",54300
2005,2,"F","DEG","FAR","P20",15000
2005,2,"F","DEG","FAR","P40",24700
2005,2,"F","DEG","FAR","P60",35200
2005,2,"F","DEG","FAR","P80",45500
2005,2,"F","DEG","FAR","P25",17800
2005,2,"F","DEG","FAR","P50",31100
2005,2,"F","DEG","FAR","P75",41800
2005,2,"F","DEG","FAR","Mean",31800
2005,2,"F","DEG","FAR","Mean L",29400
2005,2,"F","DEG","FAR","Mean H",34200
2005,2,"F","DEG","FAR","Count",350
2005,3,"F","DEG","FAR","P10",7900
2005,3,"F","DEG","FAR","P90",57500
2005,3,"F","DEG","FAR","P20",14100
2005,3,"F","DEG","FAR","P40",28900
2005,3,"F","DEG","FAR","P60",39300
2005,3,"F","DEG","FAR","P80",50400
2005,3,"F","DEG","FAR","P25",17700
2005,3,"F","DEG","FAR","P50",34500
2005,3,"F","DEG","FAR","P75",45100
2005,3,"F","DEG","FAR","Mean",33600
2005,3,"F","DEG","FAR","Mean L",31400
2005,3,"F","DEG","FAR","Mean H",35700
2005,3,"F","DEG","FAR","Count",310
2005,4,"F","DEG","FAR","P10",7200
2005,4,"F","DEG","FAR","P90",61500
2005,4,"F","DEG","FAR","P20",12300
2005,4,"F","DEG","FAR","P40",27400
2005,4,"F","DEG","FAR","P60",39600
2005,4,"F","DEG","FAR","P80",50600
2005,4,"F","DEG","FAR","P25",15800
2005,4,"F","DEG","FAR","P50",34600
2005,4,"F","DEG","FAR","P75",48300
2005,4,"F","DEG","FAR","Mean",34700
2005,4,"F","DEG","FAR","Mean L",32100
2005,4,"F","DEG","FAR","Mean H",37300
2005,4,"F","DEG","FAR","Count",280
2005,5,"F","DEG","FAR","P10",7900
2005,5,"F","DEG","FAR","P90",66100
2005,5,"F","DEG","FAR","P20",12800
2005,5,"F","DEG","FAR","P40",26700
2005,5,"F","DEG","FAR","P60",40600
2005,5,"F","DEG","FAR","P80",55100
2005,5,"F","DEG","FAR","P25",15400
2005,5,"F","DEG","FAR","P50",32400
2005,5,"F","DEG","FAR","P75",51200
2005,5,"F","DEG","FAR","Mean",35700
2005,5,"F","DEG","FAR","Mean L",32800
2005,5,"F","DEG","FAR","Mean H",38600
2005,5,"F","DEG","FAR","Count",260
2005,6,"F","DEG","FAR","P10",7200
2005,6,"F","DEG","FAR","P90",69600
2005,6,"F","DEG","FAR","P20",14500
2005,6,"F","DEG","FAR","P40",26800
2005,6,"F","DEG","FAR","P60",42300
2005,6,"F","DEG","FAR","P80",56400
2005,6,"F","DEG","FAR","P25",17900
2005,6,"F","DEG","FAR","P50",36300
2005,6,"F","DEG","FAR","P75",53600
2005,6,"F","DEG","FAR","Mean",38100
2005,6,"F","DEG","FAR","Mean L",34700
2005,6,"F","DEG","FAR","Mean H",41500
2005,6,"F","DEG","FAR","Count",240
2005,7,"F","DEG","FAR","P10",7300
2005,7,"F","DEG","FAR","P90",80700
2005,7,"F","DEG","FAR","P20",14800
2005,7,"F","DEG","FAR","P40",25800
2005,7,"F","DEG","FAR","P60",44400
2005,7,"F","DEG","FAR","P80",61700
2005,7,"F","DEG","FAR","P25",17700
2005,7,"F","DEG","FAR","P50",36900
2005,7,"F","DEG","FAR","P75",56400
2005,7,"F","DEG","FAR","Mean",40400
2005,7,"F","DEG","FAR","Mean L",36600
2005,7,"F","DEG","FAR","Mean H",44200
2005,7,"F","DEG","FAR","Count",230
2005,8,"F","DEG","FAR","P10",7500
2005,8,"F","DEG","FAR","P90",79600
2005,8,"F","DEG","FAR","P20",14500
2005,8,"F","DEG","FAR","P40",31000
2005,8,"F","DEG","FAR","P60",46500
2005,8,"F","DEG","FAR","P80",66600
2005,8,"F","DEG","FAR","P25",17700
2005,8,"F","DEG","FAR","P50",38800
2005,8,"F","DEG","FAR","P75",60900
2005,8,"F","DEG","FAR","Mean",42300
2005,8,"F","DEG","FAR","Mean L",38400
2005,8,"F","DEG","FAR","Mean H",46300
2005,8,"F","DEG","FAR","Count",220
2006,1,"F","DEG","FAR","P10",8100
2006,1,"F","DEG","FAR","P90",45900
2006,1,"F","DEG","FAR","P20",13300
2006,1,"F","DEG","FAR","P40",21400
2006,1,"F","DEG","FAR","P60",31700
2006,1,"F","DEG","FAR","P80",41600
2006,1,"F","DEG","FAR","P25",14800
2006,1,"F","DEG","FAR","P50",26600
2006,1,"F","DEG","FAR","P75",38400
2006,1,"F","DEG","FAR","Mean",27500
2006,1,"F","DEG","FAR","Mean L",26000
2006,1,"F","DEG","FAR","Mean H",29000
2006,1,"F","DEG","FAR","Count",440
2006,2,"F","DEG","FAR","P10",10200
2006,2,"F","DEG","FAR","P90",52600
2006,2,"F","DEG","FAR","P20",14800
2006,2,"F","DEG","FAR","P40",27000
2006,2,"F","DEG","FAR","P60",36300
2006,2,"F","DEG","FAR","P80",45500
2006,2,"F","DEG","FAR","P25",18200
2006,2,"F","DEG","FAR","P50",31800
2006,2,"F","DEG","FAR","P75",43700
2006,2,"F","DEG","FAR","Mean",31600
2006,2,"F","DEG","FAR","Mean L",29900
2006,2,"F","DEG","FAR","Mean H",33200
2006,2,"F","DEG","FAR","Count",390
2006,3,"F","DEG","FAR","P10",10800
2006,3,"F","DEG","FAR","P90",56500
2006,3,"F","DEG","FAR","P20",17200
2006,3,"F","DEG","FAR","P40",29400
2006,3,"F","DEG","FAR","P60",41600
2006,3,"F","DEG","FAR","P80",50400
2006,3,"F","DEG","FAR","P25",19200
2006,3,"F","DEG","FAR","P50",35600
2006,3,"F","DEG","FAR","P75",47900
2006,3,"F","DEG","FAR","Mean",34400
2006,3,"F","DEG","FAR","Mean L",32600
2006,3,"F","DEG","FAR","Mean H",36300
2006,3,"F","DEG","FAR","Count",340
2006,4,"F","DEG","FAR","P10",9000
2006,4,"F","DEG","FAR","P90",59400
2006,4,"F","DEG","FAR","P20",15300
2006,4,"F","DEG","FAR","P40",29300
2006,4,"F","DEG","FAR","P60",42200
2006,4,"F","DEG","FAR","P80",52000
2006,4,"F","DEG","FAR","P25",19200
2006,4,"F","DEG","FAR","P50",36400
2006,4,"F","DEG","FAR","P75",48800
2006,4,"F","DEG","FAR","Mean",35000
2006,4,"F","DEG","FAR","Mean L",32900
2006,4,"F","DEG","FAR","Mean H",37200
2006,4,"F","DEG","FAR","Count",300
2006,5,"F","DEG","FAR","P10",8700
2006,5,"F","DEG","FAR","P90",63700
2006,5,"F","DEG","FAR","P20",14900
2006,5,"F","DEG","FAR","P40",28400
2006,5,"F","DEG","FAR","P60",42700
2006,5,"F","DEG","FAR","P80",56400
2006,5,"F","DEG","FAR","P25",17500
2006,5,"F","DEG","FAR","P50",34800
2006,5,"F","DEG","FAR","P75",52400
2006,5,"F","DEG","FAR","Mean",36200
2006,5,"F","DEG","FAR","Mean L",33700
2006,5,"F","DEG","FAR","Mean H",38600
2006,5,"F","DEG","FAR","Count",290
2006,6,"F","DEG","FAR","P10",9900
2006,6,"F","DEG","FAR","P90",67400
2006,6,"F","DEG","FAR","P20",15300
2006,6,"F","DEG","FAR","P40",29300
2006,6,"F","DEG","FAR","P60",45600
2006,6,"F","DEG","FAR","P80",59300
2006,6,"F","DEG","FAR","P25",19500
2006,6,"F","DEG","FAR","P50",38300
2006,6,"F","DEG","FAR","P75",55200
2006,6,"F","DEG","FAR","Mean",38700
2006,6,"F","DEG","FAR","Mean L",35900
2006,6,"F","DEG","FAR","Mean H",41500
2006,6,"F","DEG","FAR","Count",260
2006,7,"F","DEG","FAR","P10",8400
2006,7,"F","DEG","FAR","P90",71700
2006,7,"F","DEG","FAR","P20",14400
2006,7,"F","DEG","FAR","P40",29300
2006,7,"F","DEG","FAR","P60",46400
2006,7,"F","DEG","FAR","P80",64200
2006,7,"F","DEG","FAR","P25",17600
2006,7,"F","DEG","FAR","P50",35400
2006,7,"F","DEG","FAR","P75",60000
2006,7,"F","DEG","FAR","Mean",39400
2006,7,"F","DEG","FAR","Mean L",36500
2006,7,"F","DEG","FAR","Mean H",42400
2006,7,"F","DEG","FAR","Count",270
2007,1,"F","DEG","FAR","P10",8400
2007,1,"F","DEG","FAR","P90",48300
2007,1,"F","DEG","FAR","P20",13500
2007,1,"F","DEG","FAR","P40",22200
2007,1,"F","DEG","FAR","P60",32100
2007,1,"F","DEG","FAR","P80",40900
2007,1,"F","DEG","FAR","P25",15600
2007,1,"F","DEG","FAR","P50",26500
2007,1,"F","DEG","FAR","P75",38000
2007,1,"F","DEG","FAR","Mean",28200
2007,1,"F","DEG","FAR","Mean L",26700
2007,1,"F","DEG","FAR","Mean H",29700
2007,1,"F","DEG","FAR","Count",480
2007,2,"F","DEG","FAR","P10",7700
2007,2,"F","DEG","FAR","P90",53100
2007,2,"F","DEG","FAR","P20",14500
2007,2,"F","DEG","FAR","P40",24100
2007,2,"F","DEG","FAR","P60",35200
2007,2,"F","DEG","FAR","P80",44100
2007,2,"F","DEG","FAR","P25",16300
2007,2,"F","DEG","FAR","P50",29600
2007,2,"F","DEG","FAR","P75",41200
2007,2,"F","DEG","FAR","Mean",30200
2007,2,"F","DEG","FAR","Mean L",28600
2007,2,"F","DEG","FAR","Mean H",31900
2007,2,"F","DEG","FAR","Count",420
2007,3,"F","DEG","FAR","P10",8700
2007,3,"F","DEG","FAR","P90",57900
2007,3,"F","DEG","FAR","P20",14600
2007,3,"F","DEG","FAR","P40",24200
2007,3,"F","DEG","FAR","P60",36300
2007,3,"F","DEG","FAR","P80",46200
2007,3,"F","DEG","FAR","P25",16700
2007,3,"F","DEG","FAR","P50",31000
2007,3,"F","DEG","FAR","P75",44100
2007,3,"F","DEG","FAR","Mean",31600
2007,3,"F","DEG","FAR","Mean L",29700
2007,3,"F","DEG","FAR","Mean H",33500
2007,3,"F","DEG","FAR","Count",360
2007,4,"F","DEG","FAR","P10",7300
2007,4,"F","DEG","FAR","P90",61700
2007,4,"F","DEG","FAR","P20",14900
2007,4,"F","DEG","FAR","P40",26600
2007,4,"F","DEG","FAR","P60",39300
2007,4,"F","DEG","FAR","P80",49900
2007,4,"F","DEG","FAR","P25",18200
2007,4,"F","DEG","FAR","P50",34500
2007,4,"F","DEG","FAR","P75",46700
2007,4,"F","DEG","FAR","Mean",34300
2007,4,"F","DEG","FAR","Mean L",32100
2007,4,"F","DEG","FAR","Mean H",36600
2007,4,"F","DEG","FAR","Count",330
2007,5,"F","DEG","FAR","P10",7100
2007,5,"F","DEG","FAR","P90",65000
2007,5,"F","DEG","FAR","P20",14100
2007,5,"F","DEG","FAR","P40",28200
2007,5,"F","DEG","FAR","P60",40400
2007,5,"F","DEG","FAR","P80",52800
2007,5,"F","DEG","FAR","P25",17200
2007,5,"F","DEG","FAR","P50",35900
2007,5,"F","DEG","FAR","P75",50100
2007,5,"F","DEG","FAR","Mean",35800
2007,5,"F","DEG","FAR","Mean L",33300
2007,5,"F","DEG","FAR","Mean H",38300
2007,5,"F","DEG","FAR","Count",320
2007,6,"F","DEG","FAR","P10",8300
2007,6,"F","DEG","FAR","P90",68700
2007,6,"F","DEG","FAR","P20",14100
2007,6,"F","DEG","FAR","P40",28500
2007,6,"F","DEG","FAR","P60",43100
2007,6,"F","DEG","FAR","P80",56000
2007,6,"F","DEG","FAR","P25",17300
2007,6,"F","DEG","FAR","P50",37700
2007,6,"F","DEG","FAR","P75",53700
2007,6,"F","DEG","FAR","Mean",37800
2007,6,"F","DEG","FAR","Mean L",34900
2007,6,"F","DEG","FAR","Mean H",40700
2007,6,"F","DEG","FAR","Count",290
2008,1,"F","DEG","FAR","P10",7900
