"Grade","Years","Sex","Credential","Field","Measure","Value"
2007,5,"F","DIP","FAR","P40",25100
2007,5,"F","DIP","FAR","P60",35500
2007,5,"F","DIP","FAR","P80",47400
2007,5,"F","DIP","FAR","P25",15500
2007,5,"F","DIP","FAR","P50",31500
2007,5,"F","DIP","FAR","P75",45200
2007,5,"F","DIP","FAR","Mean",32400
2007,5,"F","DIP","FAR","Mean L",28800
2007,5,"F","DIP","FAR","Mean H",36100
2007,5,"F","DIP","FAR","Count",200
2007,6,"F","DIP","FAR","P10",9100
2007,6,"F","DIP","FAR","P90",57700
2007,6,"F","DIP","FAR","P20",15200
2007,6,"F","DIP","FAR","P40",28300
2007,6,"F","DIP","FAR","P60",37400
2007,6,"F","DIP","FAR","P80",50200
2007,6,"F","DIP","FAR","P25",17300
2007,6,"F","DIP","FAR","P50",32700
2007,6,"F","DIP","FAR","P75",47200
2007,6,"F","DIP","FAR","Mean",35800
2007,6,"F","DIP","FAR","Mean L",31300
2007,6,"F","DIP","FAR","Mean H",40300
2007,6,"F","DIP","FAR","Count",190
2008,1,"F","DIP","FAR","P10",7500
2008,1,"F","DIP","FAR","P90",41400
2008,1,"F","DIP","FAR","P20",11700
2008,1,"F","DIP","FAR","P40",17800
2008,1,"F","DIP","FAR","P60",25200
2008,1,"F","DIP","FAR","P80",34600
2008,1,"F","DIP","FAR","P25",13000
2008,1,"F","DIP","FAR","P50",22700
2008,1,"F","DIP","FAR","P75",31500
2008,1,"F","DIP","FAR","Mean",23400
2008,1,"F","DIP","FAR","Mean L",21800
2008,1,"F","DIP","FAR","Mean H",24900
2008,1,"F","DIP","FAR","Count",290
2008,2,"F","DIP","FAR","P10",8100
2008,2,"F","DIP","FAR","P90",45000
2008,2,"F","DIP","FAR","P20",13200
2008,2,"F","DIP","FAR","P40",20100
2008,2,"F","DIP","FAR","P60",29200
2008,2,"F","DIP","FAR","P80",38200
2008,2,"F","DIP","FAR","P25",14700
2008,2,"F","DIP","FAR","P50",25200
2008,2,"F","DIP","FAR","P75",35500
2008,2,"F","DIP","FAR","Mean",26100
2008,2,"F","DIP","FAR","Mean L",24300
2008,2,"F","DIP","FAR","Mean H",27800
2008,2,"F","DIP","FAR","Count",250
2008,3,"F","DIP","FAR","P10",9100
2008,3,"F","DIP","FAR","P90",49900
2008,3,"F","DIP","FAR","P20",14300
2008,3,"F","DIP","FAR","P40",25200
2008,3,"F","DIP","FAR","P60",32900
2008,3,"F","DIP","FAR","P80",43900
2008,3,"F","DIP","FAR","P25",16100
2008,3,"F","DIP","FAR","P50",29200
2008,3,"F","DIP","FAR","P75",41100
2008,3,"F","DIP","FAR","Mean",30200
2008,3,"F","DIP","FAR","Mean L",27800
2008,3,"F","DIP","FAR","Mean H",32600
2008,3,"F","DIP","FAR","Count",230
2008,4,"F","DIP","FAR","P10",8900
2008,4,"F","DIP","FAR","P90",52100
2008,4,"F","DIP","FAR","P20",15200
2008,4,"F","DIP","FAR","P40",26500
2008,4,"F","DIP","FAR","P60",36300
2008,4,"F","DIP","FAR","P80",45800
2008,4,"F","DIP","FAR","P25",17900
2008,4,"F","DIP","FAR","P50",32000
2008,4,"F","DIP","FAR","P75",44200
2008,4,"F","DIP","FAR","Mean",32400
2008,4,"F","DIP","FAR","Mean L",29700
2008,4,"F","DIP","FAR","Mean H",35100
2008,4,"F","DIP","FAR","Count",220
2008,5,"F","DIP","FAR","P10",9800
2008,5,"F","DIP","FAR","P90",61200
2008,5,"F","DIP","FAR","P20",14300
2008,5,"F","DIP","FAR","P40",28300
2008,5,"F","DIP","FAR","P60",39200
2008,5,"F","DIP","FAR","P80",49500
2008,5,"F","DIP","FAR","P25",18500
2008,5,"F","DIP","FAR","P50",32900
2008,5,"F","DIP","FAR","P75",46800
2008,5,"F","DIP","FAR","Mean",34400
2008,5,"F","DIP","FAR","Mean L",31700
2008,5,"F","DIP","FAR","Mean H",37100
2008,5,"F","DIP","FAR","Count",210
2009,1,"F","DIP","FAR","P10",8000
2009,1,"F","DIP","FAR","P90",36700
2009,1,"F","DIP","FAR","P20",12500
2009,1,"F","DIP","FAR","P40",18600
2009,1,"F","DIP","FAR","P60",25000
2009,1,"F","DIP","FAR","P80",31800
2009,1,"F","DIP","FAR","P25",14200
2009,1,"F","DIP","FAR","P50",20800
2009,1,"F","DIP","FAR","P75",30100
2009,1,"F","DIP","FAR","Mean",22200
2009,1,"F","DIP","FAR","Mean L",20900
2009,1,"F","DIP","FAR","Mean H",23500
2009,1,"F","DIP","FAR","Count",280
2009,2,"F","DIP","FAR","P10",8900
2009,2,"F","DIP","FAR","P90",42300
2009,2,"F","DIP","FAR","P20",13400
2009,2,"F","DIP","FAR","P40",22300
2009,2,"F","DIP","FAR","P60",29300
2009,2,"F","DIP","FAR","P80",37500
2009,2,"F","DIP","FAR","P25",16100
2009,2,"F","DIP","FAR","P50",25700
2009,2,"F","DIP","FAR","P75",35800
2009,2,"F","DIP","FAR","Mean",26100
2009,2,"F","DIP","FAR","Mean L",24400
2009,2,"F","DIP","FAR","Mean H",27700
2009,2,"F","DIP","FAR","Count",260
2009,3,"F","DIP","FAR","P10",9100
2009,3,"F","DIP","FAR","P90",47500
2009,3,"F","DIP","FAR","P20",14200
2009,3,"F","DIP","FAR","P40",23800
2009,3,"F","DIP","FAR","P60",30600
2009,3,"F","DIP","FAR","P80",40800
2009,3,"F","DIP","FAR","P25",17400
2009,3,"F","DIP","FAR","P50",27700
2009,3,"F","DIP","FAR","P75",38200
2009,3,"F","DIP","FAR","Mean",28300
2009,3,"F","DIP","FAR","Mean L",26500
2009,3,"F","DIP","FAR","Mean H",30200
2009,3,"F","DIP","FAR","Count",250
2009,4,"F","DIP","FAR","P10",10000
2009,4,"F","DIP","FAR","P90",51800
2009,4,"F","DIP","FAR","P20",16900
2009,4,"F","DIP","FAR","P40",26200
2009,4,"F","DIP","FAR","P60",33300
2009,4,"F","DIP","FAR","P80",44500
2009,4,"F","DIP","FAR","P25",19400
2009,4,"F","DIP","FAR","P50",29600
2009,4,"F","DIP","FAR","P75",40700
2009,4,"F","DIP","FAR","Mean",30700
2009,4,"F","DIP","FAR","Mean L",28600
2009,4,"F","DIP","FAR","Mean H",32800
2009,4,"F","DIP","FAR","Count",230
2010,1,"F","DIP","FAR","P10",8800
2010,1,"F","DIP","FAR","P90",40000
2010,1,"F","DIP","FAR","P20",12400
2010,1,"F","DIP","FAR","P40",19500
2010,1,"F","DIP","FAR","P60",25500
2010,1,"F","DIP","FAR","P80",33400
2010,1,"F","DIP","FAR","P25",14400
2010,1,"F","DIP","FAR","P50",22400
2010,1,"F","DIP","FAR","P75",32100
2010,1,"F","DIP","FAR","Mean",23700
2010,1,"F","DIP","FAR","Mean L",22400
2010,1,"F","DIP","FAR","Mean H",25000
2010,1,"F","DIP","FAR","Count",350
2010,2,"F","DIP","FAR","P10",9900
2010,2,"F","DIP","FAR","P90",47200
2010,2,"F","DIP","FAR","P20",14600
2010,2,"F","DIP","FAR","P40",23400
2010,2,"F","DIP","FAR","P60",31000
2010,2,"F","DIP","FAR","P80",39300
2010,2,"F","DIP","FAR","P25",16300
2010,2,"F","DIP","FAR","P50",27100
2010,2,"F","DIP","FAR","P75",37400
2010,2,"F","DIP","FAR","Mean",28100
2010,2,"F","DIP","FAR","Mean L",26400
2010,2,"F","DIP","FAR","Mean H",29700
2010,2,"F","DIP","FAR","Count",320
2010,3,"F","DIP","FAR","P10",9200
2010,3,"F","DIP","FAR","P90",48400
2010,3,"F","DIP","FAR","P20",14500
2010,3,"F","DIP","FAR","P40",24200
2010,3,"F","DIP","FAR","P60",32900
2010,3,"F","DIP","FAR","P80",42300
2010,3,"F","DIP","FAR","P25",16200
2010,3,"F","DIP","FAR","P50",29600
2010,3,"F","DIP","FAR","P75",40500
2010,3,"F","DIP","FAR","Mean",29200
2010,3,"F","DIP","FAR","Mean L",27300
2010,3,"F","DIP","FAR","Mean H",31000
2010,3,"F","DIP","FAR","Count",290
2011,1,"F","DIP","FAR","P10",9000
2011,1,"F","DIP","FAR","P90",40200
2011,1,"F","DIP","FAR","P20",13200
2011,1,"F","DIP","FAR","P40",19800
2011,1,"F","DIP","FAR","P60",26000
2011,1,"F","DIP","FAR","P80",34500
2011,1,"F","DIP","FAR","P25",15000
2011,1,"F","DIP","FAR","P50",23100
2011,1,"F","DIP","FAR","P75",31800
2011,1,"F","DIP","FAR","Mean",23900
2011,1,"F","DIP","FAR","Mean L",22700
2011,1,"F","DIP","FAR","Mean H",25100
2011,1,"F","DIP","FAR","Count",410
2011,2,"F","DIP","FAR","P10",9100
2011,2,"F","DIP","FAR","P90",45900
2011,2,"F","DIP","FAR","P20",14900
2011,2,"F","DIP","FAR","P40",24400
2011,2,"F","DIP","FAR","P60",30400
2011,2,"F","DIP","FAR","P80",39500
2011,2,"F","DIP","FAR","P25",16800
2011,2,"F","DIP","FAR","P50",27600
2011,2,"F","DIP","FAR","P75",36500
2011,2,"F","DIP","FAR","Mean",27500
2011,2,"F","DIP","FAR","Mean L",26100
2011,2,"F","DIP","FAR","Mean H",29000
2011,2,"F","DIP","FAR","Count",360
2012,1,"F","DIP","FAR","P10",8300
2012,1,"F","DIP","FAR","P90",41300
2012,1,"F","DIP","FAR","P20",11400
2012,1,"F","DIP","FAR","P40",18600
2012,1,"F","DIP","FAR","P60",25400
2012,1,"F","DIP","FAR","P80",34400
2012,1,"F","DIP","FAR","P25",13500
2012,1,"F","DIP","FAR","P50",21700
2012,1,"F","DIP","FAR","P75",31500
2012,1,"F","DIP","FAR","Mean",23300
2012,1,"F","DIP","FAR","Mean L",22100
2012,1,"F","DIP","FAR","Mean H",24600
2012,1,"F","DIP","FAR","Count",410
2005,1,"F","DIP","SAG","P10",11700
2005,1,"F","DIP","SAG","P90",50300
2005,1,"F","DIP","SAG","P20",15300
2005,1,"F","DIP","SAG","P40",24000
2005,1,"F","DIP","SAG","P60",33100
2005,1,"F","DIP","SAG","P80",44900
2005,1,"F","DIP","SAG","P25",16700
2005,1,"F","DIP","SAG","P50",28900
2005,1,"F","DIP","SAG","P75",42500
2005,1,"F","DIP","SAG","Mean",29600
2005,1,"F","DIP","SAG","Mean L",26800
2005,1,"F","DIP","SAG","Mean H",32300
2005,1,"F","DIP","SAG","Count",110
2005,2,"F","DIP","SAG","P10",13200
2005,2,"F","DIP","SAG","P90",55400
2005,2,"F","DIP","SAG","P20",20400
2005,2,"F","DIP","SAG","P40",31200
2005,2,"F","DIP","SAG","P60",38500
2005,2,"F","DIP","SAG","P80",47800
2005,2,"F","DIP","SAG","P25",22600
2005,2,"F","DIP","SAG","P50",33600
2005,2,"F","DIP","SAG","P75",46400
2005,2,"F","DIP","SAG","Mean",34400
2005,2,"F","DIP","SAG","Mean L",31200
2005,2,"F","DIP","SAG","Mean H",37600
2005,2,"F","DIP","SAG","Count",100
2005,3,"F","DIP","SAG","P10",12500
2005,3,"F","DIP","SAG","P90",55900
2005,3,"F","DIP","SAG","P20",22800
2005,3,"F","DIP","SAG","P40",32600
2005,3,"F","DIP","SAG","P60",45800
2005,3,"F","DIP","SAG","P80",53000
2005,3,"F","DIP","SAG","P25",28000
2005,3,"F","DIP","SAG","P50",37800
2005,3,"F","DIP","SAG","P75",51600
2005,3,"F","DIP","SAG","Mean",38300
2005,3,"F","DIP","SAG","Mean L",34600
2005,3,"F","DIP","SAG","Mean H",42000
2005,3,"F","DIP","SAG","Count",100
2005,4,"F","DIP","SAG","P10",13300
2005,4,"F","DIP","SAG","P90",65000
2005,4,"F","DIP","SAG","P20",23200
2005,4,"F","DIP","SAG","P40",33200
2005,4,"F","DIP","SAG","P60",42700
2005,4,"F","DIP","SAG","P80",58800
2005,4,"F","DIP","SAG","P25",28000
2005,4,"F","DIP","SAG","P50",38300
2005,4,"F","DIP","SAG","P75",55200
2005,4,"F","DIP","SAG","Mean",40400
2005,4,"F","DIP","SAG","Mean L",36100
2005,4,"F","DIP","SAG","Mean H",44700
2005,4,"F","DIP","SAG","Count",90
2005,5,"F","DIP","SAG","P10",8600
2005,5,"F","DIP","SAG","P90",64700
2005,5,"F","DIP","SAG","P20",19900
2005,5,"F","DIP","SAG","P40",33100
2005,5,"F","DIP","SAG","P60",44100
2005,5,"F","DIP","SAG","P80",58000
2005,5,"F","DIP","SAG","P25",25000
2005,5,"F","DIP","SAG","P50",36900
2005,5,"F","DIP","SAG","P75",55000
2005,5,"F","DIP","SAG","Mean",39100
2005,5,"F","DIP","SAG","Mean L",34500
2005,5,"F","DIP","SAG","Mean H",43600
2005,5,"F","DIP","SAG","Count",80
2005,6,"F","DIP","SAG","P10",13000
2005,6,"F","DIP","SAG","P90",68000
2005,6,"F","DIP","SAG","P20",26800
2005,6,"F","DIP","SAG","P40",38500
2005,6,"F","DIP","SAG","P60",47700
2005,6,"F","DIP","SAG","P80",57200
2005,6,"F","DIP","SAG","P25",28000
2005,6,"F","DIP","SAG","P50",41300
2005,6,"F","DIP","SAG","P75",54500
2005,6,"F","DIP","SAG","Mean",42200
2005,6,"F","DIP","SAG","Mean L",37600
2005,6,"F","DIP","SAG","Mean H",46800
2005,6,"F","DIP","SAG","Count",80
2005,7,"F","DIP","SAG","P10",10300
2005,7,"F","DIP","SAG","P90",62500
2005,7,"F","DIP","SAG","P20",23900
2005,7,"F","DIP","SAG","P40",39000
2005,7,"F","DIP","SAG","P60",43900
2005,7,"F","DIP","SAG","P80",54700
2005,7,"F","DIP","SAG","P25",28400
2005,7,"F","DIP","SAG","P50",39900
2005,7,"F","DIP","SAG","P75",53500
2005,7,"F","DIP","SAG","Mean",39500
2005,7,"F","DIP","SAG","Mean L",35300
2005,7,"F","DIP","SAG","Mean H",43700
2005,7,"F","DIP","SAG","Count",80
2005,8,"F","DIP","SAG","P10",13700
2005,8,"F","DIP","SAG","P90",64200
2005,8,"F","DIP","SAG","P20",16100
2005,8,"F","DIP","SAG","P40",32600
2005,8,"F","DIP","SAG","P60",46600
2005,8,"F","DIP","SAG","P80",58500
2005,8,"F","DIP","SAG","P25",19100
2005,8,"F","DIP","SAG","P50",40700
2005,8,"F","DIP","SAG","P75",54700
2005,8,"F","DIP","SAG","Mean",38700
2005,8,"F","DIP","SAG","Mean L",33800
2005,8,"F","DIP","SAG","Mean H",43500
2005,8,"F","DIP","SAG","Count",70
2006,1,"F","DIP","SAG","P10",11400
2006,1,"F","DIP","SAG","P90",50700
2006,1,"F","DIP","SAG","P20",18100
2006,1,"F","DIP","SAG","P40",28000
2006,1,"F","DIP","SAG","P60",35100
2006,1,"F","DIP","SAG","P80",44900
2006,1,"F","DIP","SAG","P25",20700
2006,1,"F","DIP","SAG","P50",31900
2006,1,"F","DIP","SAG","P75",42800
2006,1,"F","DIP","SAG","Mean",32900
2006,1,"F","DIP","SAG","Mean L",29900
2006,1,"F","DIP","SAG","Mean H",35800
2006,1,"F","DIP","SAG","Count",140
2006,2,"F","DIP","SAG","P10",11900
2006,2,"F","DIP","SAG","P90",55200
2006,2,"F","DIP","SAG","P20",19600
2006,2,"F","DIP","SAG","P40",32400
2006,2,"F","DIP","SAG","P60",37900
2006,2,"F","DIP","SAG","P80",47400
2006,2,"F","DIP","SAG","P25",26200
2006,2,"F","DIP","SAG","P50",34500
2006,2,"F","DIP","SAG","P75",44400
2006,2,"F","DIP","SAG","Mean",35700
2006,2,"F","DIP","SAG","Mean L",32100
2006,2,"F","DIP","SAG","Mean H",39200
2006,2,"F","DIP","SAG","Count",120
2006,3,"F","DIP","SAG","P10",7100
2006,3,"F","DIP","SAG","P90",59400
2006,3,"F","DIP","SAG","P20",16800
2006,3,"F","DIP","SAG","P40",32700
2006,3,"F","DIP","SAG","P60",41000
2006,3,"F","DIP","SAG","P80",53900
2006,3,"F","DIP","SAG","P25",20100
2006,3,"F","DIP","SAG","P50",37400
2006,3,"F","DIP","SAG","P75",50100
2006,3,"F","DIP","SAG","Mean",36400
2006,3,"F","DIP","SAG","Mean L",32200
2006,3,"F","DIP","SAG","Mean H",40600
2006,3,"F","DIP","SAG","Count",110
2006,4,"F","DIP","SAG","P10",8900
2006,4,"F","DIP","SAG","P90",60300
2006,4,"F","DIP","SAG","P20",20000
2006,4,"F","DIP","SAG","P40",36200
2006,4,"F","DIP","SAG","P60",43100
2006,4,"F","DIP","SAG","P80",54000
2006,4,"F","DIP","SAG","P25",23000
2006,4,"F","DIP","SAG","P50",39800
2006,4,"F","DIP","SAG","P75",53100
2006,4,"F","DIP","SAG","Mean",39000
2006,4,"F","DIP","SAG","Mean L",34300
2006,4,"F","DIP","SAG","Mean H",43800
2006,4,"F","DIP","SAG","Count",100
2006,5,"F","DIP","SAG","P10",15300
2006,5,"F","DIP","SAG","P90",62700
2006,5,"F","DIP","SAG","P20",23900
2006,5,"F","DIP","SAG","P40",39800
2006,5,"F","DIP","SAG","P60",46400
2006,5,"F","DIP","SAG","P80",54500
2006,5,"F","DIP","SAG","P25",28200
2006,5,"F","DIP","SAG","P50",42500
2006,5,"F","DIP","SAG","P75",53700
2006,5,"F","DIP","SAG","Mean",42100
2006,5,"F","DIP","SAG","Mean L",37400
2006,5,"F","DIP","SAG","Mean H",46900
2006,5,"F","DIP","SAG","Count",90
2006,6,"F","DIP","SAG","P10",8100
2006,6,"F","DIP","SAG","P90",63400
2006,6,"F","DIP","SAG","P20",21700
2006,6,"F","DIP","SAG","P40",36700
2006,6,"F","DIP","SAG","P60",47300
2006,6,"F","DIP","SAG","P80",58000
2006,6,"F","DIP","SAG","P25",24900
2006,6,"F","DIP","SAG","P50",42700
2006,6,"F","DIP","SAG","P75",54700
2006,6,"F","DIP","SAG","Mean",42000
2006,6,"F","DIP","SAG","Mean L",36200
2006,6,"F","DIP","SAG","Mean H",47800
2006,6,"F","DIP","SAG","Count",90
2006,7,"F","DIP","SAG","P10",9700
2006,7,"F","DIP","SAG","P90",67200
2006,7,"F","DIP","SAG","P20",25000
2006,7,"F","DIP","SAG","P40",36700
2006,7,"F","DIP","SAG","P60",48000
2006,7,"F","DIP","SAG","P80",57800
2006,7,"F","DIP","SAG","P25",27100
2006,7,"F","DIP","SAG","P50",43600
2006,7,"F","DIP","SAG","P75",56400
2006,7,"F","DIP","SAG","Mean",43000
2006,7,"F","DIP","SAG","Mean L",37300
2006,7,"F","DIP","SAG","Mean H",48700
2006,7,"F","DIP","SAG","Count",80
2007,1,"F","DIP","SAG","P10",9600
2007,1,"F","DIP","SAG","P90",56600
2007,1,"F","DIP","SAG","P20",19300
2007,1,"F","DIP","SAG","P40",28100
2007,1,"F","DIP","SAG","P60",40000
2007,1,"F","DIP","SAG","P80",48100
2007,1,"F","DIP","SAG","P25",22100
2007,1,"F","DIP","SAG","P50",34200
2007,1,"F","DIP","SAG","P75",46300
2007,1,"F","DIP","SAG","Mean",34000
2007,1,"F","DIP","SAG","Mean L",31000
2007,1,"F","DIP","SAG","Mean H",37000
2007,1,"F","DIP","SAG","Count",120
2007,2,"F","DIP","SAG","P10",12500
2007,2,"F","DIP","SAG","P90",61100
2007,2,"F","DIP","SAG","P20",17500
2007,2,"F","DIP","SAG","P40",30200
2007,2,"F","DIP","SAG","P60",41600
2007,2,"F","DIP","SAG","P80",52900
2007,2,"F","DIP","SAG","P25",24700
2007,2,"F","DIP","SAG","P50",36200
2007,2,"F","DIP","SAG","P75",48300
2007,2,"F","DIP","SAG","Mean",36700
2007,2,"F","DIP","SAG","Mean L",33000
2007,2,"F","DIP","SAG","Mean H",40400
2007,2,"F","DIP","SAG","Count",100
2007,3,"F","DIP","SAG","P10",10500
2007,3,"F","DIP","SAG","P90",61200
2007,3,"F","DIP","SAG","P20",16000
2007,3,"F","DIP","SAG","P40",29300
2007,3,"F","DIP","SAG","P60",42400
2007,3,"F","DIP","SAG","P80",53000
2007,3,"F","DIP","SAG","P25",20800
2007,3,"F","DIP","SAG","P50",36600
2007,3,"F","DIP","SAG","P75",47800
2007,3,"F","DIP","SAG","Mean",36200
2007,3,"F","DIP","SAG","Mean L",31800
2007,3,"F","DIP","SAG","Mean H",40600
2007,3,"F","DIP","SAG","Count",90
2007,4,"F","DIP","SAG","P10",10700
2007,4,"F","DIP","SAG","P90",61000
2007,4,"F","DIP","SAG","P20",18400
2007,4,"F","DIP","SAG","P40",33300
2007,4,"F","DIP","SAG","P60",43600
2007,4,"F","DIP","SAG","P80",54000
2007,4,"F","DIP","SAG","P25",23800
2007,4,"F","DIP","SAG","P50",39400
2007,4,"F","DIP","SAG","P75",50800
2007,4,"F","DIP","SAG","Mean",38000
2007,4,"F","DIP","SAG","Mean L",33800
2007,4,"F","DIP","SAG","Mean H",42200
2007,4,"F","DIP","SAG","Count",80
2007,5,"F","DIP","SAG","P10",16100
2007,5,"F","DIP","SAG","P90",62500
2007,5,"F","DIP","SAG","P20",21800
2007,5,"F","DIP","SAG","P40",38200
2007,5,"F","DIP","SAG","P60",45200
2007,5,"F","DIP","SAG","P80",56100
2007,5,"F","DIP","SAG","P25",26700
2007,5,"F","DIP","SAG","P50",41800
2007,5,"F","DIP","SAG","P75",51100
2007,5,"F","DIP","SAG","Mean",40600
2007,5,"F","DIP","SAG","Mean L",36100
2007,5,"F","DIP","SAG","Mean H",45100
2007,5,"F","DIP","SAG","Count",70
2007,6,"F","DIP","SAG","P10",17800
2007,6,"F","DIP","SAG","P90",67900
2007,6,"F","DIP","SAG","P20",26300
2007,6,"F","DIP","SAG","P40",39500
2007,6,"F","DIP","SAG","P60",46400
2007,6,"F","DIP","SAG","P80",58200
2007,6,"F","DIP","SAG","P25",29900
2007,6,"F","DIP","SAG","P50",44100
2007,6,"F","DIP","SAG","P75",52700
2007,6,"F","DIP","SAG","Mean",43300
2007,6,"F","DIP","SAG","Mean L",38700
2007,6,"F","DIP","SAG","Mean H",48000
2007,6,"F","DIP","SAG","Count",70
2008,1,"F","DIP","SAG","P10",13600
2008,1,"F","DIP","SAG","P90",51000
2008,1,"F","DIP","SAG","P20",18900
2008,1,"F","DIP","SAG","P40",28800
2008,1,"F","DIP","SAG","P60",37900
2008,1,"F","DIP","SAG","P80",45900
2008,1,"F","DIP","SAG","P25",21400
2008,1,"F","DIP","SAG","P50",34400
2008,1,"F","DIP","SAG","P75",44900
2008,1,"F","DIP","SAG","Mean",33300
2008,1,"F","DIP","SAG","Mean L",30500
2008,1,"F","DIP","SAG","Mean H",36100
2008,1,"F","DIP","SAG","Count",110
2008,2,"F","DIP","SAG","P10",13000
2008,2,"F","DIP","SAG","P90",51200
2008,2,"F","DIP","SAG","P20",22000
2008,2,"F","DIP","SAG","P40",31500
2008,2,"F","DIP","SAG","P60",40700
2008,2,"F","DIP","SAG","P80",46200
2008,2,"F","DIP","SAG","P25",24600
2008,2,"F","DIP","SAG","P50",36600
2008,2,"F","DIP","SAG","P75",45100
2008,2,"F","DIP","SAG","Mean",34500
2008,2,"F","DIP","SAG","Mean L",31800
2008,2,"F","DIP","SAG","Mean H",37200
2008,2,"F","DIP","SAG","Count",110
2008,3,"F","DIP","SAG","P10",16400
2008,3,"F","DIP","SAG","P90",53600
2008,3,"F","DIP","SAG","P20",22100
2008,3,"F","DIP","SAG","P40",33800
2008,3,"F","DIP","SAG","P60",40200
2008,3,"F","DIP","SAG","P80",48700
2008,3,"F","DIP","SAG","P25",27500
2008,3,"F","DIP","SAG","P50",36500
2008,3,"F","DIP","SAG","P75",47300
2008,3,"F","DIP","SAG","Mean",35900
2008,3,"F","DIP","SAG","Mean L",33200
2008,3,"F","DIP","SAG","Mean H",38600
2008,3,"F","DIP","SAG","Count",110
2008,4,"F","DIP","SAG","P10",15900
2008,4,"F","DIP","SAG","P90",56700
2008,4,"F","DIP","SAG","P20",21000
2008,4,"F","DIP","SAG","P40",34500
2008,4,"F","DIP","SAG","P60",42100
2008,4,"F","DIP","SAG","P80",51400
2008,4,"F","DIP","SAG","P25",27500
2008,4,"F","DIP","SAG","P50",37900
2008,4,"F","DIP","SAG","P75",50000
2008,4,"F","DIP","SAG","Mean",37100
2008,4,"F","DIP","SAG","Mean L",33600
2008,4,"F","DIP","SAG","Mean H",40500
2008,4,"F","DIP","SAG","Count",100
2008,5,"F","DIP","SAG","P10",19400
2008,5,"F","DIP","SAG","P90",60800
2008,5,"F","DIP","SAG","P20",28700
2008,5,"F","DIP","SAG","P40",35800
2008,5,"F","DIP","SAG","P60",46600
2008,5,"F","DIP","SAG","P80",53900
2008,5,"F","DIP","SAG","P25",29800
2008,5,"F","DIP","SAG","P50",40200
2008,5,"F","DIP","SAG","P75",52100
2008,5,"F","DIP","SAG","Mean",41400
2008,5,"F","DIP","SAG","Mean L",37400
2008,5,"F","DIP","SAG","Mean H",45300
2008,5,"F","DIP","SAG","Count",90
2009,1,"F","DIP","SAG","P10",8800
2009,1,"F","DIP","SAG","P90",48200
2009,1,"F","DIP","SAG","P20",16800
2009,1,"F","DIP","SAG","P40",25500
2009,1,"F","DIP","SAG","P60",32700
2009,1,"F","DIP","SAG","P80",41500
2009,1,"F","DIP","SAG","P25",19600
2009,1,"F","DIP","SAG","P50",29400
2009,1,"F","DIP","SAG","P75",38800
2009,1,"F","DIP","SAG","Mean",29300
2009,1,"F","DIP","SAG","Mean L",27000
2009,1,"F","DIP","SAG","Mean H",31500
2009,1,"F","DIP","SAG","Count",160
2009,2,"F","DIP","SAG","P10",14000
2009,2,"F","DIP","SAG","P90",54600
2009,2,"F","DIP","SAG","P20",17900
2009,2,"F","DIP","SAG","P40",28500
2009,2,"F","DIP","SAG","P60",36200
2009,2,"F","DIP","SAG","P80",45700
2009,2,"F","DIP","SAG","P25",20800
2009,2,"F","DIP","SAG","P50",32900
2009,2,"F","DIP","SAG","P75",44300
2009,2,"F","DIP","SAG","Mean",33200
2009,2,"F","DIP","SAG","Mean L",30600
2009,2,"F","DIP","SAG","Mean H",35800
2009,2,"F","DIP","SAG","Count",150
2009,3,"F","DIP","SAG","P10",13700
2009,3,"F","DIP","SAG","P90",55500
2009,3,"F","DIP","SAG","P20",19900
2009,3,"F","DIP","SAG","P40",30800
2009,3,"F","DIP","SAG","P60",36900
2009,3,"F","DIP","SAG","P80",47300
2009,3,"F","DIP","SAG","P25",22100
2009,3,"F","DIP","SAG","P50",35200
2009,3,"F","DIP","SAG","P75",44300
2009,3,"F","DIP","SAG","Mean",34600
2009,3,"F","DIP","SAG","Mean L",31800
2009,3,"F","DIP","SAG","Mean H",37400
2009,3,"F","DIP","SAG","Count",140
2009,4,"F","DIP","SAG","P10",13300
2009,4,"F","DIP","SAG","P90",61900
2009,4,"F","DIP","SAG","P20",19900
2009,4,"F","DIP","SAG","P40",32300
2009,4,"F","DIP","SAG","P60",41200
2009,4,"F","DIP","SAG","P80",51500
2009,4,"F","DIP","SAG","P25",24400
2009,4,"F","DIP","SAG","P50",36500
2009,4,"F","DIP","SAG","P75",48000
2009,4,"F","DIP","SAG","Mean",36900
2009,4,"F","DIP","SAG","Mean L",33700
2009,4,"F","DIP","SAG","Mean H",40100
2009,4,"F","DIP","SAG","Count",130
2010,1,"F","DIP","SAG","P10",9900
2010,1,"F","DIP","SAG","P90",48100
2010,1,"F","DIP","SAG","P20",18500
2010,1,"F","DIP","SAG","P40",27000
2010,1,"F","DIP","SAG","P60",35200
2010,1,"F","DIP","SAG","P80",42200
2010,1,"F","DIP","SAG","P25",19900
2010,1,"F","DIP","SAG","P50",31500
2010,1,"F","DIP","SAG","P75",40300
2010,1,"F","DIP","SAG","Mean",30900
2010,1,"F","DIP","SAG","Mean L",28500
2010,1,"F","DIP","SAG","Mean H",33400
2010,1,"F","DIP","SAG","Count",150
2010,2,"F","DIP","SAG","P10",11400
2010,2,"F","DIP","SAG","P90",48800
2010,2,"F","DIP","SAG","P20",17200
2010,2,"F","DIP","SAG","P40",28100
2010,2,"F","DIP","SAG","P60",37400
