"Occupation","Credential","AgeGroup","Program","Count"
"0433","CCO","45-54","15.03",25
"0433","CCO","45-54","47.06",15
"0433","CCO","45-54","49.01",55
"0433","CCO","55-64","52.02",20
"0433","BDE","15-24","54.01",40
"0433","BDE","15-24","45.10",30
"0433","BDE","15-24","52.01",10
"0433","BDE","25-34","23.01",20
"0433","BDE","25-34","24.01",60
"0433","BDE","25-34","54.01",85
"0433","BDE","25-34","42.01",40
"0433","BDE","25-34","45.04",20
"0433","BDE","25-34","45.06",15
"0433","BDE","25-34","45.07",20
"0433","BDE","25-34","45.10",60
"0433","BDE","25-34","52.01",35
"0433","BDE","25-34","52.02",130
"0433","BDE","25-34","26.01",55
"0433","BDE","25-34","30.01",20
"0433","BDE","25-34","40.05",25
"0433","BDE","25-34","40.08",30
"0433","BDE","25-34","11.07",15
"0433","BDE","25-34","14.01",30
"0433","BDE","25-34","14.08",35
"0433","BDE","25-34","14.09",55
"0433","BDE","25-34","14.10",45
"0433","BDE","25-34","14.19",60
"0433","BDE","25-34","51.38",20
"0433","BDE","25-34","28.08",30
"0433","BDE","35-44","13.01",20
"0433","BDE","35-44","23.01",55
"0433","BDE","35-44","24.01",55
"0433","BDE","35-44","54.01",85
"0433","BDE","35-44","22.01",70
"0433","BDE","35-44","42.01",40
"0433","BDE","35-44","45.04",15
"0433","BDE","35-44","45.10",70
"0433","BDE","35-44","45.11",55
"0433","BDE","35-44","52.01",75
"0433","BDE","35-44","52.02",55
"0433","BDE","35-44","30.01",30
"0433","BDE","35-44","40.01",25
"0433","BDE","35-44","40.08",25
"0433","BDE","35-44","11.07",25
"0433","BDE","35-44","27.01",10
"0433","BDE","35-44","14.01",30
"0433","BDE","35-44","14.09",15
"0433","BDE","35-44","14.10",35
"0433","BDE","35-44","14.19",35
"0433","BDE","35-44","28.08",85
"0433","BDE","45-54","13.01",35
"0433","BDE","45-54","24.01",45
"0433","BDE","45-54","54.01",65
"0433","BDE","45-54","22.01",35
"0433","BDE","45-54","42.01",25
"0433","BDE","45-54","45.06",45
"0433","BDE","45-54","45.07",10
"0433","BDE","45-54","45.10",45
"0433","BDE","45-54","45.11",15
"0433","BDE","45-54","52.01",60
"0433","BDE","45-54","52.02",45
"0433","BDE","45-54","26.01",20
"0433","BDE","45-54","40.08",15
"0433","BDE","45-54","11.07",25
"0433","BDE","45-54","14.01",55
"0433","BDE","45-54","14.10",15
"0433","BDE","45-54","14.19",15
"0433","BDE","45-54","14.35",25
"0433","BDE","45-54","51.38",20
"0433","BDE","45-54","28.08",35
"0433","BDE","55-64","54.01",30
"0433","BDE","55-64","14.19",20
"0433","CDD","25-34","54.01",15
"0433","CDD","25-34","52.02",20
"0433","CDD","25-34","14.10",20
"0433","CDD","35-44","13.01",35
"0433","CDD","35-44","45.10",35
"0433","CDD","35-44","52.02",110
"0433","CDD","35-44","40.08",20
"0433","CDD","35-44","14.01",30
"0433","CDD","35-44","14.08",20
"0433","CDD","35-44","14.09",25
"0433","CDD","35-44","51.12",20
"0433","CDD","35-44","60.04",20
"0433","CDD","35-44","28.08",110
"0433","CDD","35-44","29.05",15
"0433","CDD","45-54","13.01",45
"0433","CDD","45-54","54.01",40
"0433","CDD","45-54","45.06",15
"0433","CDD","45-54","52.01",30
"0433","CDD","45-54","52.02",70
"0433","CDD","45-54","30.01",15
"0433","CDD","45-54","40.02",15
"0433","CDD","45-54","14.01",45
"0433","CDD","45-54","14.19",20
"0433","CDD","45-54","51.12",20
"0433","CDD","45-54","28.08",155
"0433","CDD","45-54","29.05",15
"0433","CDD","55-64","52.02",20
"0433","CDD","55-64","14.01",20
"0433","CDD","55-64","28.08",15
"0511","CCO","55-64","25.03",50
"0511","BDE","25-34","50.07",20
"0511","BDE","45-54","24.01",15
"0511","CDD","25-34","54.01",20
"0511","CDD","25-34","25.01",20
"0511","CDD","35-44","25.01",35
"0511","CDD","45-54","50.07",40
"0511","CDD","45-54","52.02",15
"0511","CDD","45-54","11.04",45
"0511","CDD","45-54","25.01",85
"0511","CDD","55-64","25.01",75
"0511","CDD","65+","25.01",25
"0512","CCO","25-34","10.02",75
"0512","CCO","25-34","50.06",50
"0512","CCO","35-44","10.02",35
"0512","CCO","35-44","50.04",30
"0512","CCO","35-44","09.04",45
"0512","CCO","35-44","52.02",15
"0512","CCO","35-44","52.14",25
"0512","CCO","45-54","10.02",125
"0512","CCO","45-54","50.05",20
"0512","CCO","45-54","50.06",20
"0512","CCO","45-54","09.04",90
"0512","CCO","45-54","52.02",15
"0512","CCO","45-54","52.03",20
"0512","CCO","45-54","15.03",15
"0512","CCO","55-64","10.02",15
"0512","CCO","55-64","50.04",15
"0512","BDE","15-24","50.05",15
"0512","BDE","25-34","50.05",25
"0512","BDE","25-34","50.06",30
"0512","BDE","25-34","23.01",30
"0512","BDE","25-34","24.01",45
"0512","BDE","25-34","09.01",25
"0512","BDE","25-34","42.01",25
"0512","BDE","25-34","52.01",30
"0512","BDE","35-44","50.06",25
"0512","BDE","35-44","50.07",25
"0512","BDE","35-44","16.01",10
"0512","BDE","35-44","23.01",65
"0512","BDE","35-44","23.14",20
"0512","BDE","35-44","24.01",15
"0512","BDE","35-44","54.01",25
"0512","BDE","35-44","09.01",20
"0512","BDE","35-44","09.04",40
"0512","BDE","35-44","09.07",25
"0512","BDE","35-44","45.10",30
"0512","BDE","35-44","52.01",30
"0512","BDE","45-54","50.07",30
"0512","BDE","45-54","23.01",45
"0512","BDE","45-54","24.01",20
"0512","BDE","45-54","09.04",20
"0512","BDE","45-54","52.01",30
"0512","BDE","45-54","52.02",20
"0512","BDE","55-64","23.01",25
"0512","BDE","55-64","23.14",20
"0512","BDE","55-64","24.01",25
"0512","BDE","55-64","54.01",15
"0512","CDD","25-34","23.01",20
"0512","CDD","35-44","24.01",15
"0512","CDD","35-44","09.04",20
"0512","CDD","35-44","45.10",25
"0512","CDD","35-44","52.01",30
"0512","CDD","35-44","52.02",25
"0512","CDD","45-54","52.01",20
"0512","CDD","55-64","52.02",15
"0513","ATC","35-44","12.04",15
"0513","ATC","55-64","31.05",15
"0513","CCO","15-24","31.01",40
"0513","CCO","15-24","31.05",25
"0513","CCO","25-34","50.04",30
"0513","CCO","25-34","52.01",80
"0513","CCO","25-34","52.02",65
"0513","CCO","25-34","31.01",75
"0513","CCO","25-34","31.05",40
"0513","CCO","35-44","52.04",30
"0513","CCO","35-44","31.01",85
"0513","CCO","35-44","31.05",45
"0513","CCO","45-54","19.07",25
"0513","CCO","45-54","52.01",35
"0513","CCO","45-54","52.03",25
"0513","CCO","45-54","31.01",140
"0513","CCO","45-54","31.05",35
"0513","CCO","45-54","51.26",15
"0513","CCO","55-64","52.01",45
"0513","CCO","55-64","31.01",80
"0513","CDB","45-54","31.01",40
"0513","BDE","15-24","24.01",15
"0513","BDE","25-34","13.01",20
"0513","BDE","25-34","24.01",35
"0513","BDE","25-34","52.02",25
"0513","BDE","25-34","26.01",10
"0513","BDE","25-34","31.01",50
"0513","BDE","25-34","31.05",60
"0513","BDE","35-44","13.01",15
"0513","BDE","35-44","42.01",30
"0513","BDE","35-44","45.01",10
"0513","BDE","35-44","45.10",25
"0513","BDE","35-44","45.11",25
"0513","BDE","35-44","52.01",20
"0513","BDE","35-44","31.01",40
"0513","BDE","35-44","31.05",85
"0513","BDE","45-54","13.01",15
"0513","BDE","45-54","24.01",20
"0513","BDE","45-54","31.05",75
"0513","BDE","55-64","31.05",25
"0513","CDD","25-34","13.01",30
"0513","CDD","35-44","31.05",30
"0601","ATC","35-44","52.18",15
"0601","ATC","35-44","47.06",30
"0601","ATC","35-44","48.05",15
"0601","ATC","35-44","12.05",10
"0601","ATC","45-54","52.09",15
"0601","ATC","45-54","46.05",20
"0601","ATC","45-54","47.02",15
"0601","ATC","45-54","47.06",95
"0601","ATC","45-54","48.05",35
"0601","ATC","45-54","12.04",15
"0601","ATC","45-54","12.05",45
"0601","ATC","55-64","52.01",15
"0601","ATC","55-64","47.06",50
"0601","ATC","55-64","48.05",15
"0601","ATC","55-64","12.04",25
"0601","CCO","25-34","10.02",80
"0601","CCO","25-34","50.04",60
"0601","CCO","25-34","24.01",95
"0601","CCO","25-34","09.09",60
"0601","CCO","25-34","19.07",30
"0601","CCO","25-34","52.01",130
"0601","CCO","25-34","52.02",230
"0601","CCO","25-34","52.09",95
"0601","CCO","25-34","52.14",235
"0601","CCO","25-34","52.18",20
"0601","CCO","25-34","52.19",85
"0601","CCO","25-34","11.01",30
"0601","CCO","25-34","11.02",25
"0601","CCO","25-34","11.07",20
"0601","CCO","25-34","04.09",20
"0601","CCO","25-34","15.00",15
"0601","CCO","25-34","15.03",25
"0601","CCO","25-34","15.08",20
"0601","CCO","25-34","15.12",40
"0601","CCO","25-34","48.05",25
"0601","CCO","25-34","31.05",15
"0601","CCO","25-34","51.08",15
"0601","CCO","25-34","43.01",35
"0601","CCO","35-44","10.02",80
"0601","CCO","35-44","50.04",75
"0601","CCO","35-44","09.01",55
"0601","CCO","35-44","09.09",100
"0601","CCO","35-44","19.07",35
"0601","CCO","35-44","22.03",80
"0601","CCO","35-44","52.01",365
"0601","CCO","35-44","52.02",385
"0601","CCO","35-44","52.03",55
"0601","CCO","35-44","52.04",25
"0601","CCO","35-44","52.08",15
"0601","CCO","35-44","52.09",95
"0601","CCO","35-44","52.10",20
"0601","CCO","35-44","52.11",45
"0601","CCO","35-44","52.14",300
"0601","CCO","35-44","52.15",20
"0601","CCO","35-44","52.18",60
"0601","CCO","35-44","52.19",60
"0601","CCO","35-44","11.01",50
"0601","CCO","35-44","11.02",45
"0601","CCO","35-44","11.06",15
"0601","CCO","35-44","11.07",30
"0601","CCO","35-44","04.09",65
"0601","CCO","35-44","15.00",30
"0601","CCO","35-44","15.02",30
"0601","CCO","35-44","15.03",125
"0601","CCO","35-44","15.04",35
"0601","CCO","35-44","15.06",25
"0601","CCO","35-44","15.08",60
"0601","CCO","35-44","47.01",25
"0601","CCO","35-44","47.02",15
"0601","CCO","35-44","47.06",45
"0601","CCO","35-44","48.05",20
"0601","CCO","35-44","31.05",30
"0601","CCO","35-44","51.07",30
"0601","CCO","35-44","12.04",20
"0601","CCO","35-44","12.05",20
"0601","CCO","35-44","43.01",70
"0601","CCO","45-54","10.02",60
"0601","CCO","45-54","50.04",45
"0601","CCO","45-54","24.01",45
"0601","CCO","45-54","09.09",30
"0601","CCO","45-54","19.07",20
"0601","CCO","45-54","22.03",35
"0601","CCO","45-54","45.06",20
"0601","CCO","45-54","52.01",340
"0601","CCO","45-54","52.02",375
"0601","CCO","45-54","52.03",95
"0601","CCO","45-54","52.04",30
"0601","CCO","45-54","52.08",35
"0601","CCO","45-54","52.09",140
"0601","CCO","45-54","52.10",35
"0601","CCO","45-54","52.14",290
"0601","CCO","45-54","52.15",25
"0601","CCO","45-54","52.18",40
"0601","CCO","45-54","52.19",85
"0601","CCO","45-54","11.01",45
"0601","CCO","45-54","11.02",70
"0601","CCO","45-54","11.03",20
"0601","CCO","45-54","11.07",25
"0601","CCO","45-54","15.00",65
"0601","CCO","45-54","15.03",250
"0601","CCO","45-54","15.04",40
"0601","CCO","45-54","15.06",40
"0601","CCO","45-54","15.08",80
"0601","CCO","45-54","15.11",15
"0601","CCO","45-54","15.12",20
"0601","CCO","45-54","15.13",25
"0601","CCO","45-54","15.99",40
"0601","CCO","45-54","47.01",35
"0601","CCO","45-54","47.02",25
"0601","CCO","45-54","47.03",20
"0601","CCO","45-54","47.06",40
"0601","CCO","45-54","48.05",65
"0601","CCO","45-54","51.06",25
"0601","CCO","45-54","51.08",30
"0601","CCO","45-54","51.38",25
"0601","CCO","45-54","12.04",10
"0601","CCO","45-54","12.05",35
"0601","CCO","45-54","43.01",45
"0601","CCO","55-64","50.04",15
"0601","CCO","55-64","52.01",145
"0601","CCO","55-64","52.02",120
"0601","CCO","55-64","52.03",40
"0601","CCO","55-64","52.04",55
"0601","CCO","55-64","52.08",30
"0601","CCO","55-64","52.14",125
"0601","CCO","55-64","52.15",25
"0601","CCO","55-64","52.18",25
"0601","CCO","55-64","04.09",20
"0601","CCO","55-64","15.00",45
"0601","CCO","55-64","15.03",85
"0601","CCO","55-64","15.08",55
"0601","CCO","55-64","15.12",20
"0601","CCO","55-64","47.01",10
"0601","CCO","55-64","47.06",80
"0601","CCO","55-64","51.38",45
"0601","CCO","55-64","12.05",55
"0601","CCO","65+","52.01",45
"0601","CCO","65+","52.02",10
"0601","CCO","65+","52.18",25
"0601","CDB","25-34","42.01",15
"0601","CDB","25-34","52.01",85
"0601","CDB","25-34","52.02",30
"0601","CDB","25-34","52.14",35
"0601","CDB","35-44","13.01",15
"0601","CDB","35-44","23.01",35
"0601","CDB","35-44","24.01",40
"0601","CDB","35-44","45.06",30
"0601","CDB","35-44","45.10",30
"0601","CDB","35-44","52.01",60
"0601","CDB","35-44","52.02",70
"0601","CDB","35-44","52.03",20
"0601","CDB","35-44","52.08",25
"0601","CDB","35-44","52.09",35
"0601","CDB","35-44","52.14",50
"0601","CDB","35-44","52.18",25
"0601","CDB","35-44","30.01",55
"0601","CDB","35-44","14.10",50
"0601","CDB","45-54","50.04",20
"0601","CDB","45-54","24.01",20
"0601","CDB","45-54","54.01",15
"0601","CDB","45-54","45.06",45
"0601","CDB","45-54","52.01",185
"0601","CDB","45-54","52.02",70
"0601","CDB","45-54","52.03",30
"0601","CDB","45-54","52.09",15
"0601","CDB","45-54","52.14",30
"0601","CDB","45-54","30.01",20
"0601","CDB","45-54","14.10",65
"0601","CDB","45-54","14.19",35
"0601","CDB","55-64","52.01",65
"0601","CDB","55-64","52.02",45
"0601","CDB","55-64","14.19",25
"0601","CDB","65+","52.01",15
"0601","BDE","15-24","24.01",20
"0601","BDE","15-24","52.01",45
"0601","BDE","15-24","52.02",60
"0601","BDE","15-24","52.14",30
"0601","BDE","25-34","13.01",20
"0601","BDE","25-34","50.07",55
"0601","BDE","25-34","23.01",35
"0601","BDE","25-34","24.01",190
"0601","BDE","25-34","54.01",90
"0601","BDE","25-34","09.01",60
"0601","BDE","25-34","09.09",40
"0601","BDE","25-34","42.01",105
"0601","BDE","25-34","45.04",35
"0601","BDE","25-34","45.06",170
"0601","BDE","25-34","45.07",25
"0601","BDE","25-34","45.10",165
"0601","BDE","25-34","45.11",130
"0601","BDE","25-34","52.01",500
"0601","BDE","25-34","52.02",290
"0601","BDE","25-34","52.03",65
"0601","BDE","25-34","52.06",25
"0601","BDE","25-34","52.08",35
"0601","BDE","25-34","52.09",20
"0601","BDE","25-34","52.10",30
"0601","BDE","25-34","52.11",20
"0601","BDE","25-34","52.14",165
"0601","BDE","25-34","26.01",45
"0601","BDE","25-34","30.01",65
"0601","BDE","25-34","40.05",15
"0601","BDE","25-34","11.01",50
"0601","BDE","25-34","11.07",95
"0601","BDE","25-34","27.01",50
"0601","BDE","25-34","14.01",35
"0601","BDE","25-34","14.07",10
"0601","BDE","25-34","14.19",25
"0601","BDE","25-34","31.05",35
"0601","BDE","35-44","13.01",40
"0601","BDE","35-44","50.06",50
"0601","BDE","35-44","50.07",15
"0601","BDE","35-44","23.01",125
"0601","BDE","35-44","23.14",25
"0601","BDE","35-44","24.01",240
"0601","BDE","35-44","38.01",20
"0601","BDE","35-44","54.01",125
"0601","BDE","35-44","09.01",85
"0601","BDE","35-44","09.09",20
"0601","BDE","35-44","22.01",20
"0601","BDE","35-44","42.01",110
"0601","BDE","35-44","42.27",15
"0601","BDE","35-44","45.01",25
"0601","BDE","35-44","45.06",285
"0601","BDE","35-44","45.07",100
"0601","BDE","35-44","45.10",245
"0601","BDE","35-44","45.11",105
"0601","BDE","35-44","52.01",495
"0601","BDE","35-44","52.02",190
"0601","BDE","35-44","52.03",50
"0601","BDE","35-44","52.06",25
"0601","BDE","35-44","52.08",55
"0601","BDE","35-44","52.09",20
"0601","BDE","35-44","52.10",25
"0601","BDE","35-44","52.14",105
"0601","BDE","35-44","26.01",75
"0601","BDE","35-44","30.01",135
"0601","BDE","35-44","40.05",15
"0601","BDE","35-44","11.01",15
"0601","BDE","35-44","11.07",30
"0601","BDE","35-44","27.01",60
"0601","BDE","35-44","14.01",125
"0601","BDE","35-44","14.07",35
"0601","BDE","35-44","14.08",40
"0601","BDE","35-44","14.09",25
"0601","BDE","35-44","14.10",50
"0601","BDE","35-44","14.19",50
"0601","BDE","35-44","01.00",25
"0601","BDE","35-44","03.01",35
"0601","BDE","35-44","31.05",110
"0601","BDE","45-54","23.01",55
"0601","BDE","45-54","23.14",50
"0601","BDE","45-54","24.01",175
"0601","BDE","45-54","54.01",95
"0601","BDE","45-54","55.01",15
"0601","BDE","45-54","09.01",20
"0601","BDE","45-54","19.05",45
"0601","BDE","45-54","22.01",15
"0601","BDE","45-54","42.01",60
"0601","BDE","45-54","45.01",25
"0601","BDE","45-54","45.04",10
"0601","BDE","45-54","45.06",270
"0601","BDE","45-54","45.07",60
"0601","BDE","45-54","45.10",85
"0601","BDE","45-54","45.11",55
"0601","BDE","45-54","52.01",545
"0601","BDE","45-54","52.02",255
"0601","BDE","45-54","52.03",45
"0601","BDE","45-54","52.06",15
"0601","BDE","45-54","52.08",20
"0601","BDE","45-54","52.09",20
"0601","BDE","45-54","52.10",25
"0601","BDE","45-54","52.14",30
"0601","BDE","45-54","26.01",25
"0601","BDE","45-54","26.02",30
"0601","BDE","45-54","30.01",135
"0601","BDE","45-54","40.05",85
"0601","BDE","45-54","11.07",50
"0601","BDE","45-54","27.01",45
"0601","BDE","45-54","14.01",110
"0601","BDE","45-54","14.07",35
"0601","BDE","45-54","14.10",55
"0601","BDE","45-54","14.19",85
"0601","BDE","45-54","01.00",20
"0601","BDE","45-54","31.05",95
"0601","BDE","45-54","51.00",40
"0601","BDE","55-64","50.07",10
"0601","BDE","55-64","23.01",50
"0601","BDE","55-64","24.01",50
"0601","BDE","55-64","54.01",25
"0601","BDE","55-64","22.01",20
"0601","BDE","55-64","42.01",35
"0601","BDE","55-64","45.06",85
"0601","BDE","55-64","45.07",25
"0601","BDE","55-64","45.11",20
"0601","BDE","55-64","52.01",150
"0601","BDE","55-64","52.02",65
"0601","BDE","55-64","30.01",50
"0601","BDE","55-64","40.05",25
"0601","BDE","55-64","27.01",25
"0601","BDE","55-64","14.01",30
"0601","BDE","55-64","14.08",20
"0601","BDE","55-64","14.10",25
"0601","BDE","55-64","14.19",15
"0601","CDD","25-34","45.06",30
"0601","CDD","25-34","45.10",40
"0601","CDD","25-34","52.01",110
"0601","CDD","25-34","52.02",195
"0601","CDD","25-34","52.08",20
"0601","CDD","25-34","52.14",50
"0601","CDD","25-34","26.15",20
"0601","CDD","25-34","30.01",25
"0601","CDD","25-34","14.10",15
"0601","CDD","25-34","51.12",15
"0601","CDD","35-44","13.01",20
"0601","CDD","35-44","45.06",45
"0601","CDD","35-44","45.10",65
"0601","CDD","35-44","52.01",180
"0601","CDD","35-44","52.02",345
"0601","CDD","35-44","52.03",25
"0601","CDD","35-44","52.06",20
"0601","CDD","35-44","52.11",40
"0601","CDD","35-44","52.14",65
"0601","CDD","35-44","30.01",45
"0601","CDD","35-44","40.05",10
"0601","CDD","35-44","11.01",60
"0601","CDD","35-44","11.07",35
"0601","CDD","35-44","14.01",20
"0601","CDD","35-44","14.10",55
"0601","CDD","35-44","14.19",25
"0601","CDD","35-44","51.12",20
"0601","CDD","45-54","45.06",45
"0601","CDD","45-54","52.01",200
"0601","CDD","45-54","52.02",285
"0601","CDD","45-54","52.03",25
"0601","CDD","45-54","52.08",20
"0601","CDD","45-54","52.14",105
"0601","CDD","45-54","30.01",50
"0601","CDD","45-54","40.05",15
"0601","CDD","45-54","14.01",60
"0601","CDD","45-54","14.10",25
"0601","CDD","45-54","14.19",45
"0601","CDD","45-54","51.12",20
"0601","CDD","55-64","52.01",70
"0601","CDD","55-64","52.02",65
"0601","CDD","55-64","52.06",15
"0601","CDD","55-64","14.19",20
"0601","CDD","65+","14.01",20
"0621","ATC","15-24","47.06",100
"0621","ATC","15-24","51.26",20
"0621","ATC","15-24","12.04",25
"0621","ATC","25-34","19.07",20
"0621","ATC","25-34","22.03",15
"0621","ATC","25-34","52.01",15
"0621","ATC","25-34","52.19",50
"0621","ATC","25-34","11.06",20
"0621","ATC","25-34","15.03",10
"0621","ATC","25-34","15.09",20
"0621","ATC","25-34","46.02",25
"0621","ATC","25-34","47.06",280
"0621","ATC","25-34","48.05",20
"0621","ATC","25-34","51.26",40
"0621","ATC","25-34","12.04",125
"0621","ATC","25-34","12.05",60
"0621","ATC","35-44","50.04",30
"0621","ATC","35-44","19.07",40
"0621","ATC","35-44","22.03",25
"0621","ATC","35-44","52.01",30
"0621","ATC","35-44","52.03",35
"0621","ATC","35-44","52.09",20
"0621","ATC","35-44","52.19",65
"0621","ATC","35-44","15.03",50
"0621","ATC","35-44","15.09",20
"0621","ATC","35-44","46.02",25
"0621","ATC","35-44","46.03",15
"0621","ATC","35-44","46.05",35
"0621","ATC","35-44","47.00",50
"0621","ATC","35-44","47.02",15
"0621","ATC","35-44","47.03",35
"0621","ATC","35-44","47.06",470
"0621","ATC","35-44","48.05",140
"0621","ATC","35-44","01.06",20
"0621","ATC","35-44","51.26",25
"0621","ATC","35-44","12.04",225
"0621","ATC","35-44","12.05",130
"0621","ATC","35-44","49.02",30
"0621","ATC","45-54","19.07",20
"0621","ATC","45-54","52.01",60
"0621","ATC","45-54","52.02",20
"0621","ATC","45-54","52.03",145
"0621","ATC","45-54","52.04",40
"0621","ATC","45-54","52.15",35
"0621","ATC","45-54","52.18",65
"0621","ATC","45-54","52.19",70
"0621","ATC","45-54","15.00",20
"0621","ATC","45-54","15.03",40
"0621","ATC","45-54","46.02",25
"0621","ATC","45-54","46.03",50
"0621","ATC","45-54","46.04",35
"0621","ATC","45-54","46.05",30
"0621","ATC","45-54","47.00",95
"0621","ATC","45-54","47.02",25
"0621","ATC","45-54","47.03",40
"0621","ATC","45-54","47.06",940
"0621","ATC","45-54","48.05",160
"0621","ATC","45-54","48.07",25
"0621","ATC","45-54","01.06",20
"0621","ATC","45-54","51.08",30
"0621","ATC","45-54","51.26",30
"0621","ATC","45-54","51.39",40
"0621","ATC","45-54","12.04",375
"0621","ATC","45-54","12.05",205
"0621","ATC","45-54","49.02",55
"0621","ATC","55-64","52.01",50
"0621","ATC","55-64","52.02",10
"0621","ATC","55-64","52.03",85
"0621","ATC","55-64","52.04",30
"0621","ATC","55-64","52.15",35
"0621","ATC","55-64","52.18",15
"0621","ATC","55-64","52.19",25
"0621","ATC","55-64","15.00",20
"0621","ATC","55-64","15.03",55
"0621","ATC","55-64","15.13",20
"0621","ATC","55-64","46.02",40
"0621","ATC","55-64","46.03",80
"0621","ATC","55-64","46.05",30
"0621","ATC","55-64","46.99",55
"0621","ATC","55-64","47.00",120
"0621","ATC","55-64","47.02",15
"0621","ATC","55-64","47.03",50
"0621","ATC","55-64","47.04",25
"0621","ATC","55-64","47.06",765
"0621","ATC","55-64","48.05",100
"0621","ATC","55-64","01.06",25
"0621","ATC","55-64","51.26",35
"0621","ATC","55-64","51.39",55
"0621","ATC","55-64","12.04",155
"0621","ATC","55-64","12.05",195
"0621","ATC","65+","52.01",20
"0621","ATC","65+","52.03",55
"0621","ATC","65+","15.08",30
"0621","ATC","65+","46.02",30
"0621","ATC","65+","46.03",10
"0621","ATC","65+","47.00",90
"0621","ATC","65+","47.06",260
"0621","ATC","65+","48.05",25
"0621","ATC","65+","12.04",45
"0621","ATC","65+","43.01",15
"0621","CCO","15-24","10.02",15
"0621","CCO","15-24","50.04",100
"0621","CCO","15-24","50.06",20
"0621","CCO","15-24","50.07",25
"0621","CCO","15-24","24.01",25
"0621","CCO","15-24","09.09",15
"0621","CCO","15-24","19.07",50
"0621","CCO","15-24","19.09",45
"0621","CCO","15-24","44.00",10
"0621","CCO","15-24","52.01",95
"0621","CCO","15-24","52.02",105
"0621","CCO","15-24","52.03",65
"0621","CCO","15-24","52.07",50
"0621","CCO","15-24","52.08",30
"0621","CCO","15-24","52.09",105
"0621","CCO","15-24","52.10",10
"0621","CCO","15-24","52.14",75
"0621","CCO","15-24","52.19",150
"0621","CCO","15-24","15.03",50
"0621","CCO","15-24","47.06",25
"0621","CCO","15-24","51.07",15
"0621","CCO","15-24","51.26",35
"0621","CCO","15-24","12.04",25
"0621","CCO","15-24","12.05",45
"0621","CCO","15-24","43.01",55
"0621","CCO","25-34","13.15",30
"0621","CCO","25-34","10.02",120
"0621","CCO","25-34","50.04",425
"0621","CCO","25-34","50.05",45
"0621","CCO","25-34","50.06",55
"0621","CCO","25-34","50.07",75
"0621","CCO","25-34","50.10",60
"0621","CCO","25-34","24.01",125
"0621","CCO","25-34","09.04",30
"0621","CCO","25-34","09.09",195
"0621","CCO","25-34","19.05",25
"0621","CCO","25-34","19.07",165
"0621","CCO","25-34","19.09",40
"0621","CCO","25-34","22.03",125
"0621","CCO","25-34","44.00",40
"0621","CCO","25-34","44.07",105
"0621","CCO","25-34","52.01",585
"0621","CCO","25-34","52.02",585
"0621","CCO","25-34","52.03",295
"0621","CCO","25-34","52.04",95
"0621","CCO","25-34","52.07",35
"0621","CCO","25-34","52.08",95
"0621","CCO","25-34","52.09",235
"0621","CCO","25-34","52.10",145
"0621","CCO","25-34","52.11",55
"0621","CCO","25-34","52.14",525
"0621","CCO","25-34","52.15",25
"0621","CCO","25-34","52.18",35
"0621","CCO","25-34","52.19",320
"0621","CCO","25-34","11.01",135
"0621","CCO","25-34","11.02",70
"0621","CCO","25-34","11.05",55
"0621","CCO","25-34","11.07",75
"0621","CCO","25-34","11.08",35
"0621","CCO","25-34","11.10",120
"0621","CCO","25-34","04.09",25
"0621","CCO","25-34","15.00",55
"0621","CCO","25-34","15.02",35
"0621","CCO","25-34","15.03",65
"0621","CCO","25-34","15.05",30
"0621","CCO","25-34","15.06",10
"0621","CCO","25-34","15.08",100
"0621","CCO","25-34","15.12",85
"0621","CCO","25-34","15.99",20
"0621","CCO","25-34","47.00",55
"0621","CCO","25-34","47.01",25
"0621","CCO","25-34","47.06",220
"0621","CCO","25-34","48.05",75
"0621","CCO","25-34","01.06",50
"0621","CCO","25-34","03.01",20
"0621","CCO","25-34","31.01",85
"0621","CCO","25-34","31.05",60
"0621","CCO","25-34","51.06",55
"0621","CCO","25-34","51.07",45
"0621","CCO","25-34","51.08",80
"0621","CCO","25-34","51.09",20
"0621","CCO","25-34","51.10",20
"0621","CCO","25-34","51.26",65
"0621","CCO","25-34","51.31",20
"0621","CCO","25-34","51.35",25
"0621","CCO","25-34","51.39",15
"0621","CCO","25-34","12.04",175
"0621","CCO","25-34","12.05",85
"0621","CCO","25-34","43.01",375
"0621","CCO","25-34","43.02",20
"0621","CCO","35-44","13.01",15
"0621","CCO","35-44","13.15",10
"0621","CCO","35-44","10.02",150
"0621","CCO","35-44","50.04",440
"0621","CCO","35-44","50.06",55
"0621","CCO","35-44","50.07",75
"0621","CCO","35-44","24.01",100
"0621","CCO","35-44","09.01",15
"0621","CCO","35-44","09.04",40
"0621","CCO","35-44","09.09",60
"0621","CCO","35-44","19.00",20
"0621","CCO","35-44","19.05",25
"0621","CCO","35-44","19.06",30
"0621","CCO","35-44","19.07",305
"0621","CCO","35-44","22.03",135
"0621","CCO","35-44","45.06",30
"0621","CCO","35-44","44.00",25
"0621","CCO","35-44","44.07",100
"0621","CCO","35-44","52.01",930
"0621","CCO","35-44","52.02",865
"0621","CCO","35-44","52.03",380
"0621","CCO","35-44","52.04",310
"0621","CCO","35-44","52.07",35
"0621","CCO","35-44","52.08",60
"0621","CCO","35-44","52.09",205
"0621","CCO","35-44","52.10",95
"0621","CCO","35-44","52.11",40
"0621","CCO","35-44","52.14",440
"0621","CCO","35-44","52.15",45
"0621","CCO","35-44","52.17",20
