"Year","College","MTCUCode","Entrants","Graduates"
"12-13","FANS","55500",22,21
"13-14","FANS","55500",28,25
"14-15","FANS","55500",24,19
"16-17","FANS","55500",21,18
"16-17","FANS","55613",59,35
"15-16","FANS","55613",71,44
"12-13","FANS","55613",101,55
"13-14","FANS","55613",93,56
"14-15","FANS","55613",93,47
"15-16","FANS","56405",62,38
"12-13","FANS","56405",37,15
"13-14","FANS","56405",96,71
"13-14","FANS","56405",34,20
"14-15","FANS","56405",41,21
"14-15","FANS","56405",34,18
"16-17","FANS","56405",52,29
"16-17","FANS","56405",56,28
"12-13","FANS","56405",22,17
"15-16","FANS","56405",42,22
"13-14","FANS","56405",43,30
"14-15","FANS","56405",26,11
"14-15","FANS","56405",22,11
"15-16","FANS","57000",23,18
"12-13","FANS","57000",33,25
"13-14","FANS","57000",31,25
"14-15","FANS","57000",31,18
"16-17","FANS","57000",21,17
"16-17","FANS","58200",32,31
"12-13","FANS","58200",38,32
"15-16","FANS","58200",33,30
"13-14","FANS","58200",45,41
"14-15","FANS","58200",33,26
"15-16","FANS","59403",106,64
"16-17","FANS","59403",72,28
"16-17","FANS","59403",14,13
"15-16","FANS","59403",14,14
"15-16","FANS","60100",102,90
"12-13","FANS","60100",51,44
"13-14","FANS","60100",97,86
"14-15","FANS","60100",61,49
"16-17","FANS","60100",87,76
"16-17","FANS","60503",106,62
"15-16","FANS","60503",75,41
"12-13","FANS","60503",37,17
"13-14","FANS","60503",52,32
"14-15","FANS","60503",65,32
"15-16","FANS","60505",75,56
"13-14","FANS","60505",52,34
"12-13","FANS","60505",47,34
"14-15","FANS","60505",49,34
"16-17","FANS","60505",74,49
"16-17","FANS","60600",81,54
"15-16","FANS","60600",94,63
"12-13","FANS","60600",94,61
"13-14","FANS","60600",81,54
"14-15","FANS","60600",95,77
"12-13","FANS","60701",154,117
"15-16","FANS","60701",194,149
"13-14","FANS","60701",161,112
"14-15","FANS","60701",159,125
"16-17","FANS","60701",166,118
"16-17","FANS","61003",64,44
"12-13","FANS","61003",52,33
"15-16","FANS","61003",59,44
"13-14","FANS","61003",71,43
"14-15","FANS","61003",52,40
"12-13","FANS","61007",35,27
"14-15","FANS","61301",18,11
"12-13","FANS","61301",27,13
"13-14","FANS","61301",24,11
"16-17","FANS","61301",19,12
"16-17","FANS","61605",51,44
"12-13","FANS","61605",46,43
"15-16","FANS","61605",55,50
"13-14","FANS","61605",57,52
"14-15","FANS","61605",52,48
"12-13","FANS","61615",58,48
"15-16","FANS","61615",77,59
"13-14","FANS","61615",64,54
"14-15","FANS","61615",61,47
"16-17","FANS","61615",65,51
"16-17","FANS","61628",32,31
"16-17","FANS","61800",32,27
"12-13","FANS","61800",52,33
"13-14","FANS","61800",52,22
"14-15","FANS","61800",55,27
"13-14","FANS","61820",132,100
"14-15","FANS","61820",78,60
"15-16","FANS","61820",121,88
"12-13","FANS","61820",121,87
"16-17","FANS","61820",127,85
"16-17","FANS","61823",42,22
"15-16","FANS","61823",40,25
"12-13","FANS","61823",55,30
"13-14","FANS","61823",33,19
"14-15","FANS","61823",42,24
"15-16","FANS","61833",79,52
"12-13","FANS","61833",29,25
"13-14","FANS","61833",43,30
"14-15","FANS","61833",55,34
"16-17","FANS","61833",59,38
"16-17","FANS","62700",31,23
"12-13","FANS","62700",33,21
"15-16","FANS","62700",39,21
"13-14","FANS","62700",32,21
"14-15","FANS","62700",35,23
"15-16","FANS","62900",114,103
"14-15","FANS","62900",57,54
"12-13","FANS","62900",42,38
"13-14","FANS","62900",60,57
"16-17","FANS","62900",100,92
"16-17","FANS","63905",61,25
"15-16","FANS","63905",58,34
"12-13","FANS","63905",28,18
"13-14","FANS","63905",50,30
"14-15","FANS","63905",57,29
"15-16","FANS","65203",20,13
"14-15","FANS","65203",17,11
"16-17","FANS","65203",21,16
"16-17","FANS","65613",57,40
"15-16","FANS","65613",50,35
"12-13","FANS","65613",29,14
"13-14","FANS","65613",26,19
"14-15","FANS","65613",55,39
"12-13","FANS","67000",25,22
"15-16","FANS","67000",34,29
"13-14","FANS","67000",34,32
"14-15","FANS","67000",36,31
"16-17","FANS","67000",57,53
"16-17","FANS","68200",74,51
"15-16","FANS","68200",84,59
"12-13","FANS","68200",58,42
"13-14","FANS","68200",65,47
"14-15","FANS","68200",76,50
"12-13","FANS","70202",23,17
"13-14","FANS","70202",14,13
"14-15","FANS","70202",21,17
"15-16","FANS","70206",14,13
"13-14","FANS","70206",26,21
"16-17","FANS","70206",42,25
"16-17","FANS","70207",20,15
"15-16","FANS","70207",20,16
"15-16","FANS","70223",60,57
"14-15","FANS","70223",61,59
"13-14","FANS","70223",40,38
"16-17","FANS","70223",96,77
"16-17","FANS","70243",45,44
"12-13","FANS","70243",55,55
"15-16","FANS","70243",55,50
"13-14","FANS","70243",59,55
"14-15","FANS","70243",47,44
"15-16","FANS","70265",27,27
"12-13","FANS","70265",20,19
"13-14","FANS","70265",23,21
"14-15","FANS","70265",22,22
"16-17","FANS","70265",24,23
"16-17","FANS","70303",22,17
"15-16","FANS","70303",15,14
"14-15","FANS","70711",28,28
"12-13","FANS","70711",28,26
"15-16","FANS","70711",67,56
"13-14","FANS","70711",41,39
"16-17","FANS","70711",71,67
"12-13","FANS","71018",13,13
"13-14","FANS","71604",15,13
"16-17","FANS","71901",12,12
"15-16","FANS","71901",18,16
"14-15","FANS","71901",16,14
"12-13","FANS","71901",21,18
"13-14","FANS","71901",13,12
"12-13","FANS","71901",28,22
"15-16","FANS","71901",19,15
"13-14","FANS","71901",15,12
"14-15","FANS","71901",19,15
"16-17","FANS","71903",15,14
"15-16","FANS","71903",19,19
"12-13","FANS","71903",14,13
"13-14","FANS","71903",14,14
"14-15","FANS","71903",10,10
"15-16","FANS","71913",16,13
"16-17","FANS","72614",40,39
"15-16","FANS","72614",40,39
"14-15","FANS","72614",37,32
"15-16","FANS","72801",17,14
"13-14","FANS","72801",24,19
"16-17","FANS","72900",20,17
"15-16","FANS","72900",29,23
"12-13","FANS","72900",22,20
"13-14","FANS","72900",18,16
"14-15","FANS","72900",15,13
"16-17","FANS","73002",19,10
"15-16","FANS","73203",16,13
"12-13","FANS","73203",13,11
"14-15","FANS","73203",13,12
"16-17","FANS","79402",26,24
"15-16","FANS","79402",38,34
"12-13","FANS","79402",23,23
"13-14","FANS","79402",25,23
"14-15","FANS","79402",30,26
"15-16","FANS","79403",16,12
"12-13","FANS","79403",17,12
"13-14","FANS","79403",14,11
"16-17","FANS","79403",12,11
"15-16","FANS","81304",18,10
"16-17","FANS","81304",15,10
"12-13","FANS","83905",12,11
"13-14","FANS","83905",16,14
"12-13","GEOR","41007",37,25
"15-16","GEOR","41007",28,21
"14-15","GEOR","41007",27,18
"13-14","GEOR","41007",29,23
"12-13","GEOR","41007",33,18
"15-16","GEOR","41007",16,13
"13-14","GEOR","41007",28,19
"14-15","GEOR","41007",27,17
"16-17","GEOR","41007",19,12
"16-17","GEOR","41010",47,29
"15-16","GEOR","41010",43,37
"14-15","GEOR","41010",28,26
"15-16","GEOR","41469",230,184
"12-13","GEOR","41469",207,165
"13-14","GEOR","41469",229,183
"14-15","GEOR","41469",253,203
"16-17","GEOR","41469",218,169
"16-17","GEOR","41603",27,18
"15-16","GEOR","41603",24,17
"15-16","GEOR","41629",70,57
"12-13","GEOR","41629",18,15
"13-14","GEOR","41629",36,31
"14-15","GEOR","41629",27,24
"16-17","GEOR","41629",42,32
"16-17","GEOR","42313",73,54
"12-13","GEOR","42313",92,67
"15-16","GEOR","42313",80,58
"13-14","GEOR","42313",51,35
"14-15","GEOR","42313",58,37
"16-17","GEOR","42400",17,13
"15-16","GEOR","42400",29,22
"12-13","GEOR","42400",21,16
"13-14","GEOR","42400",34,17
"12-13","GEOR","43006",59,55
"15-16","GEOR","43006",57,47
"13-14","GEOR","43006",63,58
"14-15","GEOR","43006",66,60
"16-17","GEOR","43006",59,45
"16-17","GEOR","43107",51,23
"12-13","GEOR","43107",54,24
"15-16","GEOR","43107",45,16
"13-14","GEOR","43107",58,16
"14-15","GEOR","43107",42,14
"16-17","GEOR","44300",33,18
"12-13","GEOR","44300",36,22
"15-16","GEOR","44300",32,18
"13-14","GEOR","44300",38,25
"14-15","GEOR","44300",37,23
"14-15","GEOR","44900",42,25
"12-13","GEOR","44900",28,21
"15-16","GEOR","44900",68,44
"13-14","GEOR","44900",32,24
"16-17","GEOR","44900",64,51
"16-17","GEOR","45505",53,17
"15-16","GEOR","45505",84,19
"12-13","GEOR","45505",36,16
"15-16","GEOR","45613",70,51
"13-14","GEOR","45613",30,21
"14-15","GEOR","45613",42,27
"16-17","GEOR","45613",74,54
"16-17","GEOR","47600",52,38
"15-16","GEOR","47600",66,52
"12-13","GEOR","47600",77,58
"13-14","GEOR","47600",66,46
"14-15","GEOR","47600",64,42
"15-16","GEOR","50100",63,34
"13-14","GEOR","50100",26,15
"13-14","GEOR","50100",35,19
"14-15","GEOR","50100",37,15
"14-15","GEOR","50100",30,17
"16-17","GEOR","50100",55,29
"16-17","GEOR","50200",118,60
"12-13","GEOR","50200",70,35
"12-13","GEOR","50200",48,24
"13-14","GEOR","50200",56,25
"13-14","GEOR","50200",82,37
"15-16","GEOR","50200",104,51
"14-15","GEOR","50200",50,24
"14-15","GEOR","50200",68,37
"16-17","GEOR","50231",37,14
"16-17","GEOR","50503",37,13
"15-16","GEOR","50503",25,14
"14-15","GEOR","50503",21,10
"15-16","GEOR","50505",65,34
"12-13","GEOR","50505",50,30
"13-14","GEOR","50505",83,47
"14-15","GEOR","50505",62,34
"16-17","GEOR","50505",59,30
"16-17","GEOR","50600",23,12
"15-16","GEOR","50704",21,13
"14-15","GEOR","50704",16,12
"16-17","GEOR","50704",27,16
"16-17","GEOR","50705",31,16
"15-16","GEOR","50705",12,10
"14-15","GEOR","50721",125,86
"12-13","GEOR","50721",114,76
"15-16","GEOR","50721",161,110
"13-14","GEOR","50721",139,98
"16-17","GEOR","50721",141,87
"15-16","GEOR","51211",129,88
"12-13","GEOR","51211",103,68
"13-14","GEOR","51211",93,48
"14-15","GEOR","51211",113,76
"16-17","GEOR","51211",147,111
"16-17","GEOR","51407",294,267
"15-16","GEOR","51407",363,321
"12-13","GEOR","51407",250,216
"13-14","GEOR","51407",244,230
"14-15","GEOR","51407",306,288
"16-17","GEOR","51502",40,29
"16-17","GEOR","51603",56,42
"12-13","GEOR","51603",54,38
"15-16","GEOR","51603",59,49
"13-14","GEOR","51603",55,42
"14-15","GEOR","51603",55,41
"15-16","GEOR","51611",69,48
"12-13","GEOR","51611",36,27
"13-14","GEOR","51611",74,49
"14-15","GEOR","51611",70,44
"16-17","GEOR","51611",74,49
"16-17","GEOR","51623",24,23
"15-16","GEOR","51623",19,15
"15-16","GEOR","51628",55,49
"12-13","GEOR","51628",58,50
"13-14","GEOR","51628",58,54
"14-15","GEOR","51628",67,60
"12-13","GEOR","51637",36,28
"13-14","GEOR","51637",39,32
"15-16","GEOR","51637",37,25
"14-15","GEOR","51637",43,35
"16-17","GEOR","51637",38,25
"16-17","GEOR","51641",46,36
"14-15","GEOR","51641",52,41
"15-16","GEOR","51641",50,35
"12-13","GEOR","51641",60,40
"13-14","GEOR","51641",60,44
"12-13","GEOR","51807",22,12
"13-14","GEOR","51807",23,14
"14-15","GEOR","51820",13,12
"12-13","GEOR","51820",15,11
"15-16","GEOR","51830",55,36
"12-13","GEOR","51830",54,27
"13-14","GEOR","51830",88,44
"14-15","GEOR","51830",81,43
"16-17","GEOR","51830",49,31
"15-16","GEOR","51833",14,13
"13-14","GEOR","51838",23,16
"15-16","GEOR","51838",21,12
"14-15","GEOR","51838",35,19
"16-17","GEOR","51838",30,27
"16-17","GEOR","52100",53,29
"14-15","GEOR","52100",69,48
"15-16","GEOR","52100",54,36
"12-13","GEOR","52100",80,44
"13-14","GEOR","52100",61,39
"15-16","GEOR","52203",60,41
"14-15","GEOR","52203",60,39
"16-17","GEOR","52203",48,25
"16-17","GEOR","52209",65,39
"16-17","GEOR","52220",19,11
"15-16","GEOR","52220",23,11
"14-15","GEOR","52220",22,12
"12-13","GEOR","52306",18,11
"13-14","GEOR","52306",29,17
"16-17","GEOR","52308",69,55
"14-15","GEOR","52308",49,39
"12-13","GEOR","52308",48,29
"15-16","GEOR","52308",62,48
"13-14","GEOR","52308",45,35
"12-13","GEOR","52316",24,20
"15-16","GEOR","52316",42,27
"13-14","GEOR","52316",32,23
"14-15","GEOR","52316",38,28
"16-17","GEOR","52316",37,26
"16-17","GEOR","52611",78,49
"15-16","GEOR","52611",52,33
"14-15","GEOR","52611",53,35
"15-16","GEOR","52700",34,20
"14-15","GEOR","52700",21,10
"16-17","GEOR","52700",21,12
"16-17","GEOR","52900",59,30
"12-13","GEOR","52900",27,12
"15-16","GEOR","52900",60,27
"13-14","GEOR","52900",31,16
"14-15","GEOR","52900",41,23
"15-16","GEOR","52907",89,37
"16-17","GEOR","52907",73,33
"16-17","GEOR","53007",22,10
"12-13","GEOR","53007",22,13
"13-14","GEOR","53007",24,13
"14-15","GEOR","53007",27,17
"12-13","GEOR","53008",202,117
"15-16","GEOR","53008",257,147
"13-14","GEOR","53008",227,124
"14-15","GEOR","53008",248,148
"16-17","GEOR","53008",220,137
"16-17","GEOR","53107",88,30
"15-16","GEOR","53107",72,36
"12-13","GEOR","53107",67,24
"13-14","GEOR","53107",44,18
"14-15","GEOR","53107",93,41
"12-13","GEOR","53200",52,22
"13-14","GEOR","53200",56,27
"15-16","GEOR","53200",51,25
"14-15","GEOR","53200",45,27
"16-17","GEOR","53200",63,42
"16-17","GEOR","53205",39,22
"15-16","GEOR","53205",53,21
"12-13","GEOR","53205",48,23
"13-14","GEOR","53205",39,16
"14-15","GEOR","53205",51,26
"12-13","GEOR","53217",33,14
"15-16","GEOR","53217",32,14
"13-14","GEOR","53217",25,10
"14-15","GEOR","53217",38,22
"16-17","GEOR","53401",34,24
"15-16","GEOR","53401",39,25
"15-16","GEOR","54701",49,22
"12-13","GEOR","54701",63,16
"14-15","GEOR","54701",56,18
"13-14","GEOR","54701",71,25
"16-17","GEOR","54701",48,18
"12-13","GEOR","55300",17,12
"12-13","GEOR","55300",27,21
"15-16","GEOR","55300",26,11
"13-14","GEOR","55300",28,17
"14-15","GEOR","55300",25,18
"16-17","GEOR","55300",26,10
"16-17","GEOR","55500",99,41
"15-16","GEOR","55500",63,32
"14-15","GEOR","55500",37,16
"15-16","GEOR","55613",68,23
"13-14","GEOR","55613",72,37
"14-15","GEOR","55613",79,43
"16-17","GEOR","55613",63,23
"14-15","GEOR","59100",26,18
"15-16","GEOR","59100",31,23
"16-17","GEOR","59100",48,38
"16-17","GEOR","59403",51,23
"15-16","GEOR","59403",40,16
"12-13","GEOR","59403",22,10
"13-14","GEOR","59403",31,11
"14-15","GEOR","59403",51,21
"15-16","GEOR","60100",61,25
"12-13","GEOR","60100",48,16
"13-14","GEOR","60100",52,32
"14-15","GEOR","60100",45,29
"16-17","GEOR","60100",52,26
"16-17","GEOR","60200",67,33
"15-16","GEOR","60200",67,34
"12-13","GEOR","60200",79,48
"13-14","GEOR","60200",87,40
"14-15","GEOR","60200",81,44
"12-13","GEOR","60204",45,26
"13-14","GEOR","60204",33,16
"15-16","GEOR","60204",33,18
"14-15","GEOR","60204",24,10
"15-16","GEOR","60223",39,17
"14-15","GEOR","60223",41,28
"16-17","GEOR","60223",25,10
"16-17","GEOR","60261",53,25
"15-16","GEOR","60261",73,31
"12-13","GEOR","60261",51,30
"13-14","GEOR","60261",48,25
"14-15","GEOR","60261",76,33
"12-13","GEOR","60503",33,17
"14-15","GEOR","60503",22,12
"16-17","GEOR","60503",30,14
"16-17","GEOR","60600",34,16
"15-16","GEOR","60600",32,18
"14-15","GEOR","60600",42,23
"15-16","GEOR","60701",94,73
"12-13","GEOR","60701",80,46
"13-14","GEOR","60701",74,45
"14-15","GEOR","60701",79,51
"16-17","GEOR","60701",93,51
"16-17","GEOR","61003",48,22
"15-16","GEOR","61003",43,33
"12-13","GEOR","61007",45,30
"13-14","GEOR","61007",21,10
"14-15","GEOR","61007",29,19
"16-17","GEOR","61007",24,10
"12-13","GEOR","61007",53,25
"13-14","GEOR","61007",39,19
"14-15","GEOR","61007",22,11
"14-15","GEOR","61618",55,36
"12-13","GEOR","61618",78,51
"15-16","GEOR","61618",82,57
"13-14","GEOR","61618",69,42
"16-17","GEOR","61618",76,54
"16-17","GEOR","61800",21,15
"15-16","GEOR","61800",21,15
"12-13","GEOR","61800",32,16
"13-14","GEOR","61800",24,12
"14-15","GEOR","61800",32,20
"15-16","GEOR","61820",45,35
"12-13","GEOR","61820",58,34
"13-14","GEOR","61820",45,32
"14-15","GEOR","61820",44,36
"16-17","GEOR","61820",49,41
"16-17","GEOR","61833",58,27
"15-16","GEOR","61833",68,31
"12-13","GEOR","61833",57,42
"13-14","GEOR","61833",26,16
"14-15","GEOR","61833",58,33
"15-16","GEOR","62700",65,40
"12-13","GEOR","62700",37,22
"13-14","GEOR","62700",51,28
"14-15","GEOR","62700",55,36
"16-17","GEOR","62700",77,39
"16-17","GEOR","62900",25,16
"15-16","GEOR","62900",30,12
"12-13","GEOR","62900",32,15
"13-14","GEOR","62900",35,18
"14-15","GEOR","62900",28,15
"12-13","GEOR","62907",97,50
"13-14","GEOR","62907",96,42
"15-16","GEOR","62907",49,25
"14-15","GEOR","62907",72,32
"16-17","GEOR","62907",31,15
"12-13","GEOR","62907",25,15
"14-15","GEOR","62907",22,17
"14-15","GEOR","63200",50,27
"15-16","GEOR","63200",54,27
"12-13","GEOR","63200",76,29
"13-14","GEOR","63200",54,19
"16-17","GEOR","63200",40,15
"16-17","GEOR","63205",29,16
"12-13","GEOR","63205",28,16
"15-16","GEOR","63205",33,16
"13-14","GEOR","63205",29,20
"14-15","GEOR","63205",25,14
"15-16","GEOR","65613",108,69
"12-13","GEOR","65613",73,38
"13-14","GEOR","65613",77,53
"14-15","GEOR","65613",126,73
"16-17","GEOR","65613",84,52
"16-17","GEOR","68500",32,18
"15-16","GEOR","68500",25,20
"12-13","GEOR","68500",25,13
"14-15","GEOR","68500",22,13
"15-16","GEOR","68600",24,17
"13-14","GEOR","68600",16,11
"16-17","GEOR","68600",20,10
"16-17","GEOR","69100",16,10
"12-13","GEOR","70202",10,10
"13-14","GEOR","70211",17,12
"16-17","GEOR","70223",51,39
"15-16","GEOR","70223",54,44
"12-13","GEOR","70223",68,52
"13-14","GEOR","70223",67,47
"14-15","GEOR","70223",44,35
"16-17","GEOR","70717",42,38
"12-13","GEOR","70717",30,30
"15-16","GEOR","70717",46,42
"13-14","GEOR","70717",43,38
"14-15","GEOR","70717",25,24
"16-17","GEOR","70810",28,22
"16-17","GEOR","70902",46,39
"15-16","GEOR","70902",40,28
"12-13","GEOR","70902",42,33
"13-14","GEOR","70902",41,36
"14-15","GEOR","70902",39,33
"15-16","GEOR","71506",49,48
"12-13","GEOR","71506",37,35
"13-14","GEOR","71506",42,39
"14-15","GEOR","71506",58,55
"16-17","GEOR","71506",48,46
"16-17","GEOR","71637",17,16
"14-15","GEOR","71637",25,25
"12-13","GEOR","71637",13,13
"15-16","GEOR","71637",24,23
"13-14","GEOR","71637",14,13
"15-16","GEOR","71807",10,10
"12-13","GEOR","71807",12,10
"14-15","GEOR","71807",11,10
"16-17","GEOR","71833",16,15
"15-16","GEOR","71833",16,15
"15-16","GEOR","71836",13,10
"15-16","GEOR","72205",21,18
"13-14","GEOR","72205",15,11
"14-15","GEOR","72205",23,19
"16-17","GEOR","72205",21,19
"16-17","GEOR","72206",63,59
"15-16","GEOR","72206",54,50
"12-13","GEOR","72206",34,29
"13-14","GEOR","72206",48,46
"14-15","GEOR","72206",46,43
"12-13","GEOR","73002",16,15
"16-17","GEOR","73403",15,15
"15-16","GEOR","79804",16,16
"14-15","GEOR","79804",13,13
"15-16","GEOR","82220",24,18
"16-17","GEOR","82220",27,19
"16-17","GEOR","82907",32,14
"12-13","GEOR","82907",52,34
"15-16","GEOR","82907",49,21
"13-14","GEOR","82907",31,14
"14-15","GEOR","82907",23,12
"15-16","GEOR","83008",35,22
"12-13","GEOR","83008",43,29
"13-14","GEOR","83008",40,26
"14-15","GEOR","83008",41,22
"16-17","GEOR","83008",43,36
"16-17","GRBR","40735",71,64
"15-16","GRBR","40735",97,81
"12-13","GRBR","40735",68,53
"13-14","GRBR","40735",66,40
"14-15","GRBR","40735",82,64
"15-16","GRBR","41007",42,40
"14-15","GRBR","41007",24,23
"16-17","GRBR","41007",18,18
"16-17","GRBR","41010",47,36
"15-16","GRBR","41010",50,40
"14-15","GRBR","41010",63,37
"15-16","GRBR","41211",68,53
"12-13","GRBR","41211",27,19
"13-14","GRBR","41211",31,19
"14-15","GRBR","41211",38,21
"16-17","GRBR","41211",41,33
"16-17","GRBR","41469",179,124
"12-13","GRBR","41469",104,85
"15-16","GRBR","41469",179,127
"14-15","GRBR","41469",85,60
"13-14","GRBR","41469",88,52
"15-16","GRBR","41629",168,136
"12-13","GRBR","41629",122,90
"13-14","GRBR","41629",131,97
"14-15","GRBR","41629",119,92
"16-17","GRBR","41629",120,88
"12-13","GRBR","41808",16,13
"13-14","GRBR","41808",18,12
"15-16","GRBR","41808",16,11
"14-15","GRBR","41808",19,12
"16-17","GRBR","41808",20,17
"16-17","GRBR","41918",20,12
"14-15","GRBR","41918",18,14
"15-16","GRBR","41918",23,13
"13-14","GRBR","41918",14,11
"15-16","GRBR","41919",17,16
"12-13","GRBR","41919",15,14
"13-14","GRBR","41919",20,18
"14-15","GRBR","41919",21,13
"16-17","GRBR","41919",18,15
"16-17","GRBR","42320",48,34
"12-13","GRBR","42320",39,25
"15-16","GRBR","42320",61,54
"13-14","GRBR","42320",42,30
"14-15","GRBR","42320",49,33
"15-16","GRBR","43106",71,58
"12-13","GRBR","43106",39,33
"13-14","GRBR","43106",43,34
"14-15","GRBR","43106",60,49
"16-17","GRBR","43106",61,52
"16-17","GRBR","43107",309,175
"12-13","GRBR","43107",285,189
"15-16","GRBR","43107",314,219
"13-14","GRBR","43107",289,190
"14-15","GRBR","43107",271,176
"15-16","GRBR","43107",20,15
"13-14","GRBR","43107",24,12
"12-13","GRBR","43107",29,14
"14-15","GRBR","43107",26,16
"16-17","GRBR","43107",27,20
