"Year","College","MTCUCode","Entrants","Graduates"
"16-17","HUMB","41636",127,113
"12-13","HUMB","41800",23,11
"12-13","HUMB","41903",115,75
"15-16","HUMB","41903",223,139
"13-14","HUMB","41903",138,96
"14-15","HUMB","41903",168,108
"16-17","HUMB","41903",179,110
"12-13","HUMB","41907",36,27
"12-13","HUMB","42313",27,24
"15-16","HUMB","42313",28,21
"13-14","HUMB","42313",29,24
"14-15","HUMB","42313",28,19
"16-17","HUMB","42313",20,19
"16-17","HUMB","43006",66,50
"12-13","HUMB","43006",70,69
"13-14","HUMB","43006",72,70
"15-16","HUMB","43006",67,51
"14-15","HUMB","43006",71,63
"12-13","HUMB","43107",81,46
"13-14","HUMB","43107",48,19
"15-16","HUMB","43107",70,20
"14-15","HUMB","43107",56,29
"16-17","HUMB","43107",86,19
"12-13","HUMB","43906",21,10
"15-16","HUMB","43906",22,12
"13-14","HUMB","43906",33,17
"14-15","HUMB","43906",35,10
"12-13","HUMB","44700",118,79
"15-16","HUMB","45613",69,39
"14-15","HUMB","45613",68,46
"16-17","HUMB","45613",109,75
"16-17","HUMB","50100",199,90
"12-13","HUMB","50100",101,44
"14-15","HUMB","50100",126,42
"15-16","HUMB","50100",157,70
"13-14","HUMB","50100",154,78
"12-13","HUMB","50200",271,111
"12-13","HUMB","50200",81,54
"15-16","HUMB","50200",368,187
"13-14","HUMB","50200",334,171
"13-14","HUMB","50200",72,36
"14-15","HUMB","50200",56,23
"14-15","HUMB","50200",316,158
"16-17","HUMB","50200",382,183
"16-17","HUMB","50503",41,24
"12-13","HUMB","50503",33,15
"13-14","HUMB","50503",46,21
"14-15","HUMB","50503",42,22
"12-13","HUMB","50511",44,27
"15-16","HUMB","50511",58,32
"13-14","HUMB","50511",42,25
"14-15","HUMB","50511",43,19
"16-17","HUMB","50511",61,33
"16-17","HUMB","50705",166,107
"12-13","HUMB","50705",55,35
"13-14","HUMB","50705",71,44
"15-16","HUMB","50705",169,101
"14-15","HUMB","50705",55,36
"12-13","HUMB","50721",116,85
"15-16","HUMB","50721",155,113
"13-14","HUMB","50721",114,80
"14-15","HUMB","50721",118,90
"16-17","HUMB","50721",166,129
"16-17","HUMB","51007",38,18
"16-17","HUMB","51021",43,21
"16-17","HUMB","51211",499,273
"12-13","HUMB","51211",249,141
"13-14","HUMB","51211",238,132
"15-16","HUMB","51211",325,214
"14-15","HUMB","51211",308,182
"12-13","HUMB","51407",204,177
"14-15","HUMB","51407",262,223
"13-14","HUMB","51407",274,241
"15-16","HUMB","51407",299,266
"16-17","HUMB","51407",298,245
"16-17","HUMB","51502",59,35
"12-13","HUMB","51502",53,33
"15-16","HUMB","51502",69,40
"13-14","HUMB","51502",79,38
"14-15","HUMB","51502",53,32
"12-13","HUMB","51623",37,25
"15-16","HUMB","51623",46,30
"13-14","HUMB","51623",51,42
"14-15","HUMB","51623",34,24
"16-17","HUMB","51623",50,31
"16-17","HUMB","51637",66,50
"12-13","HUMB","51637",65,45
"15-16","HUMB","51637",69,48
"13-14","HUMB","51637",71,48
"14-15","HUMB","51637",69,52
"12-13","HUMB","51641",40,29
"12-13","HUMB","51641",20,19
"15-16","HUMB","51641",65,53
"13-14","HUMB","51641",39,26
"13-14","HUMB","51641",22,17
"14-15","HUMB","51641",39,34
"14-15","HUMB","51641",23,21
"16-17","HUMB","51641",71,51
"16-17","HUMB","51814",53,29
"12-13","HUMB","51814",45,24
"15-16","HUMB","51814",47,25
"13-14","HUMB","51814",53,38
"14-15","HUMB","51814",52,28
"12-13","HUMB","51820",51,28
"13-14","HUMB","51820",52,32
"15-16","HUMB","51820",67,39
"14-15","HUMB","51820",66,48
"16-17","HUMB","51820",54,37
"16-17","HUMB","51825",215,126
"12-13","HUMB","51825",180,119
"15-16","HUMB","51825",230,123
"14-15","HUMB","51825",252,147
"13-14","HUMB","51825",208,136
"12-13","HUMB","51831",72,42
"15-16","HUMB","51831",82,53
"13-14","HUMB","51831",91,61
"14-15","HUMB","51831",78,54
"16-17","HUMB","51831",91,60
"16-17","HUMB","51838",69,38
"12-13","HUMB","51838",67,36
"15-16","HUMB","51838",98,54
"13-14","HUMB","51838",134,69
"14-15","HUMB","51838",107,59
"12-13","HUMB","51901",48,35
"13-14","HUMB","51901",51,29
"12-13","HUMB","51903",63,41
"13-14","HUMB","51903",53,33
"15-16","HUMB","51903",66,48
"14-15","HUMB","51903",62,39
"16-17","HUMB","51903",58,38
"16-17","HUMB","51904",60,41
"12-13","HUMB","51904",34,26
"15-16","HUMB","51904",69,47
"13-14","HUMB","51904",63,46
"14-15","HUMB","51904",68,47
"12-13","HUMB","51910",43,24
"15-16","HUMB","51910",39,20
"13-14","HUMB","51910",42,26
"14-15","HUMB","51910",43,28
"16-17","HUMB","51910",39,25
"16-17","HUMB","51911",27,16
"12-13","HUMB","51911",28,14
"15-16","HUMB","51911",34,16
"13-14","HUMB","51911",34,15
"14-15","HUMB","51911",30,16
"12-13","HUMB","52002",59,31
"15-16","HUMB","52002",54,31
"14-15","HUMB","52002",56,21
"13-14","HUMB","52002",58,35
"16-17","HUMB","52002",56,35
"16-17","HUMB","52009",60,33
"15-16","HUMB","52009",60,27
"12-13","HUMB","52100",39,20
"13-14","HUMB","52100",28,13
"15-16","HUMB","52100",54,33
"14-15","HUMB","52100",46,23
"16-17","HUMB","52100",46,26
"16-17","HUMB","52203",82,35
"12-13","HUMB","52203",50,32
"15-16","HUMB","52203",59,34
"13-14","HUMB","52203",60,31
"14-15","HUMB","52203",64,25
"12-13","HUMB","52204",41,21
"15-16","HUMB","52204",46,34
"13-14","HUMB","52204",47,19
"14-15","HUMB","52204",29,20
"16-17","HUMB","52204",52,33
"16-17","HUMB","52209",244,130
"12-13","HUMB","52209",185,91
"13-14","HUMB","52209",227,121
"15-16","HUMB","52209",228,152
"14-15","HUMB","52209",219,130
"12-13","HUMB","52611",220,108
"15-16","HUMB","52611",194,80
"13-14","HUMB","52611",228,113
"14-15","HUMB","52611",211,102
"16-17","HUMB","52611",216,96
"16-17","HUMB","52613",339,230
"12-13","HUMB","52613",145,131
"12-13","HUMB","52613",115,37
"15-16","HUMB","52613",274,173
"13-14","HUMB","52613",154,91
"14-15","HUMB","52613",271,206
"12-13","HUMB","52900",162,72
"13-14","HUMB","52900",148,86
"15-16","HUMB","52900",139,68
"14-15","HUMB","52900",142,66
"16-17","HUMB","52900",139,61
"16-17","HUMB","52937",68,32
"12-13","HUMB","52937",45,19
"15-16","HUMB","52937",65,29
"14-15","HUMB","52937",55,27
"13-14","HUMB","52937",34,14
"15-16","HUMB","53007",24,21
"13-14","HUMB","53007",27,24
"14-15","HUMB","53007",38,33
"16-17","HUMB","53007",94,68
"16-17","HUMB","53008",457,253
"12-13","HUMB","53008",434,223
"15-16","HUMB","53008",490,274
"13-14","HUMB","53008",506,277
"14-15","HUMB","53008",465,244
"12-13","HUMB","53107",106,60
"15-16","HUMB","53107",176,85
"13-14","HUMB","53107",126,75
"14-15","HUMB","53107",160,88
"16-17","HUMB","53107",188,76
"16-17","HUMB","53200",87,49
"12-13","HUMB","53200",102,48
"14-15","HUMB","53200",97,47
"15-16","HUMB","53200",111,61
"13-14","HUMB","53200",95,50
"15-16","HUMB","53204",18,16
"16-17","HUMB","53204",57,38
"16-17","HUMB","53205",158,81
"12-13","HUMB","53205",134,75
"15-16","HUMB","53205",177,128
"13-14","HUMB","53205",131,77
"14-15","HUMB","53205",158,92
"12-13","HUMB","53303",88,65
"15-16","HUMB","53303",114,72
"13-14","HUMB","53303",133,90
"14-15","HUMB","53303",112,82
"16-17","HUMB","53303",96,80
"16-17","HUMB","53401",115,60
"12-13","HUMB","53401",78,32
"15-16","HUMB","53401",49,24
"13-14","HUMB","53401",106,48
"14-15","HUMB","53401",109,60
"12-13","HUMB","53905",40,17
"15-16","HUMB","53905",44,24
"13-14","HUMB","53905",41,16
"14-15","HUMB","53905",38,27
"16-17","HUMB","53905",41,10
"16-17","HUMB","54300",62,39
"12-13","HUMB","54300",34,20
"12-13","HUMB","54300",18,14
"15-16","HUMB","54300",56,41
"13-14","HUMB","54300",57,42
"13-14","HUMB","54300",30,21
"14-15","HUMB","54300",25,18
"14-15","HUMB","54300",44,32
"15-16","HUMB","54701",54,34
"13-14","HUMB","54701",27,17
"14-15","HUMB","54701",43,30
"16-17","HUMB","54701",125,91
"16-17","HUMB","55203",22,10
"12-13","HUMB","55500",99,46
"13-14","HUMB","55500",100,41
"15-16","HUMB","55500",94,44
"14-15","HUMB","55500",118,60
"16-17","HUMB","55500",116,57
"16-17","HUMB","55613",88,46
"12-13","HUMB","57600",55,30
"15-16","HUMB","57600",79,57
"13-14","HUMB","57600",91,60
"14-15","HUMB","57600",86,58
"16-17","HUMB","57600",77,56
"16-17","HUMB","59403",44,17
"12-13","HUMB","59403",57,30
"15-16","HUMB","59403",93,43
"13-14","HUMB","59403",61,33
"14-15","HUMB","59403",85,46
"12-13","HUMB","60100",178,83
"13-14","HUMB","60100",205,92
"15-16","HUMB","60100",205,96
"14-15","HUMB","60100",202,91
"16-17","HUMB","60100",193,105
"16-17","HUMB","60200",354,161
"12-13","HUMB","60200",40,18
"12-13","HUMB","60200",381,188
"15-16","HUMB","60200",417,181
"13-14","HUMB","60200",47,14
"13-14","HUMB","60200",396,196
"14-15","HUMB","60200",403,200
"16-17","HUMB","60204",55,19
"12-13","HUMB","60204",46,19
"15-16","HUMB","60204",57,29
"13-14","HUMB","60204",43,20
"14-15","HUMB","60204",44,21
"12-13","HUMB","60243",65,47
"15-16","HUMB","60243",74,57
"13-14","HUMB","60243",60,43
"14-15","HUMB","60243",72,48
"16-17","HUMB","60243",73,62
"12-13","HUMB","60509",32,11
"15-16","HUMB","60509",47,16
"14-15","HUMB","60509",28,15
"16-17","HUMB","60509",40,13
"16-17","HUMB","60600",149,75
"12-13","HUMB","60600",108,67
"15-16","HUMB","60600",141,68
"13-14","HUMB","60600",114,64
"14-15","HUMB","60600",114,66
"12-13","HUMB","60701",56,51
"12-13","HUMB","60701",113,66
"14-15","HUMB","60701",58,53
"13-14","HUMB","60701",104,70
"13-14","HUMB","60701",56,52
"15-16","HUMB","60701",172,140
"14-15","HUMB","60701",105,66
"16-17","HUMB","60701",191,140
"16-17","HUMB","61003",82,53
"12-13","HUMB","61003",52,33
"15-16","HUMB","61003",59,43
"13-14","HUMB","61003",62,31
"14-15","HUMB","61003",58,36
"12-13","HUMB","61007",50,30
"15-16","HUMB","61007",45,22
"13-14","HUMB","61007",39,30
"14-15","HUMB","61007",41,21
"16-17","HUMB","61007",37,19
"16-17","HUMB","61021",58,35
"12-13","HUMB","61021",56,35
"15-16","HUMB","61021",63,38
"13-14","HUMB","61021",50,36
"14-15","HUMB","61021",46,24
"12-13","HUMB","61301",40,16
"13-14","HUMB","61301",35,19
"15-16","HUMB","61618",32,20
"16-17","HUMB","61618",58,37
"16-17","HUMB","61820",77,44
"12-13","HUMB","61820",38,26
"15-16","HUMB","61820",64,43
"13-14","HUMB","61820",64,35
"14-15","HUMB","61820",71,39
"13-14","HUMB","61850",41,19
"15-16","HUMB","61850",62,17
"14-15","HUMB","61850",52,19
"16-17","HUMB","61850",63,25
"16-17","HUMB","61901",34,25
"12-13","HUMB","61907",28,10
"12-13","HUMB","61911",30,12
"15-16","HUMB","61911",33,15
"14-15","HUMB","61911",30,19
"13-14","HUMB","61911",33,16
"16-17","HUMB","61911",25,10
"16-17","HUMB","62006",125,64
"12-13","HUMB","62006",54,44
"12-13","HUMB","62006",80,33
"15-16","HUMB","62006",134,80
"13-14","HUMB","62006",128,75
"14-15","HUMB","62006",133,83
"16-17","HUMB","62211",91,36
"12-13","HUMB","62700",20,15
"14-15","HUMB","63107",13,10
"15-16","HUMB","63204",14,12
"14-15","HUMB","65203",38,15
"15-16","HUMB","65203",46,16
"13-14","HUMB","65203",49,21
"12-13","HUMB","65203",51,24
"16-17","HUMB","65203",48,16
"16-17","HUMB","65500",44,38
"13-14","HUMB","65500",51,43
"15-16","HUMB","65500",34,27
"14-15","HUMB","65500",34,30
"12-13","HUMB","65500",42,36
"15-16","HUMB","65503",58,24
"14-15","HUMB","65503",52,28
"16-17","HUMB","65503",63,34
"16-17","HUMB","65613",100,43
"15-16","HUMB","65613",88,35
"13-14","HUMB","65613",63,32
"14-15","HUMB","65613",61,34
"12-13","HUMB","65613",64,29
"13-14","HUMB","68905",26,15
"15-16","HUMB","68905",20,13
"14-15","HUMB","68905",20,13
"12-13","HUMB","68905",17,10
"16-17","HUMB","68905",20,13
"16-17","HUMB","69403",102,57
"15-16","HUMB","69403",108,71
"13-14","HUMB","69403",91,61
"14-15","HUMB","69403",107,80
"12-13","HUMB","69403",64,46
"13-14","HUMB","70202",17,15
"12-13","HUMB","70202",14,11
"15-16","HUMB","70203",73,64
"13-14","HUMB","70203",77,66
"14-15","HUMB","70203",81,71
"12-13","HUMB","70203",76,56
"16-17","HUMB","70203",81,77
"16-17","HUMB","70207",20,18
"13-14","HUMB","70207",41,36
"15-16","HUMB","70207",29,27
"14-15","HUMB","70207",23,21
"12-13","HUMB","70207",37,37
"13-14","HUMB","70208",18,10
"14-15","HUMB","70208",29,19
"16-17","HUMB","70208",18,13
"16-17","HUMB","70223",148,135
"13-14","HUMB","70223",113,100
"15-16","HUMB","70223",158,138
"14-15","HUMB","70223",165,131
"12-13","HUMB","70223",128,116
"14-15","HUMB","70227",59,29
"15-16","HUMB","70227",92,67
"13-14","HUMB","70227",57,49
"12-13","HUMB","70227",53,37
"16-17","HUMB","70227",60,45
"16-17","HUMB","70236",37,34
"13-14","HUMB","70236",41,41
"15-16","HUMB","70236",67,66
"14-15","HUMB","70236",35,34
"12-13","HUMB","70236",38,36
"15-16","HUMB","70243",181,175
"13-14","HUMB","70243",189,181
"14-15","HUMB","70243",153,152
"12-13","HUMB","70243",187,167
"16-17","HUMB","70243",118,118
"14-15","HUMB","70516",28,25
"13-14","HUMB","70516",30,24
"15-16","HUMB","70516",26,22
"12-13","HUMB","70516",28,20
"16-17","HUMB","70516",36,28
"15-16","HUMB","70708",31,25
"14-15","HUMB","70708",16,15
"16-17","HUMB","70708",23,19
"16-17","HUMB","70717",45,40
"15-16","HUMB","70717",43,37
"14-15","HUMB","70717",30,30
"15-16","HUMB","71206",15,13
"14-15","HUMB","71206",23,21
"13-14","HUMB","71206",36,33
"12-13","HUMB","71206",36,35
"16-17","HUMB","71206",12,12
"16-17","HUMB","71225",32,27
"15-16","HUMB","71225",34,33
"13-14","HUMB","71225",32,30
"14-15","HUMB","71225",28,23
"12-13","HUMB","71225",32,31
"13-14","HUMB","71305",37,35
"15-16","HUMB","71305",43,42
"14-15","HUMB","71305",36,36
"12-13","HUMB","71305",40,40
"16-17","HUMB","71305",48,48
"16-17","HUMB","71306",46,45
"15-16","HUMB","71306",50,47
"13-14","HUMB","71306",57,52
"14-15","HUMB","71306",53,49
"12-13","HUMB","71306",54,52
"15-16","HUMB","71637",12,12
"13-14","HUMB","71637",16,15
"14-15","HUMB","71637",12,11
"13-14","HUMB","71901",20,18
"14-15","HUMB","71901",14,11
"12-13","HUMB","71901",28,26
"13-14","HUMB","71903",21,18
"15-16","HUMB","71903",22,17
"14-15","HUMB","71903",18,13
"12-13","HUMB","71903",17,13
"16-17","HUMB","71903",29,28
"16-17","HUMB","72003",126,99
"15-16","HUMB","72003",148,117
"13-14","HUMB","72003",144,116
"14-15","HUMB","72003",130,116
"12-13","HUMB","72003",135,109
"15-16","HUMB","72104",16,16
"14-15","HUMB","72104",22,20
"16-17","HUMB","72104",19,18
"16-17","HUMB","72104",13,11
"15-16","HUMB","72105",58,46
"13-14","HUMB","72105",60,34
"14-15","HUMB","72105",56,44
"12-13","HUMB","72105",56,38
"16-17","HUMB","72105",60,55
"16-17","HUMB","72205",72,70
"15-16","HUMB","72205",65,63
"14-15","HUMB","72205",56,47
"13-14","HUMB","72209",23,22
"15-16","HUMB","72209",35,32
"14-15","HUMB","72209",39,35
"16-17","HUMB","72209",33,31
"16-17","HUMB","72801",21,18
"15-16","HUMB","72801",15,12
"14-15","HUMB","72801",23,17
"13-14","HUMB","72801",25,14
"12-13","HUMB","72801",18,15
"13-14","HUMB","72900",77,57
"15-16","HUMB","72900",73,62
"14-15","HUMB","72900",77,60
"12-13","HUMB","72900",59,49
"16-17","HUMB","72900",70,62
"16-17","HUMB","72909",43,39
"15-16","HUMB","72909",41,38
"14-15","HUMB","72909",30,26
"13-14","HUMB","73201",20,16
"15-16","HUMB","73201",12,11
"14-15","HUMB","73201",12,10
"12-13","HUMB","73201",14,13
"16-17","HUMB","73201",29,13
"16-17","HUMB","75700",12,12
"15-16","HUMB","75700",11,10
"14-15","HUMB","75700",11,10
"13-14","HUMB","75700",18,13
"12-13","HUMB","75700",29,22
"15-16","HUMB","78902",68,67
"13-14","HUMB","78902",68,67
"14-15","HUMB","78902",60,58
"12-13","HUMB","78902",75,66
"16-17","HUMB","78902",61,60
"16-17","HUMB","79001",23,22
"15-16","HUMB","79001",34,34
"13-14","HUMB","79001",32,32
"14-15","HUMB","79001",38,38
"12-13","HUMB","79001",33,33
"13-14","HUMB","79401",26,23
"12-13","HUMB","79401",27,27
"15-16","HUMB","79402",34,34
"13-14","HUMB","79402",33,30
"14-15","HUMB","79402",32,31
"12-13","HUMB","79402",35,33
"16-17","HUMB","79402",36,33
"16-17","HUMB","80202",40,27
"15-16","HUMB","80202",59,42
"15-16","HUMB","80223",45,29
"16-17","HUMB","80223",45,35
"16-17","HUMB","80272",29,18
"15-16","HUMB","80272",16,11
"13-14","HUMB","80272",18,11
"14-15","HUMB","80272",18,10
"12-13","HUMB","80272",19,17
"15-16","HUMB","80705",52,34
"16-17","HUMB","80705",88,56
"16-17","HUMB","81817",56,46
"15-16","HUMB","81817",33,27
"13-14","HUMB","81817",50,39
"14-15","HUMB","81817",43,29
"12-13","HUMB","81817",48,36
"15-16","HUMB","81823",67,50
"16-17","HUMB","81823",62,46
"16-17","HUMB","81829",68,53
"16-17","HUMB","81833",53,42
"15-16","HUMB","81833",52,36
"13-14","HUMB","81833",53,30
"14-15","HUMB","81833",31,25
"13-14","HUMB","81907",135,87
"15-16","HUMB","81907",85,48
"14-15","HUMB","81907",84,60
"16-17","HUMB","81907",105,73
"16-17","HUMB","82102",58,39
"15-16","HUMB","82102",53,30
"13-14","HUMB","82102",54,33
"14-15","HUMB","82102",38,23
"12-13","HUMB","82102",25,16
"15-16","HUMB","82611",63,40
"13-14","HUMB","82611",66,49
"14-15","HUMB","82611",64,48
"12-13","HUMB","82611",61,49
"16-17","HUMB","82611",66,50
"16-17","HUMB","83205",19,15
"15-16","HUMB","83205",19,12
"13-14","LACI","40208",12,10
"14-15","LACI","40208",16,14
"16-17","LACI","40208",36,32
"16-17","LACI","41469",82,58
"15-16","LACI","41469",31,25
"13-14","LACI","41469",27,23
"14-15","LACI","41469",25,21
"12-13","LACI","41469",37,35
"13-14","LACI","41629",22,18
"14-15","LACI","41629",21,19
"12-13","LACI","41629",21,18
"16-17","LACI","41629",23,18
"16-17","LACI","42313",36,25
"15-16","LACI","42313",31,20
"13-14","LACI","42313",26,14
"14-15","LACI","42313",16,13
"12-13","LACI","42313",40,23
"13-14","LACI","42509",20,13
"15-16","LACI","42509",30,20
"14-15","LACI","42509",17,13
"12-13","LACI","42509",34,23
"16-17","LACI","42509",57,31
"16-17","LACI","42936",22,20
"16-17","LACI","42937",10,10
"16-17","LACI","43001",12,10
"13-14","LACI","43001",12,10
"13-14","LACI","43006",14,14
"14-15","LACI","43006",18,16
"12-13","LACI","43006",21,21
"16-17","LACI","43006",26,22
"16-17","LACI","43007",38,34
"15-16","LACI","43007",25,17
"13-14","LACI","43007",14,14
"12-13","LACI","43007",23,20
"14-15","LACI","43107",24,11
"12-13","LACI","43107",29,19
"16-17","LACI","43107",41,21
"16-17","LACI","43112",30,25
"16-17","LACI","45613",43,30
"15-16","LACI","45613",47,32
"14-15","LACI","45613",28,24
"13-14","LACI","45613",21,16
"12-13","LACI","45613",27,17
"13-14","LACI","47610",18,12
"15-16","LACI","50200",12,12
"16-17","LACI","50200",24,24
"16-17","LACI","50243",129,90
"15-16","LACI","50243",69,38
"13-14","LACI","50243",55,37
"14-15","LACI","50243",69,48
"12-13","LACI","50243",29,12
"14-15","LACI","50503",18,12
"13-14","LACI","50503",17,11
"15-16","LACI","50503",19,16
"12-13","LACI","50503",20,16
"16-17","LACI","50503",52,34
"16-17","LACI","50505",86,52
"15-16","LACI","50505",33,19
"13-14","LACI","50505",29,13
"14-15","LACI","50505",31,23
"12-13","LACI","50505",26,16
"16-17","LACI","50705",129,89
"15-16","LACI","50705",83,71
"13-14","LACI","50705",90,73
"14-15","LACI","50705",95,70
"12-13","LACI","50705",44,29
"13-14","LACI","50721",68,47
"15-16","LACI","50721",74,44
"14-15","LACI","50721",92,69
"12-13","LACI","50721",60,40
"16-17","LACI","50721",204,159
"16-17","LACI","50728",54,45
"15-16","LACI","50728",33,27
"13-14","LACI","50728",18,14
"14-15","LACI","50728",29,27
"12-13","LACI","50728",21,16
"15-16","LACI","51010",21,19
"13-14","LACI","51010",34,22
"14-15","LACI","51010",29,16
"12-13","LACI","51010",25,19
"16-17","LACI","51010",67,39
"16-17","LACI","51211",173,135
"13-14","LACI","51211",54,33
"15-16","LACI","51211",69,58
"14-15","LACI","51211",62,48
"12-13","LACI","51211",61,44
"15-16","LACI","51407",46,37
"13-14","LACI","51407",58,47
"14-15","LACI","51407",54,49
"12-13","LACI","51407",43,35
"16-17","LACI","51407",112,104
"16-17","LACI","51502",46,35
"13-14","LACI","51502",15,11
"15-16","LACI","51502",29,27
"14-15","LACI","51502",18,14
"12-13","LACI","51502",11,10
"16-17","LACI","51606",22,16
"16-17","LACI","51623",99,73
"15-16","LACI","51623",16,13
"13-14","LACI","51628",35,33
"14-15","LACI","51628",36,33
"12-13","LACI","51628",33,31
"14-15","LACI","51634",19,14
"15-16","LACI","51634",21,12
"16-17","LACI","51634",26,11
"16-17","LACI","51637",66,33
"15-16","LACI","51637",35,17
"13-14","LACI","51637",44,17
"14-15","LACI","51637",48,21
"12-13","LACI","51637",34,14
"15-16","LACI","51641",27,24
"13-14","LACI","51641",16,11
"14-15","LACI","51641",20,19
"12-13","LACI","51641",15,15
"16-17","LACI","51641",68,62
"16-17","LACI","51831",42,20
"13-14","LACI","51831",30,15
"15-16","LACI","51831",22,13
"14-15","LACI","51831",35,21
"12-13","LACI","51831",32,22
"16-17","LACI","51838",28,12
"16-17","LACI","51901",36,26
"13-14","LACI","51901",21,15
"12-13","LACI","51901",20,12
"15-16","LACI","51903",17,10
"13-14","LACI","51903",24,12
"12-13","LACI","51903",21,15
"16-17","LACI","51903",34,14
"16-17","LACI","51904",100,64
"15-16","LACI","51904",47,29
"13-14","LACI","51904",48,31
"14-15","LACI","51904",47,30
"12-13","LACI","51904",44,30
"13-14","LACI","51995",20,17
"12-13","LACI","51995",21,18
"15-16","LACI","52006",30,18
"14-15","LACI","52006",25,15
"16-17","LACI","52006",46,31
"16-17","LACI","52100",93,66
"13-14","LACI","52100",31,23
"15-16","LACI","52100",36,27
"14-15","LACI","52100",46,33
"12-13","LACI","52100",42,38
"15-16","LACI","52203",15,10
"13-14","LACI","52203",22,14
"14-15","LACI","52203",25,19
"12-13","LACI","52203",19,17
"16-17","LACI","52203",46,32
"16-17","LACI","52316",58,38
"15-16","LACI","52316",36,30
"13-14","LACI","52316",40,27
"14-15","LACI","52316",54,40
"12-13","LACI","52316",35,23
"13-14","LACI","52611",28,20
"15-16","LACI","52611",22,15
"14-15","LACI","52611",24,16
"16-17","LACI","52611",42,29
"16-17","LACI","52613",86,68
"15-16","LACI","52613",27,15
"14-15","LACI","52613",18,11
"16-17","LACI","52700",21,15
"16-17","LACI","53001",76,58
"15-16","LACI","53001",41,31
"13-14","LACI","53001",31,21
"14-15","LACI","53001",66,48
"12-13","LACI","53001",32,24
"14-15","LACI","53008",218,123
"15-16","LACI","53008",206,116
"13-14","LACI","53008",196,111
"12-13","LACI","53008",181,111
"16-17","LACI","53008",408,246
"16-17","LACI","53107",66,48
"13-14","LACI","53107",26,13
"15-16","LACI","53107",33,20
"14-15","LACI","53107",23,11
"15-16","LACI","53200",36,24
"13-14","LACI","53200",34,22
"14-15","LACI","53200",40,22
"12-13","LACI","53200",31,15
"16-17","LACI","53200",43,29
"16-17","LACI","53205",73,51
"15-16","LACI","53205",32,26
"13-14","LACI","53205",33,27
"14-15","LACI","53205",29,21
"12-13","LACI","53205",26,15
"15-16","LACI","53400",16,12
"14-15","LACI","53400",13,10
"13-14","LACI","53400",21,12
"12-13","LACI","53400",27,21
"16-17","LACI","53400",28,20
"16-17","LACI","53401",42,36
"15-16","LACI","53401",34,26
"13-14","LACI","53401",28,19
"14-15","LACI","53401",23,21
"12-13","LACI","53401",22,16
"15-16","LACI","54203",25,16
"13-14","LACI","54203",16,10
"14-15","LACI","54203",26,18
"16-17","LACI","54203",54,34
"16-17","LACI","55203",31,14
"15-16","LACI","55300",17,12
"12-13","LACI","55300",15,13
"16-17","LACI","55500",77,56
"15-16","LACI","55500",40,31
"13-14","LACI","55500",46,27
"14-15","LACI","55500",39,31
"12-13","LACI","55500",42,30
"15-16","LACI","55613",54,38
"13-14","LACI","55613",43,32
"14-15","LACI","55613",40,32
"12-13","LACI","55613",24,19
"16-17","LACI","55613",95,62
"16-17","LACI","56405",63,23
"15-16","LACI","56405",34,12
"13-14","LACI","56405",29,12
"14-15","LACI","56405",32,16
"13-14","LACI","57701",17,10
"16-17","LACI","58100",54,18
"13-14","LACI","58100",43,26
"15-16","LACI","58100",38,20
"14-15","LACI","58100",31,21
"12-13","LACI","58100",15,10
"15-16","LACI","60100",35,23
"13-14","LACI","60100",29,22
"14-15","LACI","60100",44,32
"12-13","LACI","60100",45,29
"16-17","LACI","60100",59,53
"16-17","LACI","60200",75,21
"15-16","LACI","60201",22,19
"16-17","LACI","60201",46,30
"16-17","LACI","60231",51,34
"15-16","LACI","60231",33,23
"13-14","LACI","60231",52,34
"14-15","LACI","60231",55,37
"12-13","LACI","60231",36,21
"16-17","LACI","60509",40,32
"15-16","LACI","60509",12,10
"14-15","LACI","60600",48,36
"13-14","LACI","60600",40,25
"15-16","LACI","60600",49,32
"12-13","LACI","60600",36,26
"16-17","LACI","60600",94,72
"16-17","LACI","60701",93,71
"15-16","LACI","60701",38,30
"13-14","LACI","60701",37,18
"14-15","LACI","60701",57,44
"12-13","LACI","60701",35,25
"15-16","LACI","61003",22,13
"14-15","LACI","61003",25,20
"12-13","LACI","61003",23,15
"16-17","LACI","61003",56,38
"16-17","LACI","61007",32,22
"15-16","LACI","61007",17,10
"13-14","LACI","61007",15,11
"15-16","LACI","61615",19,12
"13-14","LACI","61615",20,10
"14-15","LACI","61615",17,13
"12-13","LACI","61615",26,14
"16-17","LACI","61615",47,30
"16-17","LACI","61820",68,40
"14-15","LACI","61820",33,23
"13-14","LACI","61820",38,21
"15-16","LACI","61820",34,22
"12-13","LACI","61820",28,14
"15-16","LACI","61833",18,14
"12-13","LACI","61833",23,12
"16-17","LACI","61833",54,36
"16-17","LACI","61901",34,32
"16-17","LACI","62900",56,34
"15-16","LACI","62900",26,10
"13-14","LACI","62900",15,10
"14-15","LACI","62900",21,14
"12-13","LACI","62900",25,14
"13-14","LACI","63002",11,11
"15-16","LACI","63002",25,19
"12-13","LACI","63002",14,10
"16-17","LACI","65203",22,16
"16-17","LACI","70711",30,22
"15-16","LACI","70733",16,12
"12-13","LACI","71637",12,10
"16-17","LACI","71637",24,20
"16-17","LACI","72205",14,12
"15-16","LACI","81304",20,12
"13-14","LACI","81304",23,13
"14-15","LACI","81304",19,13
"12-13","LACI","81304",32,23
"16-17","LACI","81304",43,35
